x	y	z	CREB1 phosphorylation through the activation of Adenylate Cyclase
215	265	27	1
226	265	27	1
232	265	27	2
235	265	27	1
238	265	27	1
240	265	27	1
228	266	27	1
229	266	27	1
231	266	27	1
232	266	27	1
182	267	27	1
214	267	27	3
236	267	27	1
241	267	27	1
180	268	27	1
207	268	27	1
223	268	27	1
224	268	27	1
233	268	27	1
238	268	27	1
205	269	27	1
207	269	27	1
215	269	27	1
228	269	27	1
229	269	27	1
232	269	27	1
236	269	27	1
237	269	27	1
238	269	27	1
241	269	27	2
242	269	27	1
252	269	27	1
178	270	27	1
179	270	27	1
181	270	27	1
216	270	27	2
217	270	27	1
228	270	27	1
231	270	27	1
233	270	27	1
250	270	27	1
209	271	27	1
235	271	27	1
239	271	27	1
247	271	27	1
206	272	27	1
208	272	27	1
215	272	27	1
217	272	27	1
220	272	27	1
232	272	27	1
237	272	27	3
240	272	27	2
207	273	27	1
212	273	27	1
213	273	27	1
217	273	27	1
232	273	27	1
237	273	27	3
241	273	27	1
247	273	27	1
248	273	27	1
177	274	27	1
206	274	27	1
208	274	27	1
224	274	27	1
229	274	27	1
230	274	27	1
223	275	27	1
230	275	27	1
233	275	27	1
235	275	27	2
240	275	27	1
242	275	27	1
245	275	27	1
247	275	27	1
177	276	27	1
213	276	27	2
219	276	27	1
230	276	27	1
240	276	27	1
246	276	27	1
211	277	27	1
224	277	27	1
233	277	27	1
235	277	27	1
245	277	27	1
246	277	27	1
204	278	27	1
209	278	27	1
221	278	27	1
230	278	27	1
231	278	27	1
232	278	27	1
233	278	27	2
238	278	27	1
244	278	27	1
245	278	27	1
246	278	27	1
208	279	27	1
219	279	27	3
220	279	27	2
236	279	27	1
245	279	27	3
247	279	27	1
205	280	27	1
209	280	27	2
232	280	27	1
233	280	27	1
235	280	27	1
239	280	27	1
241	280	27	1
242	280	27	1
245	280	27	1
250	280	27	2
251	280	27	1
209	281	27	1
210	281	27	1
217	281	27	1
238	281	27	1
240	281	27	1
241	281	27	1
243	281	27	1
244	281	27	1
245	281	27	1
246	281	27	1
254	281	27	1
256	281	27	1
212	282	27	2
227	282	27	1
231	282	27	1
240	282	27	1
242	282	27	1
243	282	27	1
246	282	27	1
218	283	27	1
241	283	27	1
249	283	27	1
253	283	27	1
254	283	27	1
206	284	27	1
210	284	27	1
214	284	27	1
235	284	27	1
238	284	27	1
200	285	27	1
206	285	27	1
209	285	27	2
212	285	27	1
213	285	27	1
215	285	27	1
223	285	27	1
238	285	27	1
240	285	27	1
253	285	27	1
209	286	27	1
216	286	27	1
219	286	27	2
222	286	27	1
246	286	27	1
247	286	27	1
251	286	27	1
252	286	27	2
255	286	27	1
214	287	27	1
223	287	27	1
227	287	27	1
230	287	27	1
234	287	27	1
237	287	27	1
246	287	27	1
247	287	27	1
248	287	27	1
222	288	27	1
223	288	27	1
224	288	27	1
233	288	27	1
241	288	27	1
242	288	27	1
246	288	27	2
253	288	27	1
222	289	27	1
223	289	27	2
228	289	27	1
238	289	27	1
246	289	27	1
249	289	27	1
254	289	27	1
256	289	27	1
219	290	27	1
231	290	27	1
233	290	27	1
235	290	27	1
236	290	27	1
237	290	27	1
241	290	27	1
243	290	27	2
251	290	27	1
252	290	27	1
222	291	27	2
225	291	27	1
229	291	27	1
233	291	27	2
235	291	27	1
246	291	27	1
248	291	27	1
252	291	27	1
221	292	27	1
222	292	27	1
234	292	27	1
241	292	27	2
244	292	27	2
247	292	27	1
251	292	27	1
224	293	27	1
229	293	27	1
239	293	27	2
242	293	27	1
243	293	27	1
247	293	27	1
235	294	27	1
223	295	27	1
220	296	27	1
221	296	27	1
236	296	27	1
239	296	27	1
245	296	27	1
246	296	27	2
247	296	27	1
239	297	27	1
244	297	27	1
246	297	27	1
252	297	27	1
253	297	27	1
235	298	27	1
236	298	27	1
241	298	27	1
248	298	27	1
215	299	27	1
229	299	27	2
230	299	27	1
239	299	27	1
247	299	27	1
248	299	27	1
252	299	27	2
236	300	27	1
239	300	27	2
240	300	27	2
241	300	27	1
242	300	27	1
247	300	27	1
227	301	27	1
234	301	27	2
235	301	27	2
237	301	27	1
235	302	27	1
239	302	27	1
245	302	27	1
243	304	27	1
231	264	28	1
232	264	28	1
236	270	28	1
238	270	28	1
236	272	28	1
214	274	28	1
234	274	28	1
235	275	28	1
249	275	28	2
237	276	28	1
235	277	28	1
236	277	28	1
236	278	28	1
237	278	28	1
210	279	28	1
250	281	28	1
246	282	28	1
247	282	28	1
246	283	28	1
254	283	28	1
248	284	28	1
239	285	28	1
232	286	28	2
235	286	28	1
248	286	28	1
249	286	28	2
244	287	28	2
245	287	28	1
251	287	28	1
224	288	28	2
245	288	28	1
227	289	28	1
243	289	28	1
248	289	28	1
253	289	28	1
240	290	28	1
242	290	28	1
245	291	28	1
242	292	28	1
245	292	28	1
248	292	28	1
248	293	28	1
242	294	28	1
245	294	28	2
240	296	28	1
240	298	28	1
233	256	29	1
235	256	29	1
182	257	29	1
190	258	29	2
235	258	29	1
199	261	29	2
231	261	29	1
220	262	29	1
227	262	29	1
229	262	29	1
248	262	29	1
231	263	29	2
232	263	29	1
215	264	29	1
231	264	29	1
245	264	29	1
215	265	29	1
249	265	29	1
195	266	29	1
230	266	29	2
232	266	29	1
245	266	29	2
226	267	29	1
235	267	29	1
237	267	29	2
249	267	29	1
234	268	29	1
235	268	29	1
237	268	29	1
238	268	29	1
180	269	29	1
196	269	29	1
234	269	29	1
235	269	29	1
249	269	29	1
178	270	29	1
231	270	29	1
232	270	29	1
237	270	29	1
173	271	29	1
240	271	29	1
251	271	29	1
215	272	29	1
232	272	29	1
249	272	29	1
211	273	29	1
236	273	29	1
249	273	29	1
213	274	29	1
214	274	29	1
238	274	29	1
235	275	29	1
237	275	29	1
238	275	29	1
205	276	29	2
233	276	29	1
252	276	29	1
205	277	29	2
239	277	29	1
251	277	29	1
235	278	29	2
236	279	29	2
252	279	29	1
233	280	29	1
252	280	29	1
214	281	29	2
233	281	29	1
235	281	29	1
237	281	29	1
246	281	29	1
206	282	29	1
248	282	29	1
251	283	29	1
222	284	29	2
233	284	29	1
249	284	29	1
255	284	29	1
236	285	29	1
240	285	29	1
242	285	29	1
246	285	29	2
247	285	29	1
248	285	29	1
250	285	29	1
236	286	29	1
241	286	29	1
243	286	29	2
231	287	29	1
232	287	29	2
233	287	29	1
226	288	29	1
244	288	29	1
246	288	29	1
250	289	29	2
254	289	29	1
222	290	29	1
225	290	29	1
230	290	29	1
243	290	29	3
246	290	29	1
248	291	29	1
250	291	29	2
227	292	29	1
236	292	29	1
239	292	29	1
241	292	29	2
243	292	29	1
248	292	29	1
257	292	29	1
224	293	29	1
225	293	29	1
227	293	29	1
246	293	29	1
247	293	29	1
252	293	29	1
224	294	29	1
240	294	29	1
245	294	29	1
249	294	29	1
220	295	29	1
244	295	29	1
219	296	29	1
222	296	29	1
239	296	29	1
241	297	29	1
242	297	29	1
247	297	29	1
219	298	29	1
222	299	29	1
226	299	29	1
239	299	29	2
252	299	29	1
226	300	29	1
223	301	29	2
228	253	30	1
215	254	30	1
230	254	30	1
231	254	30	1
236	254	30	1
191	255	30	1
236	255	30	1
229	256	30	1
190	257	30	1
203	257	30	2
237	257	30	2
176	258	30	1
181	258	30	2
186	258	30	1
229	258	30	1
236	258	30	1
195	259	30	1
209	259	30	1
210	259	30	1
216	259	30	2
218	259	30	1
220	259	30	1
222	259	30	1
229	259	30	1
186	260	30	1
184	261	30	1
187	261	30	2
216	261	30	1
217	261	30	1
236	261	30	1
239	261	30	1
249	261	30	1
186	262	30	3
216	262	30	2
225	262	30	1
226	262	30	2
233	262	30	1
240	262	30	2
188	263	30	1
193	263	30	1
216	263	30	1
227	263	30	1
233	263	30	1
240	263	30	1
186	264	30	1
194	264	30	1
195	264	30	1
230	264	30	2
233	264	30	3
239	264	30	1
240	264	30	1
249	264	30	1
250	264	30	2
197	265	30	2
200	265	30	1
213	265	30	1
214	265	30	2
217	265	30	1
229	265	30	1
230	265	30	2
232	265	30	1
235	265	30	1
248	265	30	1
212	266	30	1
228	266	30	1
229	266	30	1
238	266	30	1
247	266	30	1
182	267	30	1
183	267	30	2
193	267	30	1
194	267	30	1
209	267	30	2
219	267	30	1
241	267	30	3
245	267	30	1
247	267	30	1
250	267	30	1
191	268	30	1
205	268	30	1
214	268	30	1
223	268	30	1
178	269	30	1
196	269	30	1
197	269	30	1
211	269	30	1
213	269	30	1
214	269	30	1
239	269	30	1
248	269	30	1
250	269	30	1
195	270	30	1
196	270	30	1
197	270	30	1
215	270	30	2
223	270	30	1
232	270	30	1
235	270	30	1
245	270	30	1
181	271	30	1
207	271	30	1
208	271	30	1
180	272	30	1
181	272	30	1
224	272	30	1
239	272	30	1
240	272	30	1
247	272	30	1
181	273	30	1
183	273	30	1
210	273	30	1
213	273	30	1
227	273	30	1
233	273	30	2
235	273	30	1
241	273	30	1
246	273	30	1
177	274	30	1
182	274	30	2
183	274	30	1
203	274	30	1
212	274	30	1
241	274	30	2
183	275	30	2
203	275	30	3
211	275	30	2
212	275	30	2
233	275	30	1
236	275	30	1
237	275	30	1
238	275	30	1
244	275	30	1
186	276	30	1
236	276	30	1
238	276	30	1
239	276	30	1
241	276	30	1
243	276	30	1
250	276	30	1
253	276	30	1
232	277	30	1
237	277	30	1
239	277	30	1
190	278	30	1
205	278	30	1
235	278	30	1
238	278	30	1
247	278	30	1
249	278	30	2
253	278	30	2
221	279	30	1
243	279	30	1
176	280	30	2
235	280	30	1
236	280	30	1
241	280	30	1
254	280	30	1
235	281	30	1
243	281	30	1
246	281	30	1
249	281	30	1
252	281	30	1
254	281	30	2
172	282	30	1
174	282	30	2
177	282	30	1
181	282	30	1
220	282	30	1
223	282	30	1
229	282	30	1
235	282	30	1
239	282	30	1
240	282	30	1
241	282	30	1
244	282	30	1
245	282	30	1
251	282	30	1
252	282	30	1
256	282	30	1
222	283	30	1
234	283	30	1
244	283	30	1
249	283	30	1
250	283	30	1
252	283	30	1
254	283	30	1
181	284	30	1
225	284	30	1
226	284	30	1
241.666666666667	284.666666666667	31	1
243	284	30	1
244	284	30	1
251	284	30	1
254	284	30	2
222.5	285.5	30.5	1
227	285	30	1
229	285	30	1
234	285	30	1
236	285	30	1
251	285	30	2
252	285	30	1
206	286	30	1
223	286	30	1
225	286	30	1
226	286	30	1
228	286	30	1
240	286	30	1
249	286	30	2
251	286	30	1
207	287	30	1
225	287	30	1
228	287	30	1
237	287.5	30.5	1
238.5	287.5	30.5	1
250	287	30	1
251	287	30	1
199	288	30	2
223	288	30	1
225	288	30	1
226	288	30	1
228	288	30	1
238	288	30	1
239	288	30	1
241	288	30	1
243	288	30	1
253	288	30	1
223	289	30	1
245	289	30	1
220	290	30	1
222	290	30	1
232	290	30	1
235	290	30	1
240	290	30	1
197	291	30	1
222	291	30	1
225	291	30	1
235	291	30	1
237	291	30	1
238	291	30	1
241	291	30	1
242	291	30	1
248	291	30	1
250	291	30	1
194	292	30	1
203	292	30	2
229	292	30	1
231	292	30	2
232	292	30	1
236	292	30	2
246	292	30	1
249	292	30	1
257	292	30	1
229	293	30	1
240	293	30	1
241	293	30	1
243	293	30	1
226	294	30	1
236	294	30	1
238	294	30	1
245	294	30	1
251	294	30	1
252	294	30	1
258	294	30	1
218	295	30	1
222	295	30	1
225	295	30	1
228	295	30	1
253	295	30	1
257	295	30	1
220	296	30	1
226	296	30	1
234	296	30	1
242	296	30	1
244	296	30	1
246	296	30	1
253	296	30	1
223	297	30	1
239	297	30	1
243	297	30	1
215	298	30	1
221	298	30	1
226	298	30	1
229	298	30	1
232	298	30	1
235	298	30	1
240	298	30	1
245	298	30	1
247	298	30	1
251	298	30	1
215	299	30	2
225	299	30	1
227	299	30	1
240	299	30	1
214	300	30	1
222	300	30	1
223	300	30	2
225	300	30	1
251	300	30	1
223	301	30	1
224	301	30	2
245	301	30	1
249	301	30	1
223	302	30	2
229	302	30	2
238	302	30	1
242	302	30	1
247	302	30	1
248	302	30	1
238	303	30	1
239	303	30	1
243	303	30	1
244	303	30	1
236	304	30	1
238	305	30	1
240	305	30	2
242	305	30	1
224	250	31	1
235	250	31	1
229	251	31	1
229	252	31	1
215	253	31	1
217	253	31	1
224	253	31	1
238	253	31	1
235	254	31	1
226	255	31	1
230	255	31	1
235	255	31	1
215	256	31	1
230	257	31	1
236	257	31	1
188	258	31	1
205	258	31	2
215	258	31	1
216	258	31	2
231	258	31	1
237	258	31	2
239	258	31	1
240	258	31	1
209	259	31	1
216	259	31	1
218	259	31	1
231	259	31	1
188	260	31	1
212	260	31	1
216	260	31	1
218	260	31	1
220	260	31	1
227	260	31	1
228	260	31	1
234	260	31	1
238	260	31	1
246	260	31	1
188	261	31	1
193	261	31	3
195	261	31	1
208	261	31	1
213	261	31	1
234	261	31	1
193	262	31	1
207	262	31	1
211	262	31	1
221	262	31	1
223	262	31	1
225	262	31	2
233	262	31	1
242	262	31	2
246	262	31	1
186	263	31	1
197	263	31	1
216	263	31	1
218	263	31	1
227	263	31	1
235	263	31	1
240	263	31	1
245	263	31	1
188	264	31	1
190	264	31	1
199	264	31	2
217	264	31	1
221	264	31	1
222	264	31	1
226	264	31	3
228	264	31	1
232	264	31	2
239	264	31	1
246	264	31	1
185	265	31	1
196	265	31	1
205	265	31	1
213	265	31	2
236	265	31	1
239	265	31	1
240	265	31	1
245	265	31	1
249	265	31	1
187	266	31	1
189	266	31	1
191	266	31	2
197	266	31	1
213	266	31	1
217	266	31	1
229	266	31	2
232	266	31	3
233	266	31	1
241	266	31	1
244	266	31	1
247	266	31	1
182	267	31	1
219	267	31	1
229	267	31	1
238	267	31	1
245	267	31	1
188	268	31	1
210	268	31	1
224	268	31	1
231	268	31	2
240	268	31	1
241	268	31	2
242	268	31	1
243	268	31	1
244	268	31	1
188	269	31	1
194	269	31	2
206	269	31	1
248	269	31	1
173	270	31	1
178	270	31	1
180	270	31	1
186	270	31	1
196	270	31	2
242	270	31	1
244	270	31	1
247	270	31	1
171	271	31	1
174	271	31	1
184	271	31	1
185	271	31	1
214	271	31	2
215	271	31	2
217	271	31	1
225	271	31	1
231	271	31	1
233	271	31	1
235	271	31	1
245	271	31	1
199	272	31	1
206	272	31	1
208	272	31	1
210	272	31	1
212	272	31	3
216	272	31	1
226	272	31	2
227	272	31	1
232	272	31	2
235	272	31	1
241	272	31	1
243	272	31	1
250	272	31	1
176	273	31	1
183	273	31	1
207	273	31	1
211	273	31	1
212	273	31	1
229	273	31	1
234	273	31	2
250	273	31	1
185	274	31	1
205	274	31	2
210	274	31	1
232	274	31	1
241	274	31	1
184	275	31	1
201	275	31	1
243	275	31	1
181	276	31	1
226	276	31	1
243	276	31	1
174	277	31	1
240	277	31	1
207	278	31	1
240	278	31	1
244	278	31	1
245	278	31	1
180	279	31	1
205	279	31	1
216	279	31	1
219	279	31	1
245	279	31	1
246	279	31	1
249	279	31	1
175	280	31	1
205	280	31	1
208	280	31	1
220	280	31	2
221	280	31	1
232	280	31	1
236	280	31	1
237	280	31	1
238	280	31	1
247	280	31	1
176	281	31	1
184	281	31	1
206	281	31	1
223	281	31	1
234	281	31	1
239	281	31	1
243	281	31	2
178	282	31	1
179	282	31	1
180	282	31	1
231	282	31	1
233	282	31	1
235	282	31	1
249	282	31	2
181	283	31	1
208	283	31	1
221	283	31	1
232	283	31	1
236	283	31	1
252	283	31	1
209	284	31	1
212	284	31	1
220	284	31	3
222	284	31	1
235	284	31	1
238	284	31	1
243	284	31	2
248	284	31	1
249	284	31	1
254	284	31	1
256	284	31	1
222	285	31	1
223	285	31	1
231	285	31	1
233	285	31	1
243	285	31	1
248	285	31	1
225	286	31	1
227	286	31	1
229	286	31	1
246	286	31	1
219	287	31	1
220	287	31	1
225	287	31	1
227	287	31	1
236	287	31	1
238	287	31	1
241	287	31	2
243	287	31	1
252	287	31	1
226	288	31	1
240.5	288.5	31.5	1
242	288	31	1
245	288	31	1
247	288	31	1
251	288	31	1
253	288	31	1
221	289	31	1
227	289	31	1
232	289	31	1
237	289	31	1
238	289	31	1
250	289	31	1
254	289	31	1
225	290	31	3
230	290	31	2
234	290	31	1
240	290	31	1
242	290	31	2
248	290	31	1
228	291	31	1
242	291	31	1
198	292	31	1
199	292	31	1
230	292	31	1
247	292	31	1
257	292	31	1
222	293	31	1
225	293	31	1
234	293	31	1
237	293	31	1
253	293	31	1
198	294	31	1
202	294	31	1
232	294	31	2
233	294	31	2
237	294	31	1
241	294	31	1
252	294	31	1
253	294	31	1
220	295	31	1
221	295	31	2
223	295	31	1
228	295	31	1
234	295	31	1
240	295	31	2
243	295	31	1
247	295	31	1
250	295	31	1
252	295	31	1
197	296	31	1
215	296	31	1
222	296	31	1
229	296	31	1
240	296	31	1
245	296	31	1
248	296	31	1
221	297	31	1
223	297	31	1
224	297	31	2
225	297	31	1
242	297	31	1
243	297	31	1
229	298	31	1
239	298	31	1
247	298	31	1
253	298	31	1
224	299	31	1
230	299	31	1
233	299	31	2
237	299	31	1
240	299	31	1
245	299	31	1
246	299	31	1
247	299	31	1
218	300	31	1
223	300	31	1
224	300	31	2
226	300	31	1
227	300	31	1
228	300	31	3
236	300	31	1
244	300	31	1
216	301	31	1
221	301	31	1
237	301	31	1
246	301	31	1
248	301	31	1
249	301	31	2
229	302	31	1
240	302	31	1
223	303	31	2
234	303	31	1
235	303	31	1
236	303	31	1
242	303	31	1
245	303	31	1
223	305	31	1
225	305	31	1
234	305	31	1
234	307	31	1
215	251	32	1
227	251	32	1
228	251	32	1
216	252	32	1
214	253	32	2
224	253	32	1
231	253	32	1
216	254	32	1
238	254	32	1
216	255	32	1
221	255	32	1
226	255	32	1
235	255	32	1
236	255	32	1
237	255	32	1
238	255	32	1
215	256	32	1
236	256	32	1
242	256	32	2
208	257	32	2
219	257	32	1
240	257	32	1
182	258	32	1
190	258	32	1
216	258	32	1
219	258	32	1
191	259	32	1
209	259	32	1
213	259	32	1
215	259	32	2
219	259	32	1
220	259	32	1
222	259	32	1
244	259	32	2
192	260	32	1
203	260	32	1
216	260	32	1
222	260	32	1
230	260	32	1
238	260	32	1
240	260	32	1
243	260	32	1
244	260	32	1
246	260	32	1
186	261	32	2
195	261	32	2
216	261	32	1
219	261	32	1
224	261	32	2
229	261	32	2
244	261	32	1
245	261	32	1
216	262	32	1
221	262.666666666667	33	1
225	262	32	1
227	262	32	1
249	262	32	1
184	263	32	1
220	263	32	1
227	263	32	1
228	263	32	1
245	263	32	1
247	263	32	2
189	264	32	1
194	264	32	2
202	264	32	1
210	264	32	1
214	264	32	1
222	264	32	1
224	264	32	2
232	264	32	1
233	264	32	1
240	264	32	1
244	264	32	1
245	264	32	1
246	264	32	1
188	265	32	1
189	265	32	1
211	265	32	1
212	265	32	1
215	265	32	1
216	265	32	1
220	265	32	1
224	265	32	1
229	265	32	1
230	265	32	3
243	265	32	2
189	266	32	1
203	266	32	2
213	266	32	1
216	266	32	1
217	266	32	1
218	266	32	1
220	266	32	1
222	266	32	1
229	266	32	1
234	266	32	2
237	266	32	1
239	266	32	1
247	266	32	1
197	267	32	2
211	267	32	1
216	267	32	2
228	267	32	1
229	267	32	1
233	267	32	1
238	267	32	1
240	267	32	1
248	267	32	1
193	268	32	1
195	268	32	2
211	268	32	1
212	268	32	1
214	268	32	1
224	268	32	2
239	268	32	1
247	268	32	1
248	268	32	1
253	268	32	2
176	269	32	1
180	269	32	1
184	269	32	1
186	269	32	2
187	269	32	1
218	269	32	1
228	269	32	1
241	269	32	2
244	269	32	1
246	269	32	1
251	269	32	1
181	270	32	2
195	270	32	1
197	270	32	1
216	270	32	1
222	270	32	2
227	270	32	1
239	270	32	1
241	270	32	1
247	270	32	1
175	271	32	1
180	271	32	1
182	271	32	1
196	271	32	1
202	271	32	1
208	271	32	1
233	271	32	1
234	271	32	1
237	271	32	1
239	271	32	1
249	271	32	1
173	272	32	1
175	272	32	1
176	272	32	1
185	272	32	1
200	272	32	3
203	272	32	1
205	272	32	2
225	272	32	1
234	272	32	1
243	272	32	1
245	272	32	1
251	272	32	1
252	272	32	1
181	273	32	2
185	273	32	1
212	273	32	1
215	273	32	1
235	273	32	3
245	273	32	1
246	273	32	1
181	274	32	1
182	274	32	1
185	274	32	1
202	274	32	1
204	274	32	1
215	274	32	1
233	274	32	1
235	274	32	2
237	274	32	1
240	274	32	2
246	274	32	1
252	274	32	2
181	275	32	2
203	275	32	2
208	275	32	1
211	275	32	1
212	275	32	1
213	275	32	1
236	275	32	1
240	275	32	1
184	276	32	1
203	276	32	1
235	276	32	1
239	276	32	1
242	276	32	1
243	276	32	1
174	277	32	1
175	277	32	1
237	277	32	1
239	277	32	1
249	277	32	1
254	277	32	1
175	278	32	1
176	278	32	3
236	278	32	1
238	278	32	1
239	278	32	1
244	278	32	2
246	278	32	3
255	278	32	1
175	279	32	1
179	279	32	1
214	279	32	1
236	279	32	1
245	279	32	1
247	279	32	1
250	279	32	1
177	280	32	1
208	280	32	2
217	280	32	1
173	281	32	1
175	281	32	1
181	281	32	1
223	281	32	1
226	281	32	1
236	281	32	1
240	281	32	1
175	282	32	1
179	282	32	1
182	282	32	1
188	282	32	1
221	282	32	1
226	282	32	1
240	282	32	1
247	282	32	1
250	282	32	2
207	283	32	1
208	283	32	1
224	283	32	1
237	283	32	1
242	283	32	1
245	283	32	1
177	284	32	1
208	284	32	2
209	284	32	1
226	284	32	1
242	284	32	1
245	284	32	1
247	284	32	2
254	284	32	1
257	284	32	1
180	285	32	1
204	285	32	1
221	285	32	1
222	285	32	1
230	285	32	1
231	285	32	1
234	285	32	1
238	285	32	1
245	285	32	1
246	285	32	2
252	285	32	1
175	286	32	1
206	286	32	1
234	286	32	1
242	286	32	1
246	286	32	1
247	286	32	1
176	287	32	1
207	287	32	1
220	287	32	1
236.5	287.5	32.5	1
238	287	32	1
240	287	32	1
243	287	32	1
250	287	32	1
201	288	32	1
221	288	32	1
222	288	32	2
226	288	32	1
229	288	32	1
232	288	32	1
240	288	32	1
242	288	32	1
253	288	32	3
230	289	32	1
231	289	32	1
243	289	32	1
248	289	32	1
199	290	32	3
224	290	32	2
226	290	32	1
239	290	32	1
253	290	32	1
197	291	32	1
200	291	32	1
224	291	32	1
226	291	32	1
231	291	32	1
233.333333333333	291.333333333333	33	2
239	291	32	1
241	291	32	1
242	291	32	1
246	291	32	1
197	292	32	1
199	292	32	2
218	292	32	2
224	292	32	1
238	292	32	1
249	292	32	1
252	292	32	2
255	292	32	1
222	293	32	1
224	293	32	1
225	293	32	1
227	293	32	1
230	293	32	2
232	293	32	1
241	293	32	1
244	293	32	1
245	293	32	1
253	293	32	3
180	294	32	1
204	294	32	1
223	294	32	1
230	294	32	1
238	294	32	1
244	294	32	1
246	294	32	2
247	294	32	1
251	294	32	1
252	294	32	1
253	294	32	2
200	295	32	1
226	295	32	1
229	295	32	1
230	295	32	1
231	295	32	1
240	295	32	1
197	296	32	1
225	296	32	1
226	296	32	1
231	296	32	1
234	296	32	1
237	296	32	1
245	296	32	1
247	296	32	1
249	296	32	1
251	296	32	1
252	296	32	2
199	297	32	1
219	297	32	1
230	297	32	2
233	297	32	2
236	297	32	1
237	297	32	2
243	297	32	1
247	297	32	1
249	297	32	1
195	298	32	1
197	298	32	1
199	298	32	1
223	298	32	1
227	298	32	1
228	298	32	1
230	298	32	1
236	298	32	1
237	298	32	2
244	298	32	2
246	298	32	1
197	299	32	1
228	299	32	1
235	299	32	2
241	299	32	1
245	299	32	1
249	299	32	1
228	300	32	1
232	300	32	1
237	300	32	1
239	300	32	1
244	300	32	1
246	300	32	1
223	301	32	1
224	301	32	2
232	301	32	1
237	301	32	1
239	301	32	2
243	301	32	1
246	301	32	1
248	301	32	1
249	301	32	1
223	302	32	1
230	302	32	1
243	302	32	2
225	303	32	1
242	303	32	2
231	304	32	1
236	304	32	1
239	304	32	1
243	304	32	1
244	304	32	1
235	305	32	1
238	305	32	1
221	308	32	2
223	308	32	1
225	308	32	1
235	308	32	2
228	309	32	1
235	309	32	1
229	310	32	1
231	310	32	1
228	250	33	1
227	251	33	1
229	252	33	1
221	253	33	1
241	253	33	1
223	254	33	1
227	254	33	2
235	254	33	1
236	254	33	1
239	254	33	1
217	255	33	2
223	255	33	1
235	255	33	1
221	256	33	1
232	256	33	1
215	257	33	1
216	257	33	1
218	257	33	1
221	257	33	1
215	258	33	1
