x	y	z	Glycolysis
232	268	35	3
233	268	35	1
240	268	35	1
242	268	35	1
243	268	35	2
249	268	35	1
250	268	35	1
252	268	35	1
174	269	35	1
178	269	35	1
186	269	35	2
188	269	35	3
191	269	35	1
193	269	35	2
194	269	35	1
197	269	35	1
201	269	35	1
202	269	35	2
212	269	35	1
213	269	35	1
214	269	35	1
218	269	35	2
222	269	35	1
239	269	35	1
240	269	35	1
245	269	35	1
246	269	35	3
247	269	35	1
250	269	35	1
173	270	35	1
176	270	35	1
178	270	35	2
186	270	35	1
187	270	35	2
189	270	35	1
190	270	35	1
191	270	35	1
195	270	35	1
196	270	35	1
199	270	35	1
206	270	35	2
213	270	35	1
216	270	35	2
218	270	35	1
221	270	35	2
223	270	35	1
227	270	35	2
231	270	35	1
235	270	35	1
236	270	35	2
237	270	35	1
238	270	35	2
239	270	35	1
241	270	35	1
248	270	35	2
173	271	35	1
176	271	35	1
177	271	35	1
178	271	35	1
179	271	35	1
180	271	35	1
183	271	35	2
186	271	35	1
187	271	35	2
188	271	35	2
192	271	35	1
194	271	35	2
199	271	35	2
209	271	35	2
210	271	35	1
213	271	35	2
214	271	35	1
218	271	35	1
219	271	35	1
228	271	35	2
231	271	35	1
235	271	35	1
237	271	35	2
240	271	35	1
247	271	35	2
248	271	35	1
173	272	35	2
176	272	35	1
178	272	35	1
179	272	35	1
180	272	35	2
184	272	35	3
190	272	35	2
192	272	35	1
193	272	35	1
201	272	35	1
207	272	35	1
209	272	35	2
213	272	35	2
216	272	35	1
217	272	35	3
219	272	35	1
222	272	35	3
232	272	35	1
233	272	35	1
235	272	35	1
239	272	35	1
173	273	35	1
179	273	35	1
181	273	35	2
183	273	35	1
185	273	35	1
204	273	35	1
205	273	35	1
206	273	35	1
209	273	35	1
212	273	35	2
216	273	35	2
217	273	35	1
227	273	35	1
228	273	35	1
230	273	35	2
235	273	35	1
241	273	35	1
242	273	35	1
173	274	35	1
176	274	35	1
178	274	35	1
179	274	35	1
181	274	35	2
182	274	35	1
186	274	35	1
196	274	35	2
202	274	35	2
204	274	35	1
210	274	35	1
211	274	35	2
215	274	35	2
223	274	35	1
228	274	35	1
234	274	35	1
235	274	35	2
238	274	35	1
239	274	35	1
241	274	35	1
242	274	35	2
243	274	35	2
244	274	35	2
245	274	35	1
176	275	35	1
178	275	35	4
200	275	35	2
203	275	35	1
212	275	35	1
214	275	35	1
220	275	35	1
237	275	35	1
238	275	35	2
239	275	35	1
245	275	35	1
177	276	35	1
178	276	35	1
186	276	35	2
187	276	35	1
202	276	35	2
204	276	35	2
206	276	35	2
210	276	35	2
211	276	35	1
217	276	35	2
221	276	35	1
232	276	35	1
239	276	35	1
240	276	35	1
243	276	35	1
173	277	35	1
176	277	35	2
178	277	35	1
182	277	35	2
183	277	35	1
185	277	35	1
187	277	35	2
208	277	35	1
210	277	35	1
215	277	35	3
220	277	35	1
224	277	35	2
230	277	35	1
232	277	35	1
238	277	35	1
242	277	35	2
244	277	35	2
171	278	35	1
174	278	35	4
187	278	35	3
188	278	35	2
202	278	35	1
205	278	35	1
210	278	35	1
213	278	35	1
216	278	35	1
221	278	35	1
222	278	35	1
223	278	35	2
230	278	35	1
234	278	35	3
238	278	35	1
243	278	35	2
245	278	35	1
247	278	35	2
193	279	35	1
194	279	35	1
195	279	35	1
203	279	35	4
204	279	35	3
205	279	35	1
206	279	35	1
207	279	35	1
209	279	35	1
210	279	35	2
217	279	35	3
227	279	35	1
232	279	35	1
233	279	35	1
236	279	35	1
237	279	35	1
241	279	35	1
245	279	35	1
174	280	35	1
177	280	35	2
179	280	35	1
180	280	35	2
189	280	35	2
190	280	35	3
191	280	35	1
194	280	35	1
203	280	35	1
206	280	35	3
207	280	35	1
210	280	35	1
211	280	35	1
212	280	35	1
214	280	35	1
215	280	35	2
217	280	35	1
219	280	35	1
221	280	35	1
224	280	35	1
232	280	35	1
234	280	35	1
245	280	35	1
173	281	35	1
174	281	35	1
179	281	35	1
204	281	35	1
206	281	35	2
207	281	35	2
208	281	35	1
212	281	35	1
213	281	35	1
216	281	35	1
219	281	35	1
224	281	35	1
226	281	35	1
230	281	35	1
240	281	35	1
244	281	35	1
248	281	35	2
179	282	35	1
189	282	35	2
202	282	35	2
203	282	35	2
213	282	35	3
215	282	35	2
216	282	35	2
218	282	35	2
219	282	35	1
221	282	35	1
223	282	35	1
225	282	35	1
226	282	35	1
229	282	35	2
232	282	35	1
245	282	35	1
181	283	35	1
187	283	35	2
188	283	35	1
189	283	35	2
191	283	35	1
203	283	35	2
207	283	35	1
208	283	35	2
209	283	35	1
210	283	35	2
214	283	35	1
215	283	35	1
216	283	35	1
220	283	35	1
221	283	35	1
222	283	35	3
227	283	35	1
228	283	35	1
233	283	35	1
238	283	35	1
243	283	35	1
247	283	35	2
250	283	35	1
176	284	35	1
185	284	35	1
186	284	35	3
187	284	35	1
200	284	35	1
204	284	35	1
205	284	35	2
206	284	35	2
208	284	35	1
209	284	35	2
214	284	35	1
216	284	35	1
219	284	35	1
220	284	35	2
224	284	35	2
230	284	35	1
233	284	35	2
237	284	35	1
238	284	35	1
242	284	35	2
243	284	35	1
244	284	35	1
245	284	35	1
247	284	35	1
249	284	35	4
177	285	35	1
180	285	35	1
182	285	35	3
185	285	35	1
187	285	35	1
188	285	35	1
189	285	35	2
200	285	35	1
201	285	35	1
203	285	35	3
205	285	35	1
206	285	35	1
209	285	35	2
218	285	35	1
221	285	35	1
225	285	35	3
229	285	35	2
231	285	35	1
236	285	35	1
241	285	35	1
242	285	35	2
243	285	35	1
246	285	35	1
248	285	35	2
250	285	35	2
175	286	35	1
181	286	35	1
186	286	35	1
196	286	35	1
201	286	35	3
202	286	35	1
204	286	35	1
208	286	35	1
209	286	35	2
211	286	35	1
215	286	35	2
216	286	35	1
219	286	35	3
220	286	35	1
224	286	35	1
227	286	35	2
229	286	35	1
233	286	35	1
236	286	35	1
244	286	35	1
248	286	35	2
249	286	35	1
174	287	35	1
175	287	35	1
182	287	35	1
185	287	35	2
186	287	35	1
187	287	35	1
188	287	35	2
189	287	35	1
190	287	35	3
194	287	35	1
202	287	35	1
203	287	35	1
204	287	35	1
208	287	35	1
219	287	35	1
221	287	35	1
225	287	35	1
226	287	35	2
229	287	35	1
233	287	35	1
236	287	35	1
237	287	35	1
242	287	35	2
244	287	35	1
246	287	35	2
247	287	35	1
183	288	35	1
187	288	35	1
189	288	35	2
190	288	35	1
192	288	35	2
194	288	35	1
195	288	35	1
199	288	35	2
200	288	35	1
201	288	35	2
204	288	35	1
218	288	35	1
220	288	35	1
221	288	35	1
222	288	35	1
224	288	35	1
232	288	35	1
236	288	35	1
237	288	35	2
239	288	35	2
242	288	35	1
245	288	35	1
246	288	35	3
187	289	35	1
188	289	35	1
193	289	35	1
195	289	35	1
199	289	35	1
200	289	35	1
207	289	35	1
222	289	35	1
226	289	35	1
230	289	35	1
235	289	35	1
238	289	35	1
241	289	35	3
245	289	35	1
246	289	35	4
247	289	35	1
185	290	35	5
186	290	35	1
187	290	35	1
190	290	35	1
197	290	35	1
198	290	35	1
199	290	35	1
200	290	35	2
201	290	35	2
204	290	35	1
206	290	35	1
220	290	35	1
222	290	35	2
227	290	35	2
231	290	35	1
232	290	35	1
235	290	35	1
238	290	35	1
241	290	35	1
242	290	35	3
243	290	35	1
244	290	35	1
176	291	35	1
183	291	35	1
191	291	35	1
194	291	35	2
199	291	35	1
200	291	35	2
202	291	35	1
205	291	35	1
216	291	35	1
222	291	35	3
223	291	35	2
225	291	35	2
226	291	35	1
231	291	35	1
234	291	35	2
236	291	35	2
242	291	35	1
186	292	35	1
193	292	35	1
198	292	35	2
199	292	35	1
201	292	35	3
203	292	35	1
222	292	35	3
228	292	35	2
231	292	35	3
243	292	35	2
245	292	35	1
247	292	35	2
250	292	35	1
185	293	35	1
203	293	35	1
218	293	35	1
222	293	35	1
223	293	35	2
225	293	35	2
227	293	35	3
231	293	35	1
233	293	35	3
234	293	35	1
235	293	35	1
236	293	35	1
242	293	35	1
246	293	35	2
185	294	35	1
197	294	35	2
201	294	35	1
221	294	35	1
224	294	35	1
226	294	35	2
228	294	35	1
236	294	35	2
237	294	35	1
241	294	35	2
244	294	35	1
245	294	35	1
181	295	35	2
193	295	35	1
194	295	35	2
197	295	35	1
202	295	35	1
204	295	35	1
218	295	35	1
223	295	35	1
225	295	35	1
226	295	35	1
227	295	35	2
228	295	35	1
240	295	35	1
241	295	35	1
244	295	35	2
245	295	35	2
247	295	35	1
181	296	35	1
182	296	35	1
193	296	35	1
195	296	35	1
196	296	35	1
197	296	35	1
200	296	35	1
201	296	35	1
202	296	35	2
203	296	35	1
204	296	35	2
205	296	35	2
217	296	35	1
220	296	35	1
221	296	35	1
223	296	35	1
228	296	35	3
229	296	35	2
236	296	35	1
237	296	35	3
238	296	35	1
241	296	35	1
242	296	35	2
243	296	35	1
245	296	35	1
194	297	35	2
196	297	35	3
197	297	35	1
202	297	35	1
222	297	35	2
226	297	35	1
227	297	35	1
229	297	35	1
232	297	35	1
235	297	35	1
237	297	35	1
238	297	35	3
247	297	35	2
248	297	35	2
181	298	35	1
191	298	35	1
196	298	35	1
219	298	35	1
220	298	35	3
244	298	35	2
195	299	35	2
199	299	35	1
200	299	35	1
202	299	35	1
236	299	35	2
241	299	35	1
195	300	35	1
197	300	35	1
225	300	35	1
227	300	35	1
228	300	35	1
229	300	35	1
237	300	35	1
239	300	35	1
242	300	35	1
196	301	35	1
198	301	35	2
224	301	35	1
227	301	35	1
228	301	35	3
233	301	35	1
235	301	35	2
236	301	35	1
237	301	35	1
239	301	35	2
240	301	35	1
241	301	35	1
243	301	35	2
244	301	35	2
199	302	35	1
200	302	35	1
223	302	35	1
224	302	35	3
226	302	35	2
231	302	35	1
233	302	35	1
234	302	35	1
236	302	35	1
240	302	35	1
242	302	35	1
199	303	35	2
223	303	35	1
226	303	35	1
227	303	35	2
229	303	35	1
231	303	35	2
236	303	35	1
243	303	35	1
244	303	35	2
191	304	35	1
207	304	35	1
221	304	35	1
225	304	35	1
226	304	35	2
228	304	35	1
232	304	35	3
234	304	35	1
239	304	35	1
240	304	35	2
195	305	35	2
227	305	35	5
229	305	35	1
235	305	35	1
237	305	35	2
238	305	35	1
240	305	35	1
204	306	35	3
220	306	35	2
222	306	35	1
223	306	35	2
224	306	35	2
230	306	35	2
240	306	35	1
195	307	35	1
198	307	35	4
221	307	35	2
222	307	35	4
224	307	35	1
225	307	35	1
227	307	35	1
233	307	35	1
234	307	35	1
235	307	35	3
242	307	35	1
206	308	35	2
220	308	35	2
221	308	35	1
222	308	35	2
227	308	35	2
236	308	35	2
237	308	35	1
240	308	35	1
222	309	35	1
223	309	35	1
229	309	35	1
235	309	35	3
237	309	35	1
238	309	35	1
240	309	35	1
218	310	35	1
220	310	35	1
221	310	35	2
225	310	35	2
227	310	35	1
230	310	35	2
231	310	35	2
232	310	35	1
234	310	35	1
235	310	35	2
215	311	35	1
216	311	35	1
220	311	35	1
221	311	35	1
223	311	35	2
228	311	35	1
229	311	35	2
230	311	35	1
234	311	35	3
238	311	35	1
241	311	35	2
213	312	35	1
232	312	35	1
237	312	35	1
242	312	35	1
226	313	35	2
228	313	35	1
229	313	35	2
234	313	35	2
235	313	35	1
236	313	35	1
238	313	35	2
225	314	35	1
227	314	35	1
228	314	35	1
230	314	35	3
232	314	35	1
234	314	35	1
237	314	35	2
230	315	35	1
235	315	35	2
236	315	35	2
237	315	35	1
238	315	35	1
240	315	35	1
232	316	35	1
230	317	35	2
234	317	35	2
239	317	35	1
212	318	35	1
233	318	35	1
236	318	35	2
237	318	35	1
238	318	35	2
232	319	35	1
233	319	35	2
224	253	36	1
224	255	36	1
226	255	36	2
219	256	36	1
223	256	36	1
225	256	36	1
226	256	36	1
225	257	36	1
220	258	36	2
221	258	36	2
224	258	36	1
225	258	36	1
226	258	36	1
227	258	36	4
228	258	36	1
231	258	36	1
232	258	36	1
218	259	36	1
219	259	36	1
221	259	36	1
223	259	36	1
224	259	36	1
230	259	36	1
232	259	36	2
233	259	36	1
212	260	36	1
216	260	36	2
225	260	36	2
226	260	36	3
228	260	36	2
232	260	36	2
235	260	36	2
238	260	36	1
211	261	36	1
218	261	36	1
220	261	36	1
224	261	36	2
226	261	36	1
227	261	36	1
232	261	36	1
234	261	36	2
238	261	36	1
190	262	36	2
214	262	36	2
217	262	36	1
219	262	36	1
222	262	36	2
223	262	36	1
224	262	36	1
227	262	36	2
228	262	36	2
229	262	36	3
232	262	36	1
238	262	36	2
242	262	36	1
244	262	36	2
191	263	36	3
210	263	36	1
221	263	36	2
222	263	36	2
227	263	36	1
234	263	36	2
237	263	36	2
240	263	36	1
244	263	36	1
186	264	36	1
188	264	36	1
191	264	36	1
215	264	36	3
216	264	36	1
217	264	36	1
218	264	36	1
223	264	36	1
226	264	36	1
230	264	36	1
231	264	36	3
232	264	36	1
233	264	36	1
239	264	36	1
240	264	36	3
242	264	36	1
250	264	36	2
185	265	36	1
191	265	36	1
207	265	36	1
208	265	36	1
215	265	36	1
226	265	36	2
230	265	36	1
233	265	36	3
234	265	36	1
237	265	36	1
243	265	36	4
246	265	36	1
247	265	36	1
248	265	36	1
186	266	36	2
188	266	36	1
189	266	36	1
191	266	36	2
193	266	36	3
195	266	36	2
208	266	36	1
216	266	36	3
226	266	36	1
229	266	36	1
232	266	36	1
234	266	36	1
235	266	36	1
189	267	36	1
194	267	36	1
195	267	36	1
208	267	36	2
210	267	36	1
211	267	36	2
214	267	36	1
216	267	36	1
218	267	36	1
219	267	36	2
221	267	36	1
229	267	36	1
236	267	36	1
239	267	36	1
249	267	36	1
188	268	36	1
189	268	36	1
194	268	36	1
196	268	36	1
206	268	36	1
209	268	36	1
210	268	36	1
211	268	36	1
214	268	36	1
219	268	36	2
222	268	36	1
232	268	36	2
233	268	36	1
234	268	36	3
235	268	36	2
237	268	36	2
238	268	36	1
240	268	36	1
241	268	36	1
243	268	36	1
245	268	36	1
247	268	36	2
250	268	36	2
188	269	36	2
200	269	36	1
208	269	36	1
211	269	36	1
213	269	36	1
214	269	36	1
215	269	36	1
216	269	36	1
218	269	36	1
219	269	36	1
225	269	36	1
233	269	36	1
237	269	36	1
238	269	36	1
249	269	36	1
189	270	36	1
191	270	36	1
193	270	36	1
194	270	36	1
196	270	36	1
198	270	36	1
203	270	36	1
206	270	36	2
213	270	36	3
216	270	36	1
217	270	36	1
220	270	36	1
230	270	36	1
231	270	36	1
232	270	36	1
235	270	36	1
239	270	36	1
240	270	36	2
244	270	36	1
176	271	36	2
181	271	36	1
189	271	36	1
191	271	36	1
198	271	36	1
206	271	36	1
207	271	36	1
212	271	36	1
214	271	36	2
217	271	36	2
218	271	36	3
233	271	36	3
239	271	36	2
175	272	36	1
181	272	36	1
190	272	36	1
203	272	36	1
206	272	36	1
207	272	36	1
208	272	36	1
214	272	36	1
215	272	36	1
218	272	36	2
222	272	36	2
230	272	36	1
231	272	36	1
232	272	36	2
178	273	36	1
186	273	36	2
190	273	36	1
191	273	36	1
205	273	36	1
209	273	36	1
211	273	36	1
212	273	36	1
217	273	36	1
235	273	36	1
236	273	36	2
238	273	36	1
241	273	36	2
179	274	36	2
188	274	36	1
201	274	36	1
203	274	36	1
208	274	36	1
209	274	36	1
213	274	36	2
214	274	36	1
215	274	36	2
220	274	36	1
221	274	36	2
236	274	36	1
239	274	36	1
250	274	36	1
175	275	36	2
205	275	36	1
206	275	36	1
207	275	36	2
210	275	36	1
214	275	36	2
216	275	36	2
231	275	36	1
243	275	36	2
203	276	36	1
211	276	36	1
214	276	36	1
215	276	36	2
216	276	36	1
219	276	36	1
220	276	36	1
237	276	36	1
240	276	36	3
241	276	36	1
175	277	36	1
189	277	36	1
207	277	36	2
209	277	36	1
210	277	36	1
214	277	36	1
215	277	36	1
223	277	36	1
226	277	36	1
234	277	36	3
201	278	36	2
202	278	36	1
204	278	36	1
214	278	36	1
218	278	36	1
219	278	36	1
224	278	36	1
173	279	36	1
187	279	36	2
204	279	36	1
206	279	36	1
209	279	36	2
219	279	36	1
223	279	36	1
174	280	36	1
191	280	36	3
192	280	36	1
193	280	36	1
199	280	36	1
206	280	36	1
208	280	36	1
210	280	36	1
211	280	36	1
213	280	36	1
219	280	36	1
224	280	36	2
226	280	36	2
234	280	36	1
176	281	36	2
187	281	36	1
189	281	36	1
190	281	36	1
191	281	36	1
193	281	36	1
200	281	36	1
208	281	36	3
211	281	36	1
212	281	36	1
217	281	36	1
223	281	36	1
228	281	36	1
229	281	36	2
175	282	36	1
189	282	36	1
191	282	36	3
201	282	36	1
206	282	36	2
226	282	36	1
231	282	36	1
207	283	36	3
214	283	36	2
215	283	36	2
216	283	36	1
219	283	36	1
227	283	36	1
231	283	36	1
240	283	36	1
241	283	36	1
179	284	36	1
187	284	36	1
188	284	36	1
196	284	36	1
199	284	36	1
203	284	36	1
205	284	36	1
208	284	36	1
209	284	36	1
210	284	36	1
213	284	36	1
215	284	36	1
219	284	36	1
224	284	36	1
232	284	36	1
233	284	36	3
240	284	36	1
242	284	36	2
245	284	36	1
191	285	36	1
199	285	36	1
201	285	36	1
205	285	36	2
207	285	36	2
208	285	36	3
224	285	36	1
227	285	36	1
235	285	36	2
236	285	36	2
237	285	36	2
240	285	36	1
241	285	36	1
243	285	36	2
244	285	36	2
247	285	36	1
188	286	36	2
198	286	36	1
200	286	36	4
201	286	36	2
202	286	36	1
205	286	36	1
207	286	36	1
208	286	36	1
211	286	36	2
218	286	36	1
222	286	36	3
224	286	36	1
225	286	36	1
230	286	36	2
231	286	36	1
234	286	36	2
235	286	36	1
236	286	36	2
237	286	36	1
242	286	36	1
244	286	36	1
185	287	36	1
190	287	36	1
191	287	36	1
201	287	36	2
202	287	36	1
204	287	36	2
205	287	36	1
208	287	36	2
219	287	36	2
220	287	36	1
222	287	36	1
224	287	36	1
227	287	36	1
228	287	36	1
229	287	36	1
230	287	36	1
233	287	36	3
238	287	36	1
245	287	36	1
176	288	36	1
185	288	36	1
187	288	36	2
188	288	36	1
194	288	36	1
196	288	36	3
199	288	36	2
204	288	36	1
219	288	36	2
220	288	36	3
233	288	36	1
234	288	36	1
237	288	36	1
239	288	36	1
244	288	36	1
245	288	36	2
195	289	36	1
196	289	36	1
198	289	36	2
203	289	36	1
206	289	36	2
217	289	36	1
219	289	36	2
223	289	36	2
227	289	36	1
230	289	36	2
232	289	36	1
233	289	36	1
234	289	36	1
239	289	36	1
241	289	36	2
187	290	36	1
195	290	36	1
200	290	36	1
204	290	36	3
220	290	36	1
223	290	36	2
226	290	36	1
236	290	36	1
237	290	36	1
239	290	36	1
242	290	36	1
243	290	36	1
247	290	36	1
194	291	36	1
195	291	36	2
196	291	36	3
199	291	36	2
201	291	36	1
204	291	36	2
221	291	36	1
224	291	36	1
231	291	36	1
238	291	36	1
239	291	36	4
241	291	36	1
242	291	36	1
245	291	36	2
174	292	36	2
189	292	36	1
194	292	36	1
204	292	36	1
207	292	36	2
208	292	36	1
221	292	36	2
224	292	36	1
230	292	36	2
231	292	36	1
237	292	36	2
242	292	36	2
245	292	36	1
188	293	36	2
200	293	36	4
222	293	36	1
224	293	36	2
226	293	36	3
227	293	36	1
231	293	36	2
236	293	36	2
237	293	36	2
239	293	36	1
182	294	36	1
188	294	36	1
190	294	36	1
195	294	36	1
198	294	36	1
223	294	36	1
224	294	36	2
225	294	36	2
231	294	36	3
232	294	36	2
233	294	36	1
234	294	36	1
235	294	36	2
237	294	36	1
238	294	36	1
241	294	36	2
243	294	36	1
244	294	36	1
201	295	36	1
202	295	36	1
207	295	36	1
223	295	36	1
225	295	36	1
226	295	36	1
229	295	36	1
230	295	36	1
232	295	36	3
233	295	36	1
235	295	36	1
237	295	36	2
241	295	36	2
242	295	36	1
194	296	36	1
199	296	36	1
200	296	36	2
201	296	36	2
222	296	36	1
227	296	36	1
231	296	36	1
234	296	36	1
236	296	36	2
238	296	36	1
241	296	36	1
204	297	36	1
205	297	36	1
219	297	36	2
227	297	36	1
232	297	36	1
233	297	36	1
199	298	36	1
202	298	36	1
203	298	36	1
205	298	36	1
226	298	36	1
229	298	36	1
233	298	36	1
239	298	36	1
243	298	36	1
200	299	36	2
228	299	36	1
230	299	36	1
232	299	36	1
233	299	36	2
239	299	36	2
240	299	36	2
241	299	36	1
245	299	36	1
230	300	36	1
233	300	36	1
242	300	36	1
244	300	36	1
223	301	36	2
225	301	36	2
227	301	36	3
233	301	36	1
236	301	36	1
243	301	36	1
245	301	36	1
223	302	36	2
225	302	36	2
229	302	36	1
235	302	36	1
237	302	36	1
244	302	36	2
226	303	36	1
227	303	36	1
232	303	36	2
233	303	36	1
234	303	36	2
236	303	36	2
238	303	36	1
245	303	36	1
223	304	36	1
227	304	36	1
230	304	36	1
232	304	36	1
235	304	36	2
225	305	36	3
223	306	36	1
228	306	36	2
235	306	36	1
239	306	36	2
241	306	36	1
242	306	36	1
243	306	36	1
244	306	36	2
222	307	36	1
223	307	36	1
224	307	36	1
241	307	36	2
242	307	36	2
222	308	36	2
227	308	36	1
237	308	36	1
239	308	36	2
243	308	36	1
223	309	36	1
224	309	36	2
227	309	36	1
230	309	36	1
233	309	36	3
234	309	36	1
236	309	36	2
227	310	36	2
231	310	36	1
236	310	36	1
240	310	36	1
213	311	36	1
215	311	36	2
217	311	36	1
221	311	36	1
225	311	36	1
229	311	36	2
230	311	36	2
231	311	36	2
234	311	36	1
238	311	36	1
216	312	36	2
217	312	36	1
221	312	36	1
230	312	36	1
232	312	36	1
233	312	36	1
235	312	36	2
244	312	36	1
216	313	36	1
225	313	36	1
227	313	36	1
229	313	36	2
230	313	36	2
231	313	36	1
236	313	36	2
232	314	36	1
234	314	36	1
235	314	36	2
238	314	36	1
241	314	36	3
242	314	36	1
214	315	36	2
228	315	36	4
233	315	36	1
232	316	36	2
236	316	36	1
235	317	36	1
238	317	36	1
233	318	36	1
237	318	36	1
238	318	36	2
240	318	36	1
232	319	36	1
236	319	36	1
238	319	36	1
239	319	36	1
227	257	37	1
228	257	37	1
228	258	37	1
227	259	37	1
228	260	37	1
226	261	37	1
228	261	37	2
229	261	37	1
224	262	37	1
227	262	37	3
231	263	37	1
209	264	37	1
224	264	37	2
231	264	37	1
238	264	37	1
228	265	37	1
212	266	37	1
215	266	37	1
230	266	37	1
183	267	37	2
188	267	37	1
191	267	37	1
193	267	37	1
210	267	37	2
211	267	37	3
214	267	37	1
219	267	37	2
236	267	37	2
237	267	37	2
241	267	37	2
211	268	37	2
217	268	37	1
236	268	37	1
240	268	37	2
241	268	37	2
193	269	37	1
194	269	37	1
204	269	37	1
216	269	37	1
218	269	37	1
219	269	37	1
188	270	37	1
190	270	37	1
192	270	37	1
196	270	37	1
215	270	37	1
216	270	37	2
217	270	37	1
220	270	37	1
221	270	37	1
232	270	37	2
192	271	37	1
196	271	37	1
207	271	37	1
213	271	37	1
218	271	37	1
220	271	37	2
221	271	37	1
207	272	37	1
213	272	37	1
215	272	37	1
216	272	37	2
209	273	37	2
212	273	37	1
213	273	37	1
214	273	37	1
212	274	37	1
207	275	37	1
212	275	37	1
213	275	37	1
215	275	37	1
216	275	37	2
219	275	37	1
220	275	37	2
207	276	37	1
208	276	37	2
211	276	37	3
214	276	37	3
215	276	37	2
219	276	37	1
188	277	37	2
206	277	37	1
218	277	37	3
181	278	37	1
206	278	37	1
208	278	37	1
212	278	37	1
214	278	37	2
207	279	37	2
210	279	37	1
214	279	37	1
216	279	37	1
217	279	37	2
231	279	37	2
192	280	37	1
212	280	37	1
189	281	37	2
191	281	37	2
210	281	37	2
214	281	37	1
215	281	37	1
223	281	37	1
191	282	37	1
208	282	37	2
213	282	37	1
214	282	37	1
215	282	37	1
223	282	37	1
189	283	37	1
193	283	37	1
204	283	37	2
207	283	37	1
230	283	37	1
195	284	37	1
196	284	37	2
205	284	37	1
206	284	37	1
198	285	37	1
202	285	37	1
204	285	37	1
206	285	37	1
226	285	37	1
233	285	37	2
237	285	37	2
239	285	37	1
241	285	37	1
187	286	37	1
188	286	37	2
189	286	37	1
200	286	37	1
203	286	37	1
204	286	37	1
206	286	37	1
207	286	37	1
215	286	37	1
230	286	37	1
236	286	37	2
239	286	37	2
188	287	37	1
204	287	37	1
207	287	37	1
208	287	37	1
219	287	37	2
230	287	37	1
231	287	37	1
233	287	37	1
237	287	37	1
238	287	37	1
240	287	37	1
186	288	37	1
193	288	37	1
195	288	37	2
196	288	37	1
210	288	37	1
221	288	37	1
232	288	37	1
234	288	37	1
238	288	37	1
240	288	37	2
186	289	37	3
191	289	37	1
200	289	37	2
201	289	37	1
202	289	37	1
203	289	37	2
208	289	37	1
223	289	37	2
224	289	37	2
232	289	37	2
235	289	37	1
237	289	37	1
240	289	37	2
195	290	37	1
200	290	37	2
206	290	37	3
222	290	37	1
230	290	37	1
232	290	37	1
237	290	37	2
242	290	37	1
195	291	37	2
203	291	37	1
204	291	37	1
229	291	37	1
233	291	37	1
235	291	37	1
238	291	37	1
240	291	37	1
203	292	37	1
225	292	37	1
226	292	37	2
231	292	37	1
233	292	37	1
234	292	37	1
235	292	37	1
236	292	37	1
242	292	37	2
190	293	37	1
193	293	37	1
202	293	37	1
223	293	37	2
240	293	37	1
201	294	37	2
204	294	37	1
224	294	37	1
228	294	37	1
233	294	37	1
234	294	37	1
235	294	37	2
237	294	37	2
238	294	37	1
197	295	37	1
202	295	37	1
204	295	37	1
225	295	37	1
229	295	37	1
231	295	37	1
232	295	37	1
234	295	37	1
235	295	37	2
236	295	37	1
237	295	37	1
240	295	37	1
198	296	37	1
199	296	37	1
202	296	37	2
203	296	37	2
205	296	37	1
215	296	37	2
217	296	37	1
222	296	37	1
235	296	37	2
237	296	37	2
239	296	37	1
241	296	37	3
244	296	37	1
194	297	37	1
196	297	37	1
198	297	37	1
227	297	37	2
229	297	37	1
230	297	37	2
232	297	37	1
241	297	37	1
243	297	37	1
199	298	37	2
202	298	37	1
229	298	37	1
230	298	37	2
231	298	37	1
232	298	37	1
233	298	37	1
242	298	37	2
228	299	37	1
231	299	37	1
233	299	37	1
241	299	37	2
242	299	37	2
243	299	37	1
244	299	37	1
226	300	37	1
227	300	37	2
229	300	37	1
230	300	37	1
232	300	37	2
235	300	37	1
239	300	37	1
244	300	37	3
242	301	37	3
244	301	37	1
226	302	37	2
236	302	37	2
244	302	37	1
228	303	37	1
232	303	37	1
235	303	37	1
236	303	37	1
227	304	37	2
226	305	37	1
227	305	37	1
228	305	37	1
229	305	37	1
242	305	37	3
223	306	37	2
234	306	37	1
225	307	37	1
243	307	37	1
225	308	37	1
227	308	37	1
235	308	37	1
240	308	37	2
243	308	37	2
224	309	37	2
226	309	37	1
227	309	37	1
229	309	37	3
233	309	37	1
224	310	37	1
227	310	37	1
228	310	37	1
229	310	37	1
219	311	37	1
221	311	37	1
222	311	37	2
225	311	37	1
226	311	37	1
228	311	37	1
234	311	37	1
217	312	37	1
221	312	37	1
232	312	37	1
235	312	37	1
240	312	37	1
242	312	37	3
217	313	37	1
221	313	37	3
227	313	37	2
236	313	37	2
237	313	37	2
221	314	37	1
228	314	37	1
234	314	37	2
235	314	37	1
238	314	37	1
242	314	37	1
236	315	37	1
238	315	37	3
239	315	37	1
236	316	37	1
238	316	37	1
241	316	37	1
211	317	37	1
230	317	37	1
235	317	37	1
232	318	37	1
236	318	37	1
238	318	37	1
240	318	37	3
237	319	37	1
231	322	37	1
226	260	38	1
228	260	38	1
225	261	38	1
228	261	38	1
238	261	38	1
227	262	38	1
219	264	38	1
226	265	38	1
230	265	38	1
213	268	38	1
194	269	38	1
209	269	38	1
217	269	38	1
240	269	38	1
211	270	38	1
218	270	38	1
188	271	38	1
193	271	38	2
216	271	38	1
217	271	38	1
218	271	38	1
193	272	38	1
203	272	38	1
