x	y	z	Interleukin-1 signaling
182	269	30	1
193	269	30	1
196	269	30	1
197	269	30	1
198	269	30	2
204	269	30	2
214	269	30	1
216	269	30	1
219	269	30	1
222	269	30	2
235	269	30	2
236	269	30	2
237	269	30	1
244	269	30	1
245	269	30	1
252	269	30	1
181	270	30	1
183	270	30	1
187	270	30	1
197	270	30	2
200	270	30	1
205	270	30	2
214	270	30	2
216	270	30	1
223	270	30	1
227	270	30	1
230	270	30	3
232	270	30	1
233	270	30	2
234	270	30	1
244	270	30	1
245	270	30	1
249	270	30	1
181	271	30	1
183	271	30	2
185	271	30	1
187	271	30	3
193	271	30	1
206	271	30	4
207	271	30	1
211	271	30	1
215	271	30	1
216	271	30	1
234	271	30	2
238	271	30	1
239	271	30	2
243	271	30	3
247	271	30	1
249	271	30	1
180	272	30	2
185	272	30	1
203	272	30	2
216	272	30	2
223	272	30	1
224	272	30	1
227	272	30	1
233	272	30	1
239	272	30	2
242	272	30	1
244	272	30	2
247	272	30	1
181	273	30	1
182	273	30	1
183	273	30	3
204	273	30	2
210	273	30	1
211	273	30	3
213	273	30	2
214	273	30	1
227	273	30	1
231	273	30	1
235	273	30	1
236	273	30	1
239	273	30	3
240	273	30	1
177	274	30	1
182	274	30	1
183	274	30	2
185	274	30	2
203	274	30	2
208	274	30	2
209	274	30	1
211	274	30	1
229	274	30	2
234	274	30	1
236	274	30	1
239	274	30	1
180	275	30	1
183	275	30	1
211	275	30	4
212	275	30	1
213	275	30	2
215	275	30	1
233	275	30	2
235	275	30	2
236	275	30	2
239	275	30	2
240	275	30	2
242	275	30	1
244	275	30	1
249	275	30	1
206	276	30	2
207	276	30	2
233	276	30	2
235	276	30	1
236	276	30	2
238	276	30	2
239	276	30	1
240	276	30	2
241	276	30	1
243	276	30	1
246	276	30	1
248	276	30	2
250	276	30	4
174	277	30	1
205	277	30	1
208	277	30	2
235	277	30	2
237	277	30	2
238	277	30	3
241	277	30	2
251	277	30	1
204	278	30	1
205	278	30	1
206	278	30	1
208	278	30	1
226	278	30	1
239	278	30	1
243	278	30	1
248	278	30	2
249	278	30	2
250	278	30	1
253	278	30	2
206	279	30	2
219	279	30	2
221	279	30	1
236	279	30	2
238	279	30	1
239	279	30	1
240	279	30	1
241	279	30	1
243	279	30	1
244	279	30	1
245	279	30	1
248	279	30	1
249	279	30	1
250	279	30	1
251	279	30	3
254	279	30	1
175	280	30	2
176	280	30	1
183	280	30	2
219	280	30	1
226	280	30	1
235	280	30	1
236	280	30	1
237	280	30	3
238	280	30	1
239	280	30	2
241	280	30	1
242	280	30	1
245	280	30	2
246	280	30	2
248	280	30	1
249	280	30	3
251	280	30	1
252	280	30	1
179	281	30	2
181	281	30	3
214	281	30	1
217	281	30	1
233	281	30	2
234	281	30	1
237	281	30	1
239	281	30	1
240	281	30	2
242	281	30	1
243	281	30	1
249	281	30	3
252	281	30	2
172	282	30	1
174	282	30	2
179	282	30	1
187	282	30	1
215	282	30	1
219	282	30	1
229	282	30	3
232	282	30	2
233	282	30	3
234	282	30	5
236	282	30	2
237	282	30	1
238	282	30	1
240	282	30	2
241	282	30	2
246	282	30	2
250	282	30	1
251	282	30	1
252	282	30	2
256	282	30	1
179	283	30	1
202	283	30	1
205	283	30	2
209	283	30	1
219	283	30	3
238	283	30	1
240	283	30	2
244	283	30	1
248	283	30	6
249	283	30	1
250	283	30	1
252	283	30	3
257	283	30	1
173	284	30	1
177	284	30	1
219	284	30	2
220	284	30	2
221	284	30	3
225	284	30	1
226	284	30	1
230	284	30	1
238	284	30	1
242	284	30	1
243	284	30	1
244	284	30	1
249	284	30	4
250	284	30	1
252	284	30	1
258	284	30	1
206	285	30	1
211	285	30	2
220	285	30	1
222.5	285.5	30.5	2
223	285	30	1
224	285	30	2
225	285	30	1
226	285	30	1
227	285	30	1
229	285	30	2
233	285	30	1
234	285	30	1
236	285	30	1
237	285	30	1
242	285	30	3
245	285.666666666667	31	1
246	285	30	1
248	285	30	2
251	285	30	1
255	285	30	1
256	285	30	2
180	286	30	1
205	286	30	2
206	286	30	1
219	286	30	3
222	286	30	1
224	286	30	1
226	286	30	1
228	286	30	2
229	286	30	1
230	286	30	1
231	286	30	2
239	286	30	2
240	286	30	2
241	286	30	2
243	286	30	2
244	286	30	2
250	286	30	1
252	286	30	3
255	286	30	1
256	286	30	1
257	286	30	2
219	287	30	1
220	287	30	1
226	287	30	1
231	287	30	1
238.5	287.5	30.5	1
241	287	30	2
244	287	30	1
248	287	30	1
250	287	30	1
251	287	30	2
252	287	30	1
254	287	30	2
255	287	30	2
199	288	30	1
221	288	30	1
223	288	30	1
225	288	30	2
226	288	30	2
228	288	30	1
231	288	30	2
232	288	30	2
233	288	30	2
234	288	30	1
236	288	30	1
237	288	30	1
238	288	30	1
241	288	30	1
244	288	30	3
245	288	30	1
247	288	30	3
248	288	30	1
249	288	30	1
250	288	30	2
252	288	30	1
253	288	30	1
184	289	30	1
199	289	30	1
200	289	30	1
201	289	30	2
221	289	30	2
223	289	30	2
226	289	30	3
230	289	30	1
231	289	30	1
232	289	30	2
234	289	30	2
235	289	30	2
238	289	30	2
239	289	30	2
245	289	30	2
246	289	30	1
247	289	30	1
248	289	30	1
250	289	30	1
252	289	30	2
256	289	30	1
198	290	30	1
222	290	30	1
225	290	30	1
231	290	30	3
232	290	30	1
233	290	30	1
236	290	30	1
240	290	30	1
241	290	30	2
244	290	30	1
246	290	30	1
248	290	30	1
250	290	30	1
253	290	30	1
257	290	30	1
197	291	30	2
222	291	30	1
223	291	30	2
229	291	30	2
232	291	30	1
234	291	30	1
238	291	30	1
239	291	30	1
242	291	30	1
246	291	30	1
248	291	30	1
249	291	30	1
250	291	30	3
251	291	30	5
194	292	30	1
198	292	30	1
213	292	30	2
220	292	30	1
223	292	30	1
224	292	30	2
226	292	30	1
227	292	30	1
228	292	30	2
230	292	30	1
231	292	30	3
232	292	30	1
237	292	30	1
241	292	30	1
243	292	30	1
245	292	30	1
246	292	30	1
248	292	30	1
251	292	30	1
257	292	30	1
201	293	30	2
219	293	30	3
220	293	30	2
223	293	30	1
227	293	30	1
231	293	30	2
232	293	30	4
234	293	30	1
236	293	30	1
239	293	30	3
245	293	30	3
249	293	30	1
250	293	30	1
251	293	30	1
210	294	30	1
220	294	30	1
221	294	30	1
225	294	30	2
226	294	30	1
227	294	30	2
229	294	30	1
236	294	30	2
237	294	30	1
240	294	30	2
241	294	30	1
243	294	30	3
244	294	30	1
245	294	30	2
249	294	30	1
251	294	30	1
254	294	30	1
257	294	30	1
258	294	30	1
218	295	30	2
220	295	30	1
221	295	30	1
226	295	30	2
227	295	30	1
234	295	30	1
241	295	30	2
244	295	30	1
247	295	30	3
250	295	30	1
251	295	30	1
254	295	30	3
186	296	30	1
228	296	30	1
232	296	30	2
234	296	30	1
239	296	30	2
241	296	30	2
242	296	30	1
243	296	30	1
221	297	30	1
223	297	30	1
226	297	30	1
227	297	30	2
229	297	30	2
238	297	30	1
240	297	30	2
246	297	30	1
250	297	30	2
215	298	30	2
220	298	30	1
221	298	30	1
222	298	30	1
224	298	30	1
231	298	30	2
232	298	30	2
233	298	30	1
240	298	30	1
242	298	30	1
245	298	30	1
247	298	30	2
250	298	30	1
251	298	30	1
215	299	30	1
218	299	30	1
221	299	30	1
225	299	30	1
227	299	30	1
230	299	30	2
240	299	30	1
242	299	30	1
244	299	30	1
246	299	30	2
250	299	30	1
252	299	30	2
214	300	30	2
218	300	30	2
222	300	30	1
223	300	30	1
225	300	30	2
230	300	30	1
232	300	30	1
237	300	30	1
241	300	30	2
242	300	30	1
246	300	30	1
247	300	30	2
223	301	30	3
224	301	30	1
225	301	30	1
226	301	30	1
235	301	30	1
237	301	30	1
239	301	30	2
240	301	30	1
241	301	30	2
242	301	30	1
244	301	30	1
245	301	30	3
248	301	30	2
249	301	30	1
251	301	30	1
221	302	30	1
226	302	30	2
229	302	30	1
237	302	30	2
238	302	30	2
239	302	30	1
247	302	30	3
217	303	30	1
223	303	30	1
237	303	30	1
239	303	30	4
241	303	30	2
243	303	30	1
244	303	30	1
220	304	30	1
233	304	30	1
234	304	30	1
236	304	30	1
238	304	30	1
240	304	30	1
242	304	30	1
223	305	30	1
233	305	30	1
237	305	30	1
238	306	30	2
240	306	30	2
226	250	31	1
235	250	31	1
215	251	31	2
229	251	31	1
235	251	31	2
226	252	31	1
229	252	31	2
235	252	31	1
239	252	31	1
193	253	31	1
215	253	31	2
217	253	31	1
224	253	31	1
225	253	31	2
232	253	31	2
233	253	31	3
237	253	31	1
193	254	31	1
232	254	31	1
235	254	31	1
191	255	31	1
195	255	31	1
215	255	31	1
233	255	31	2
235	255	31	1
236	255	31	2
237	255	31	1
240	255	31	2
215	256	31	1
236	256	31	1
239	256	31	2
177	257	31	1
202	257	31	1
214	257	31	1
216	257	31	1
230	257	31	1
232	257	31	2
233	257	31	1
236	257	31	1
240	257	31	2
190	258	31	2
227	258	31	2
228	258	31	1
229	258	31	1
231	258	31	1
234	258	31	1
235	258	31	3
237	258	31	2
188	259	31	1
206	259	31	1
209	259	31	1
226	259	31	3
227	259	31	2
229	259	31	1
230	259	31	1
231	259	31	2
232	259	31	2
239	259	31	2
186	260	31	1
191	260	31	2
195	260	31	1
212	260	31	1
218	260	31	1
220	260	31	2
221	260	31	2
228	260	31	1
234	260	31	2
237	260	31	1
239	260	31	1
240	260	31	1
242	260	31	1
244	260	31	2
245	260	31	2
181	261	31	1
184	261	31	1
187	261	31	3
188	261	31	1
208	261	31	1
210	261	31	2
211	261	31	2
216	261	31	3
217	261	31	1
224	261	31	1
229	261	31	1
230	261	31	1
231	261	31	1
237	261	31	3
243	261	31	1
244	261	31	2
246	261	31	1
249	261	31	1
193	262	31	1
216	262	31	1
217	262	31	1
220	262	31	3
221	262	31	1
222	262	31	2
223	262	31	1
227	262	31	1
230	262	31	1
233	262	31	2
236	262	31	1
249	262	31	2
187	263	31	2
197	263	31	2
198	263	31	1
200	263	31	2
211	263	31	1
216	263	31	2
217	263	31	1
219	263	31	3
220	263	31	1
221	263	31	2
223	263	31	1
226	263	31	1
227	263	31	2
229	263	31	2
230	263	31	2
234	263	31	1
235	263	31	1
240	263	31	1
249	263	31	1
184	264	31	2
185	264	31	1
187	264	31	3
188	264	31	1
189	264	31	1
190	264	31	1
194	264	31	3
197	264	31	1
199	264	31	1
204	264	31	2
210	264	31	3
217	264	31	1
221	264	31	2
224	264	31	1
226	264	31	1
234	264	31	1
237	264	31	1
238	264	31	1
240	264	31	1
248	264	31	1
249	264	31	1
185	265	31	1
192	265	31	1
194	265	31	1
200	265	31	1
205	265	31	1
215	265	31	1
233	265	31	1
234	265	31	1
235	265	31	2
238	265	31	1
246	265	31	2
249	265	31	1
250	265	31	1
186	266	31	1
187	266	31	1
189	266	31	3
191	266	31	2
198	266	31	1
211	266	31	1
213	266	31	2
215	266	31	2
217	266	31	2
221	266	31	1
231	266	31	1
232	266	31	3
233	266	31	2
241	266	31	1
243	266	31	1
244	266	31	2
247	266	31	1
251	266	31	1
176	267	31	1
182	267	31	1
183	267	31	1
186	267	31	3
192	267	31	1
193	267	31	2
194	267	31	2
199	267	31	3
216	267	31	2
217	267	31	1
219	267	31	1
222	267	31	2
224	267	31	1
230	267	31	1
232	267	31	2
233	267	31	1
235	267	31	1
237	267	31	2
241	267	31	4
242	267	31	1
244	267	31	2
245	267	31	2
246	267	31	1
247	267	31	1
184	268	31	2
195	268	31	1
197	268	31	2
205	268	31	1
210	268	31	2
213	268	31	1
216	268	31	1
219	268	31	1
220	268	31	1
222	268	31	3
224	268	31	1
232	268	31	1
234	268	31	1
240	268	31	4
241	268	31	1
243	268	31	2
247	268	31	1
191	269	31	1
199	269	31	1
201	269	31	1
206	269	31	1
214	269	31	1
215	269	31	1
230	269	31	3
231	269	31	1
235	269	31	1
238	269	31	1
239	269	31	2
248	269	31	1
173	270	31	1
178	270	31	1
180	270	31	3
181	270	31	1
183	270	31	3
196	270	31	1
198	270	31	1
199	270	31	2
200	270	31	2
217	270	31	2
231	270	31	1
237	270	31	1
240	270	31	1
242	270	31	1
249	270	31	1
171	271	31	1
175	271	31	2
176	271	31	1
177	271	31	2
178	271	31	2
182	271	31	1
185	271	31	2
199	271	31	1
210	271	31	1
212	271	31	2
214	271	31	1
215	271	31	1
226	271	31	2
232	271	31	1
233	271	31	1
238	271	31	2
239	271	31	2
240	271	31	3
241	271	31	1
244	271	31	1
245	271	31	1
246	271	31	1
249	271	31	2
251	271	31	1
176	272	31	1
182	272	31	1
184	272	31	1
185	272	31	2
204	272	31	2
205	272	31	1
211	272	31	1
212	272	31	1
213	272	31	1
215	272	31	1
225	272	31	1
226	272	31	1
230	272	31	2
236	272	31	2
237	272	31	2
238	272	31	1
239	272	31	4
240	272	31	2
241	272	31	1
248	272	31	1
249	272	31	1
251	272	31	1
181	273	31	1
183	273	31	1
184	273	31	1
209	273	31	1
211	273	31	3
214	273	31	1
215	273	31	3
229	273	31	1
234	273	31	1
236	273	31	1
239	273	31	2
240	273	31	1
242	273	31	1
244	273	31	1
248	273	31	1
249	273	31	1
250	273	31	1
175	274	31	1
185	274	31	1
204	274	31	1
205	274	31	3
210	274	31	1
211	274	31	1
213	274	31	3
225	274	31	2
229	274	31	2
236	274	31	2
241	274	31	4
243	274	31	1
252	274	31	1
182	275	31	1
201	275	31	1
211	275	31	1
235	275	31	2
238	275	31	1
244	275	31	2
250	275	31	1
176	276	31	1
181	276	31	2
198	276	31	3
205	276	31	2
226	276	31	4
233	276	31	1
237	276	31	1
239	276	31	1
240	276	31	1
244	276	31	1
246	276	31	1
252	276	31	3
253	276	31	2
174	277	31	1
205	277	31	1
209	277	31	1
234	277	31	1
237	277	31	1
239	277	31	1
240	277	31	2
241	277	31	2
244	277	31	2
245	277	31	1
249	277	31	1
203	278	31	2
204	278	31	1
205	278	31	2
206	278	31	1
208	278	31	1
236	278	31	2
237	278	31	1
240	278	31	1
242	278	31	2
243	278	31	2
244	278	31	2
245	278	31	1
247	278	31	1
249	278	31	1
175	279	31	1
178	279	31	1
180	279	31	3
205	279	31	1
208	279	31	2
216	279	31	1
219	279	31	1
234	279	31	2
235	279	31	4
236	279	31	1
237	279	31	1
242	279	31	1
243	279	31	3
244	279	31	1
246	279	31	1
253	279	31	2
254	279	31	2
176	280	31	2
181	280	31	3
205	280	31	2
208	280	31	1
220	280	31	1
226	280	31	1
232	280	31	2
235	280	31	1
236	280	31	3
245	280	31	3
247	280	31	1
250	280	31	1
251	280	31	1
176	281	31	1
179	281	31	1
181	281	31	2
206	281	31	1
220	281	31	2
223	281	31	1
228	281	31	1
231	281	31	1
235	281	31	2
237	281	31	1
239	281	31	1
240	281	31	1
243	281	31	1
248	281	31	1
251	281	31	2
175	282	31	1
178	282	31	1
219	282	31	1
225	282	31	3
231	282	31	1
232	282	31	2
235	282	31	1
238	282	31	1
239	282	31	2
241	282	31	1
245	282	31	1
246	282	31	1
247	282	31	3
248	282	31	1
250	282	31	1
252	282	31	1
253	282	31	2
254	282	31	1
256	282	31	1
176	283	31	1
179	283	31	3
182	283	31	1
184	283	31	2
208	283	31	5
218	283	31	1
219	283	31	3
223	283	31	1
231	283	31	2
232	283	31	2
233	283	31	1
236	283	31	1
240	283	31	2
241	283	31	2
243	283	31	1
246	283	31	1
251	283	31	4
252	283	31	1
177	284	31	1
179	284	31	1
180	284	31	1
181	284	31	1
182	284	31	2
212	284	31	2
220	284	31	2
224	284	31	1
235	284	31	2
237	284	31	1
241	284	31	3
243	284	31	1
249	284	31	2
250	284	31	1
254	284	31	1
257	284	31	1
173	285	31	1
177	285	31	2
206	285	31	1
219	285	31	1
226	285	31	1
229	285	31	1
231	285	31	1
234	285	31	1
235	285	31	1
236	285	31	3
238	285.5	31.5	2
245	285	31	3
247	285	31	3
252	285	31	1
253	285	31	1
255	285	31	1
256	285	31	1
178	286	31	1
180	286	31	1
218	286	31	2
219	286	31	1
221	286	31	2
222	286	31	1
225	286	31	1
227	286	31	3
229	286	31	2
231	286	31	1
237	286	31	1
238	286	31	1
239	286	31	1
244	286	31	1
249	286	31	1
252	286	31	3
219	287	31	3
220	287	31	1
223	287	31	2
229	287	31	1
230	287	31	1
234	287	31	1
236	287	31	1
239	287	31	1
240	287	31	1
248	287	31	1
251	287	31	2
253	287	31	1
186	288	31	2
221	288	31	1
223	288	31	1
225	288	31	4
228	288	31	1
230	288	31	3
231	288	31	3
234	288	31	2
236	288	31	3
240.5	288.5	31.5	1
244	288	31	1
246	288	31	3
247	288	31	1
249	288	31	3
251	288	31	1
253	288	31	1
185	289	31	3
200	289	31	1
205	289	31	1
224	289	31	1
226	289	31	2
228	289	31	1
231	289	31	2
232	289	31	1
238	289	31	4
240	289	31	2
241	289	31	1
242	289	31	3
243	289	31	2
247	289	31	3
200	290	31	1
222	290	31	1
230	290	31	1
235	290	31	1
237	290	31	1
239	290	31	1
240	290	31	1
241	290	31	1
242	290	31	2
243	290	31	3
246	290	31	3
247	290	31	1
248	290	31	1
250	290	31	2
198	291	31	1
199	291	31	1
222	291	31	3
229	291	31	2
230	291	31	3
231	291	31	1
238	291	31	1
241	291	31	1
242	291	31	1
245	291	31	3
247	291	31	1
248	291	31	1
254	291	31	1
255	291	31	1
197	292	31	2
198	292	31	1
199	292	31	1
201	292	31	1
222	292	31	1
227	292	31	1
230	292	31	2
242	292	31	2
257	292	31	2
221	293	31	1
222	293	31	1
223	293	31	2
225	293	31	1
231	293	31	1
232	293	31	1
234	293	31	1
235	293	31	1
237	293	31	2
243	293	31	1
248	293	31	1
251	293	31	1
253	293	31	3
256	293	31	3
222	294	31	2
224	294	31	1
226	294	31	2
237	294	31	1
240	294	31	1
241	294	31	2
242	294	31	2
244	294	31	1
245	294	31	2
251	294	31	1
252	294	31	1
253	294	31	1
198	295	31	2
221	295	31	1
223	295	31	1
228	295	31	1
232	295	31	1
233	295	31	1
240	295	31	1
247	295	31	1
248	295	31	1
249	295	31	1
252	295	31	2
255	295	31	2
188	296	31	2
199	296	31	1
222	296	31	1
223	296	31	2
224	296	31	1
225	296	31	1
228	296	31	3
229	296	31	1
231	296	31	1
236	296	31	1
242	296	31	1
245	296	31	2
248	296	31	1
250	296	31	2
253	296	31	2
195	297	31	1
223	297	31	2
225	297	31	5
226	297	31	1
231	297	31	1
234	297	31	4
236	297	31	2
243	297	31	2
248	297	31	1
255	297	31	1
196	298	31	1
223	298	31	1
228	298	31	1
232	298	31	2
235	298	31	1
237	298	31	1
238	298	31	1
242	298	31	1
245	298	31	2
247	298	31	1
248	298	31	1
249	298	31	2
250	298	31	1
251	298	31	1
252	298	31	1
253	298	31	1
221	299	31	1
224	299	31	3
230	299	31	2
232	299	31	2
233	299	31	1
236	299	31	1
237	299	31	1
243	299	31	1
251	299	31	1
218	300	31	2
224	300	31	1
225	300	31	1
230	300	31	2
231	300	31	1
236	300	31	1
237	300	31	1
241	300	31	2
246	300	31	1
247	300	31	1
250	300	31	3
221	301	31	1
224	301	31	1
227	301	31	1
232	301	31	1
241	301	31	1
247	301	31	1
249	301	31	2
220	302	31	1
222	302	31	2
223	302	31	1
224	302	31	2
226	302	31	1
229	302	31	1
231	302	31	1
235	302	31	1
236	302	31	1
240	302	31	4
242	302	31	1
244	302	31	1
246	302	31	1
224	303	31	1
231	303	31	1
233	303	31	1
234	303	31	1
235	303	31	1
236	303	31	3
239	303	31	1
244	303	31	1
247	303	31	1
235	304	31	1
237	304	31	2
238	304	31	1
243	304	31	1
244	304	31	1
223	305	31	1
224	305	31	1
235	305	31	1
237	305	31	2
238	305	31	2
240	305	31	1
242	305	31	2
236	306	31	1
223	307	31	1
224	307	31	1
234	307	31	3
215	251	32	1
226	251	32	1
227	251	32	1
228	251	32	1
214	252	32	1
216	252	32	2
217	252	32	1
231	252	32	2
235	252	32	1
193	253	32	1
215	253	32	2
217	253	32	1
225	253	32	1
227	253	32	2
229	253	32	3
237	253	32	2
240	253	32	1
215	254	32	3
216	254	32	1
223	254	32	1
225	254	32	1
226	254	32	1
232	254	32	2
188	255	32	3
214	255	32	2
215	255	32	2
216	255	32	1
217	255	32	2
221	255	32	1
224	255	32	1
227	255	32	2
234	255	32	1
235	255	32	1
238	255	32	1
215	256	32	1
229	256	32	2
237	256	32	3
240	256	32	1
242	256	32	1
192	257	32	3
195	257	32	1
202	257	32	1
218	257	32	2
219	257	32	2
221	257	32	2
228	257	32	1
238	257	32	1
190	258	32	4
192	258	32	2
207	258	32	1
214	258	32	1
216	258	32	1
217	258	32	1
218	258	32	1
220	258	32	2
226	258	32	2
230	258	32	1
231	258	32	1
232	258	32	1
235	258	32	1
239	258	32	2
240	258	32	1
241	258	32	1
246	258	32	1
192	259	32	4
193	259	32	2
201	259	32	2
214	259	32	2
215	259	32	2
216	259	32	1
219	259	32	1
222	259	32	2
228	259	32	1
229	259	32	1
231	259	32	1
234	259	32	1
240	259	32	1
242	259	32	1
211	260	32	1
214	260	32	1
218	260	32	1
222	260	32	1
236	260	32	1
237	260	32	1
242	260	32	3
243	260	32	1
244	260	32	2
246	260	32	1
186	261	32	1
194	261	32	1
195	261	32	1
210	261	32	2
211	261	32	1
212	261	32	2
216	261	32	3
217	261	32	3
219	261	32	1
220	261	32	1
224	261	32	2
225	261	32	2
230	261	32	2
231	261	32	1
237	261	32	1
238	261	32	1
239	261	32	1
242	261	32	1
244	261	32	2
186	262	32	3
189	262	32	1
194	262	32	1
197	262	32	1
207	262	32	2
210	262	32	1
219	262	32	2
221	262.666666666667	33	1
227	262	32	1
231	262	32	2
238	262	32	2
240	262	32	3
242	262	32	1
244	262	32	1
245	262	32	2
250	262	32	1
184	263	32	1
204	263	32	1
208	263	32	2
212	263	32	2
213	263	32	1
218	263	32	1
220	263	32	1
221	263	32	1
224	263	32	1
225	263	32	1
226	263	32	1
227	263	32	1
228	263	32	2
230	263	32	1
231	263	32	2
232	263	32	1
235	263	32	3
237	263	32	1
243	263	32	1
245	263	32	2
246	263	32	1
247	263	32	1
249	263	32	1
188	264	32	1
190	264	32	1
191	264	32	1
193	264	32	2
194	264	32	2
204	264	32	2
212	264	32	2
216	264	32	3
217	264	32	1
221	264	32	3
223	264	32	1
227	264	32	1
228	264	32	1
230	264	32	1
231	264	32	2
233	264	32	1
236	264	32	1
238	264	32	1
244	264	32	2
245	264	32	2
246	264	32	1
247	264	32	1
248	264	32	3
250	264	32	1
184	265	32	2
185	265	32	1
188	265	32	1
189	265	32	1
191	265	32	2
192	265	32	1
194	265	32	1
196	265	32	3
198	265	32	1
203	265	32	3
204	265	32	2
206	265	32	1
212	265	32	1
218	265	32	1
221	265	32	1
224	265	32	3
226	265	32	1
231	265	32	1
232	265	32	1
233	265	32	2
238	265	32	1
239	265	32	1
244	265	32	3
251	265	32	1
184	266	32	1
189	266	32	1
195	266	32	2
196	266	32	1
214	266	32	1
216	266	32	3
217	266	32	2
218	266	32	2
220	266	32	2
224	266	32	1
230	266	32	1
232	266	32	1
234	266	32	3
235	266	32	1
236	266	32	4
237	266	32	1
238	266	32	1
239	266	32	3
240	266	32	1
241	266	32	1
243	266	32	2
245	266	32	1
247	266	32	1
248	266	32	1
249	266	32	1
251	266	32	4
182	267	32	1
184	267	32	2
188	267	32	2
191	267	32	1
192	267	32	1
197	267	32	2
211	267	32	1
215	267	32	1
216	267	32	2
219	267	32	2
222	267	32	1
228	267	32	3
230	267	32	1
233	267	32	1
240	267	32	2
242	267	32	1
247	267	32	2
252	267	32	3
183	268	32	1
194	268	32	1
198	268	32	3
207	268	32	2
212	268	32	3
213	268	32	1
225	268	32	2
228	268	32	1
233	268	32	1
238	268	32	2
241	268	32	2
243	268	32	2
246	268	32	2
247	268	32	2
252	268	32	1
175	269	32	1
176	269	32	1
180	269	32	4
182	269	32	1
184	269	32	1
186	269	32	2
193	269	32	3
194	269	32	3
196	269	32	2
204	269	32	2
209	269	32	2
211	269	32	4
213	269	32	1
214	269	32	2
215	269	32	3
218	269	32	2
223	269	32	2
228	269	32	2
232	269	32	1
233	269	32	1
238	269	32	1
239	269	32	3
240	269	32	2
243	269	32	1
244	269	32	1
246	269	32	1
249	269	32	1
250	269	32	2
172	270	32	3
174	270	32	1
184	270	32	2
196	270	32	3
197	270	32	3
201	270	32	1
203	270	32	2
206	270	32	2
207	270	32	2
212	270	32	1
214	270	32	3
216	270	32	1
222	270	32	1
224	270	32	1
231	270	32	1
232	270	32	2
233	270	32	2
243	270	32	1
244	270	32	1
245	270	32	3
247	270	32	1
248	270	32	1
249	270	32	3
250	270	32	2
173	271	32	1
174	271	32	1
177	271	32	1
182	271	32	2
184	271	32	1
186	271	32	2
202	271	32	1
206	271	32	1
207	271	32	3
209	271	32	1
210	271	32	3
211	271	32	1
212	271	32	1
213	271	32	1
214	271	32	1
215	271	32	2
216	271	32	3
228	271	32	1
238	271	32	3
239	271	32	2
240	271	32	1
246	271	32	1
251	271	32	1
173	272	32	1
176	272	32	1
181	272	32	1
182	272	32	2
183	272	32	1
184	272	32	1
186	272	32	1
198	272	32	2
200	272	32	3
201	272	32	1
202	272	32	1
205	272	32	1
207	272	32	1
208	272	32	1
210	272	32	2
212	272	32	1
213	272	32	2
216	272	32	1
225	272	32	2
226	272	32	1
227	272	32	2
228	272	32	2
239	272	32	2
243	272	32	1
244	272	32	1
245	272	32	2
246	272	32	1
248	272	32	1
250	272	32	1
174	273	32	2
183	273	32	1
185	273	32	1
186	273	32	3
204	273	32	1
206	273	32	1
207	273	32	1
208	273	32	1
209	273	32	1
215	273	32	2
225	273	32	1
228	273	32	1
229	273	32	2
234	273	32	1
236	273	32	1
239	273	32	2
241	273	32	2
242	273	32	1
243	273	32	2
254	273	32	2
174	274	32	3
179	274	32	1
181	274	32	1
182	274	32	1
183	274	32	3
184	274	32	1
202	274	32	1
203	274	32	2
204	274	32	3
205	274	32	1
208	274	32	1
209	274	32	1
211	274	32	1
213	274	32	1
214	274	32	1
215	274	32	1
233	274	32	1
235	274	32	1
236	274	32	1
237	274	32	1
243	274	32	1
250	274	32	1
252	274	32	1
181	275	32	1
184	275	32	1
202	275	32	2
208	275	32	2
212	275	32	2
215	275	32	2
216	275	32	2
226	275	32	1
235	275	32	3
236	275	32	2
237	275	32	3
238	275	32	1
247	275	32	1
252	275	32	1
174	276	32	1
175	276	32	1
184	276	32	1
206	276	32	1
210	276	32	1
215	276	32	1
228	276	32	1
236	276	32	1
238	276	32	2
239	276	32	1
242	276	32	2
243	276	32	1
246	276	32	1
174	277	32	1
175	277	32	2
204	277	32	1
205	277	32	1
210	277	32	1
214	277	32	4
215	277	32	2
216	277	32	1
224	277	32	2
232	277	32	2
236	277	32	1
237	277	32	1
238	277	32	2
241	277	32	1
243	277	32	3
245	277	32	1
248	277	32	1
249	277	32	1
250	277	32	1
254	277	32	3
175	278	32	2
176	278	32	1
184	278	32	1
224	278	32	1
225	278	32	3
234	278	32	2
235	278	32	1
236	278	32	2
237	278	32	1
238	278	32	1
240	278	32	3
241	278	32	2
243	278	32	2
245	278	32	1
246	278	32	1
249	278	32	1
255	278	32	3
175	279	32	1
177	279	32	1
178	279	32	2
207	279	32	1
219	279	32	1
223	279	32	4
236	279	32	1
237	279	32	2
240	279	32	1
242	279	32	1
244	279	32	2
245	279	32	1
246	279	32	2
250	279	32	1
255	279	32	2
173	280	32	2
174	280	32	1
177	280	32	1
178	280	32	1
180	280	32	1
217	280	32	2
219	280	32	1
220	280	32	1
221	280	32	2
222	280	32	3
232	280	32	1
237	280	32	2
238	280	32	1
239	280	32	1
242	280	32	3
246	280	32	4
175	281	32	3
176	281	32	1
182	281	32	1
217	281	32	1
220	281	32	1
223	281	32	1
226	281	32	2
232	281	32	1
234	281	32	1
237	281	32	2
239	281	32	1
240	281	32	1
241	281	32	2
242	281	32	1
