x	y	z	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
192	267	29	1
193	267	29	1
194	267	29	1
199	267	29	1
230	267	29	1
231	267	29	1
232	267	29	1
237	267	29	1
231	268	29	1
236	268	29	1
238	268	29	1
244	268	29	1
180	269	29	1
196	269	29	1
203	271	29	1
215	271	29	1
241	271	29	1
214	272	29	1
215	272	29	1
250	274	29	1
241	276	29	1
248	276	29	1
234	277	29	2
208	278	29	1
237	278	29	1
234	279	29	1
256	279	29	1
205	280	29	1
235	280	29	1
236	280	29	1
241	280	29	1
235	281	29	1
237	281	29	1
251	281	29	1
206	282	29	1
233	282	29	1
246	282	29	1
249	282	29	1
215	283	29	2
237	283	29	2
239	283	29	1
244	283	29	1
249	283	29	1
234	284	29	1
248	284	29	1
238	285	29	1
240	285	29	1
248	285	29	1
228	287	29	1
240	287	29	1
247	287	29	1
234	288	29	1
243	288	29	1
249	288	29	1
225	289	29	1
234	289	29	1
245	289	29	1
247	289	29	1
237	290	29	1
239	290	29	1
224	291	29	1
239	291	29	2
240	291	29	1
237	292	29	1
238	292	29	1
225	293	29	1
239	293	29	1
253	293	29	1
224	294	29	1
244	294	29	1
251	294	29	2
240	295	29	1
245	295	29	1
219	296	29	1
222	296	29	1
221	298	29	1
224	298	29	1
239	298	29	1
242	298	29	1
226	299	29	1
221	300	29	1
226	300	29	1
240	300	29	1
224	301	29	2
227	301	29	1
236	301	29	1
235	302	29	1
229	250	30	2
225	251	30	1
215	252	30	1
232	253	30	2
237	255	30	1
235	256	30	1
236	256	30	1
192	257	30	1
227	257	30	1
236	257	30	1
175	258	30	1
186	258	30	1
226	258	30	1
229	258	30	2
189	259	30	1
205	259	30	2
209	259	30	1
210	259	30	1
224	259	30	1
186	260	30	1
227	260	30	1
238	260	30	1
184	261	30	1
186	261	30	1
208	261	30	1
216	261	30	1
239	261	30	1
249	261	30	1
206	262	30	1
219	262	30	1
222	262	30	1
225	262	30	1
247	262	30	1
251	262	30	1
179	263	30	1
216	263	30	1
219	263	30	1
230	263	30	1
232	263	30	1
233	263	30	1
247	263	30	1
186	264	30	1
227	264	30	1
229	264	30	1
236	264	30	1
241	264	30	1
246	264	30	1
191	265	30	1
217	265	30	1
224	265	30	2
232	265	30	1
219	266	30	1
231	266	30	1
243	266	30	1
247	266	30	1
194	267	30	1
198	267	30	1
214	267	30	1
225	267	30	2
232	267	30	1
238	267	30	1
239	267	30	1
241	267	30	1
172	268	30	1
194	268	30	1
211	268	30	1
214	268	30	1
217	268	30	1
223	268	30	1
226	268	30	1
247	268	30	1
191	269	30	1
196	269	30	1
214	269	30	1
244	269	30	1
178	270	30	1
181	270	30	1
187	270	30	2
195	270	30	1
198	270	30	1
223	270	30	1
233	270	30	1
235	270	30	1
183	271	30	1
185	271	30	1
199	271	30	1
204	271	30	1
206	271	30	1
232	271	30	1
234	271	30	1
244	271	30	1
179	272	30	1
235	272	30	1
233	273	30	1
240	273	30	1
246	273	30	1
239	274	30	1
182	275	30	1
183	275	30	1
238	275	30	1
250	275	30	1
186	276	30	1
240	276	30	1
205	277	30	1
243	277	30	1
247	277	30	1
251	277	30	1
204	278	30	1
238	278	30	1
248	278	30	1
250	278	30	1
238	279	30	1
248	279	30	1
233	280	30	1
237	280	30	1
238	280	30	1
242	280	30	1
248	280	30	2
233	281	30	1
240	281	30	1
242	281	30	1
254	281	30	1
179	282	30	1
222	282	30	1
232	282	30	1
233	282	30	1
246	282	30	1
252	282	30	1
254	282	30	1
179	283	30	1
209	283	30	1
219	283	30	1
232	283	30	1
234	283	30	2
240	283	30	2
246	283	30	1
249	283	30	1
240	284	30	1
249	284	30	1
251	284	30	1
256	284	30	1
258	284	30	1
220	285	30	1
225	285	30	1
229	285	30	2
233	285	30	1
246	285	30	1
254	285	30	1
224	286	30	1
225	286	30	1
234	286	30	1
252	286	30	1
257	286	30	1
226	287	30	1
234	287	30	1
250	287	30	2
226	288	30	1
243	288	30	1
245	288	30	2
248	288	30	2
239	289	30	1
246	289	30	1
224	290	30	1
232	290	30	1
235	290	30	1
245	290	30	1
232	291	30	1
237	291	30	1
247	291	30	1
250	291	30	2
213	292	30	1
220	292	30	1
201	293	30	1
221	293	30	1
227	293	30	1
229	293	30	1
232	293	30	1
234	293	30	1
247	293	30	1
249	293	30	1
235	294	30	1
238	294	30	1
220	295	30	1
221	295	30	1
222	295	30	1
226	295	30	1
234	295	30	1
244	295	30	1
234	296	30	2
235	296	30	1
244	296	30	1
220	297	30	1
221	297	30	1
223	297	30	1
245	297	30	2
215	298	30	1
226	298	30	1
227	298	30	1
228	298	30	1
230	298	30	1
231	298	30	1
240	299	30	1
226	300	30	1
225	301	30	1
227	301	30	1
240	301	30	1
251	301	30	1
226	302	30	1
231	302	30	1
236	304	30	1
237	304	30	1
223	305	30	2
233	305	30	1
236	305	30	1
237	305	30	1
236	306	30	1
235	250	31	2
229	251	31	1
225	252	31	1
215	253	31	1
237	253	31	1
235	254	31	1
191	255	31	1
215	255	31	1
236	255	31	2
237	255	31	2
238	255	31	1
239	256	31	1
218	257	31	1
216	258	31	1
230	258	31	1
235	258	31	1
237	258	31	1
227	259	31	1
235	259	31	1
186	260	31	1
209	260	31	1
218	260	31	1
239	260	31	1
246	260	31	1
187	261	31	1
188	261	31	1
213	261	31	1
216	261	31	1
217	261	31	1
226	261	31	1
235	261	31	1
239	261	31	1
249	261	31	1
219	262	31	1
220	262	31	1
226	262	31	1
185	263	31	1
186	263	31	1
216	263	31	1
219	263	31	1
223	263	31	1
230	263	31	1
233	263	31	1
178	264	31	1
216	264	31	1
218	264	31	1
220	264	31	1
227	264	31	1
231	264	31	1
232	264	31	1
249	264	31	1
196	265	31	1
200	265	31	1
231	265	31	1
234	265	31	2
249	265	31	1
212	266	31	1
228	266	31	1
246	266	31	1
182	267	31	1
183	267	31	1
246	267	31	1
183	268	31	1
224	268	31	2
241	268	31	1
244	268	31	1
198	269	31	1
201	269	31	1
213	269	31	1
214	269	31	1
234	269	31	1
235	269	31	1
178	270	31	1
181	270	31	1
194	270	31	1
199	270	31	1
249	270	31	1
172	271	31	1
174	271	31	1
185	271	31	1
241	271	31	1
245	271	31	3
251	271	31	2
185	272	31	1
204	272	31	1
208	272	31	1
216	272	31	1
226	272	31	1
239	272	31	1
243	272	31	1
237	273	31	1
240	273	31	2
180	274	31	1
216	274	31	1
230	274	31	1
233	274	31	1
237	274	31	1
248	274	31	1
252	274	31	1
205	275	31	1
211	275	31	1
237	275	31	1
239	275	31	1
238	276	31	1
253	276	31	1
207	278	31	1
237	278	31	2
244	278	31	1
249	278	31	1
208	279	31	1
236	279	31	2
237	279	31	1
246	279	31	1
253	279	31	1
254	279	31	1
181	280	31	1
219	280	31	2
237	280	31	1
238	280	31	1
246	280	31	2
184	281	31	1
204	281	31	1
237	281	31	1
239	281	31	1
250	281	31	1
173	282	31	1
175	282	31	1
220	282	31	2
221	282	31	1
225	282	31	1
235	282	31	1
247	282	31	1
182	283	31	1
239	283	31	1
242	283	31	1
180	284	31	1
181	284	31	1
209	284	31	1
238	284	31	1
173	285	31	1
178	285	31	1
222	285	31	1
226	285	31	3
235	285	31	2
244	285	31	2
204	286	31	1
238	286	31	1
246	286	31	2
249	286	31	1
187	287	31	1
222	287	31	1
224	287	31	1
228	287	31	1
236	287	31	1
240	287	31	1
243	287	31	1
251	287	31	1
256	287	31	1
223	288	31	1
230	288	31	1
242	288	31	1
251	288	31	1
253	288	31	1
185	289	31	1
227	289	31	1
231	289	31	1
235	289	31	1
242	289	31	1
250	289	31	1
221	290	31	1
237	290	31	1
241	290	31	1
242	290	31	1
200	291	31	1
226	291	31	1
235	291	31	1
201	292	31	1
235	292	31	1
252	292	31	1
223	293	31	1
230	293	31	1
232	293	31	1
234	293	31	1
237	293	31	1
241	294	32.8	1
248	293	31	1
202	294	31	1
209	294	31	2
225	294	31	2
226	294	31	1
202	295	31	1
232	295	31	1
233	295	31	1
241	295	31	1
244	295	31	1
247	295	31	1
255	295	31	1
257	295	31	1
199	296	31	1
200	296	31	1
223	296	31	1
225	296	31	1
225	297	31	1
234	297	31	1
241	297	31	1
246	297	31	1
223	298	31	2
235	298	31	1
242	298	31	1
248	298	31	1
251	298	31	1
233	299	31	1
243	299	31	1
226	300	31	1
238	300	31	1
248	300	31	1
229	301	31	1
233	301	31	1
241	301	31	1
247	301	31	1
248	301	31	1
243	302	31	1
234	303	31	1
237	303	31	1
243	303	31	1
235	304	31	1
225	305	31	1
235	305	31	1
233	306	31	1
226	309	31	1
231	250	32	1
226	251	32	1
228	251	32	1
229	251	32	2
216	252	32	2
227	252	32	1
231	252	32	1
215	253	32	1
216	253	32	1
231	253	32	1
225	254	32	1
235	254	32	1
224	255	32	1
228	255	32	1
216	256	32	1
192	257	32	1
221	257	32	1
193	258	32	1
228	258	32	1
240	258	32	1
193	259	32	1
242	259	32	1
244	259	32	1
247	259	32	1
203	260	32	1
214	260	32	1
216	260	32	2
239	260	32	1
243	260	32	1
246	260	32	1
194	261	32	1
220	261	32	1
245	261	32	1
194	262	32	1
196	262	32	1
203	262	32	1
215.5	262.5	32.5	2
236	262	32	1
248	262	32	1
249	262	32	2
204	263	32	1
213	263	32	1
222	263	32	2
227	263	32	1
228	263	32	1
231	263	32	1
235	263	32	1
188	264	32	1
191	264	32	1
194	264	32	2
216	264	32	1
239	264	32	1
196	265	32	1
212	265	32	1
216	265	32	1
218	265	32	1
239	265	32	1
251	265	32	1
196	266	32	1
217	266	32	1
222	266	32	1
228	266	32	1
183	267	32	1
186	267	32	1
209	267	32	1
247	267	32	1
248	267	32	1
188	268	32	1
207	268	32	1
213	268	32	1
214	268	32	1
231	268	32	1
246	268	32	1
176	269	32	1
180	269	32	1
193	269	32	1
194	269	32	1
218	269	32	1
241	269	32	1
245	269	32	1
250	269	32	1
196	270	32	1
224	270	32	1
232	270	32	1
234	270	32	1
247	270	32	3
216	271	32	1
244	271	32	1
182	272	32	1
184	272	32	1
203	272	32	1
205	272	32	1
209	272	32	1
228	272	32	1
235	272	32	1
237	272	32	1
246	272	32	1
248	272	32	2
204	273	32	1
205	273	32	2
207	273	32	1
210	273	32	1
213	273	32	1
225	273	32	1
228	273	32	2
236	273	32	1
240	273	32	1
242	273	32	1
249	273	32	1
254	273	32	1
174	274	32	1
179	274	32	1
238	274	32	1
243	274	32	1
186	275	32	1
214	275	32	1
226	275	32	1
215	276	32	2
234	276	32	1
236	276	32	1
249	276	32	1
238	277	32	1
240	277	32	1
254	277	32	2
184	278	32	1
206	278	32	1
224	278	32	1
241	278	32	1
178	279	32	1
205	279	32	2
214	279	32	1
243	279	32	1
250	279	32	1
205	280	32	1
219	280	32	2
221	280	32	1
173	281	32	1
179	281	32	1
222	281	32	1
239	281	32	1
246	281	32	1
251	281	32	1
254	281	32	1
174	282	32	2
222	282	32	1
226	282	32	1
231	282	32	1
241	282	32	1
245	282	32	1
249	282	32	1
250	282	32	1
254	282	32	1
207	283	32	1
239	283	32	1
244	283	32	1
249	283	32	1
181	284	32	1
186	284	32	1
205	284	32	1
227	284	32	1
241	284	32	1
252	284	32	1
205	285	32	1
215	285	32	1
220	285	32	1
221	285	32	1
230	285	32	1
236	285	32	1
246	285	32	1
178	286	32	1
206	286	32	1
207	286	32	2
228	286	32	2
240	286	32	1
220	287	32	1
222	287	32	1
226	287	32	1
228	287	32	1
233	287	32	1
241	287	32	1
244	287	32	1
246	287	32	1
248	287	32	1
250	287	32	1
256	287	32	1
201	288	32	1
203	288	32	1
227	288	32	1
240	288	32	1
250	288	32	1
185	289	32	1
187	289	32	1
230	289	32	1
241	290	32	1
186	291	32	1
254	291	32	1
255	291	32	1
256	291	32	1
188	292	32	1
204	292	32	1
238	292	32	1
243	292	32	2
254	292	32	1
257	292	32	1
197	293	32	2
248	293	32	1
224	294	32	1
227	294	32	1
237	294	32	1
253	294	32	1
181	295	32	1
228	295	32	2
236	295	32	1
243	295	32	1
247	295	32	1
198	296	32	1
200	296	32	2
220	296	32	1
223	296	32	1
243	296	32	1
247	296	32	1
255	296	32	1
219	297	32	1
229	297	32	1
241	297	32	1
244	297	32	1
250	297	32	1
255	297	32	1
219	298	32	1
221	298	32	1
223	298	32	1
230	298	32	3
232	298	32	1
234	298	32	1
237	298	32	1
231	299	32	1
241	299	32	1
227	300	32	1
235	300	32	1
236	300	32	1
237	300	32	1
239	300	32	1
231	301	32	1
240	301	32	1
222	302	32	1
234	302	32	1
247	302	32	1
248	302	32	1
226	303	32	1
229	303	32	2
234	305	32	1
235	305	32	1
222	306	32	1
242	306	32	1
206	307	32	1
221	307	32	1
221	308	32	1
223	308	32	1
227	308	32	1
234	309	32	1
231	310	32	1
234	311	32	1
232	312	32	1
235	313	32	1
228	250	33	1
227	251	33	1
223	252	33	1
218	253	33	2
220	254	33	1
235	254	33	1
236	254	33	1
226	255	33	1
235	255	33	2
228	256	33	1
238	256	33	1
216	257	33	1
217	257	33	2
220	257	33	1
227	257	33	1
239	257	33	2
215	258	33	1
221	258	33	1
222	258	33	1
234	258	33	1
239	258	33	1
201	259	33	1
209	259	33	1
216	259	33	1
218	259	33	1
225	259	33	1
231	259	33	1
242	259	33	1
220	260	33	2
230	260	33	1
237	260	33	1
239	260	33	1
246	260	33	1
195	261	33	1
208	261	33	1
222	261	33	1
224	261	33	1
227	261	33	1
228	261	33	1
230	261	33	1
231	261	33	1
237	261	33	1
192	262	33	1
210	262	33	1
218	262	33	1
219	262	33	1
229	262	33	1
250	262	33	1
198	263	33	1
203	263	33	1
212	263	33	1
214	263	33	1
224	263	33	2
243	263	33	1
251	263	33	1
188	264	33	1
189	264	33	1
225	264	33	1
226	264	33	1
228	264	33	1
229	264	33	1
242	264	33	1
249	264	33	1
194	265	33	1
211	265	33	1
217	265	33	2
252	265	33	1
185	266	33	1
186	266	33	1
187	266	33	1
189	266	33	2
192	266	33	1
194	266	33	1
221	266	33	1
241	266	33	1
246	266	33	1
192	267	33	1
193	267	33	1
212	267	33	2
216	267	33	1
235	267	33	1
241	267	33	1
246	267	33	2
247	267	33	1
248	267	33	1
252	267	33	1
188	268	33	1
196	268	33	1
206	268	33	1
208	268	33	1
211	268	33	1
214	268	33	1
217	268	33	1
224	268	33	2
232	268	33	1
240	268	33	1
242	268	33	1
250	268	33	1
191	269	33	1
193	269	33	1
211	269	33	1
215	269	33	2
219	269	33	1
235	269	33	1
183	270	33	1
188	270	33	1
194	270	33	1
206	270	33	1
223	270	33	1
241	270	33	1
242	270	33	1
245	270	33	2
180	271	33	3
205	271	33	1
209	271	33	1
211	271	33	1
253	271	33	1
173	272	33	1
186	272	33	1
215	272	33	1
216	272	33	1
233	272	33	1
240	272	33	1
251	272	33	1
254	272	33	1
182	273	33	1
186	273	33	1
189	273	33	1
190	273	33	1
215	273	33	1
226	273	33	1
235	273	33	1
170	274	33	1
185	274	33	2
186	274	33	1
193	274	33	1
203	274	33	2
208	274	33	1
209	274	33	1
211	274	33	1
238	274	33	1
240	274	33	1
243	274	33	1
209	275	33	1
211	275	33	1
227	275	33	1
235	275	33	1
242	275	33	2
176	276	33	1
205	276	33	1
216	277	33	1
227	277	33	1
236	277	33	1
239	277	33	1
241	277	33	2
178	278	33	2
204	278	33	1
246	278	33	1
178	279	33	1
181	279	33	1
210	279	33	1
220	279	33	1
222	279	33	1
174	280	33	1
175	280	33	1
187	280	33	2
207	280	33	1
220	280	33	1
224	280	33	1
229	280	33	1
232	280	33	2
241	280	33	1
173	281	33	2
179	281	33	1
206	281	33	1
207	281	33	1
224	281	33	1
234	281	33	1
239	281	33	1
243	281	33	1
245	281	33	1
250	281	33	1
178	282	33	1
179	282	33	1
207	282	33	2
209	282	33	1
214	282	33	1
232	282	33	1
235	282	33	1
244	282	33	1
247	282	33	1
253	282	33	1
185	283	33	1
204	283	33	1
211	283	33	2
243	283	33	2
253	283	33	1
175	284	33	1
187	284	33	1
205	284	33	1
220	284	33	1
231	284	33	1
235	284	33	1
236	284	33	1
247	284	33	1
202	285	33	2
212	285	33	1
230	285	33	1
232	285	33	1
233	285	33	1
238	285	33	1
240	285	33	1
245	285	33	1
188	286	33	2
203	286	33	1
207	286	33	1
211	286	33	1
230	286	33	1
235	286	33	1
248	286	33	1
230	287	33	1
235	287	33	1
236	287	33	1
251	287	33	1
219	288	33	1
230	288	33	1
233	288	33	1
236	288	33	1
249	288	33	1
224	289	33	1
250	289	33	1
184	290	33	1
225	290	33	1
232	290	33	1
242	290	33	2
247	290	33	1
257	290	33	1
185	291	33	1
223	291	33	1
245	291	33	1
246	291	33	2
249	291	33	1
200	292	33	1
202	292	33	1
227	292	33	2
235	292	33	1
239	292	33	1
254	292	33	1
228	293	33	1
231	293	33	1
239	293	33	1
244	293	33	2
247	293	33	1
254	293	33	1
187	294	33	2
223	294	33	1
227	294	33	1
231	294	33	1
235	294	33	1
244	294	33	1
251	294	33	1
198	295	33	1
201	295	33	1
220	295	33	1
235	295	33	1
237	295	33	1
179	296	33	1
194	296	33	1
229	296	33	1
233	296	33	1
235	296	33	1
237	296	33	1
241	296	33	1
197	297	33	1
223	297	33	1
225	297	33	1
227	297	33	1
231	297	33	1
246	297	33	1
235	298	33	1
246	298	33	1
223	299	33	1
235	299	33	1
237	299	33	1
240	299	33	1
246	299	33	1
227	300	33	1
228	300	33	1
231	300	33	1
238	300	33	1
223	301	33	2
225	301	33	1
241	301	33	1
209	302	33	1
229	302	33	1
230	302	33	1
233	302	33	1
237	302	33	1
222	303	33	1
225	303	33	1
228	303	33	1
240	303	33	1
231	304	33	2
237	304	33	1
222	305	33	1
225	305	33	1
233	305	33	1
236	306	33	1
222	307	33	1
233	307	33	1
235	307	33	1
240	308	33	1
242	308	33	1
221	309	33	1
223	309	33	1
226	309	33	1
237	309	33	1
226	310	33	1
234	310	33	1
232	311	33	1
238	311	33	1
223	313	33	2
230	314	33	1
227	252	34	1
229	252	34	1
216	253	34	1
227	253	34	1
190	256	34	1
216	256	34	1
221	257	34	1
225	257	34	2
237	257	34	3
241	257	34	1
218	258	34	1
222	258	34	1
239	258	34	1
240	258	34	1
228	259	34	1
231	259	34	1
192	260	34	1
214	260	34	1
215	260	34	1
216	260	34	1
218	260	34	1
221	260	34	1
225	260	34	1
230	260	34	1
235	260	34	1
236	260	34	1
237	260	34	1
240	260	34	1
190	261	34	1
208	261	34	1
221	261	34	1
240	261	34	1
241	261	34	1
192	262	34	1
214	262	34	1
217	262	34	1
229	262	34	1
235	262	34	1
242	262	34	1
207	263	34	1
217	263	34	1
224	263	34	1
226	263	34	1
227	263	34	1
234	263	34	1
236	263	34	1
248	263	34	1
250	263	34	1
186	264	34	1
202	264	34	1
205	264	34	1
214	264	34	1
215	264	34	1
217	264	34	1
226	264	34	1
240	264	34	1
242	264	34	1
248	264	34	1
188	265	34	1
203	265	34	1
205	265	34	1
213	265	34	2
249	265	34	1
196	266	34	1
197	266	34	1
210	266	34	1
214	266	34	1
238	266	34	1
242	266	34	1
243	266	34	1
244	266	34	1
193	267	34	1
197	267	34	1
206	267	34	1
217	267	34	1
220	267	34	1
231	267	34	1
195	268	34	1
216	268	34	1
220	268	34	1
227	268	34	1
245	268	34	1
252	268	34	1
171	269	34	1
189	269	34	1
194	269	34	1
208	269	34	1
217	269	34	1
220	269	34	1
231	269	34	1
232	269	34	1
239	269	34	1
250	269	34	1
179	270	34	1
184	270	34	1
186	270	34	1
195	270	34	1
197	270	34	1
209	270	34	1
210	270	34	1
218	270	34	1
233	270	34	1
177	271	34	1
185	271	34	1
189	271	34	1
215	271	34	1
216	271	34	1
237	271	34	1
243	271	34	1
245	271	34	1
173	272	34	1
179	272	34	2
181	272	34	1
188	272	34	1
190	272	34	1
198	272	34	1
203	272	34	2
205	272	34	1
213	272	34	1
225	272	34	1
229	272	34	1
249	272	34	1
176	273	34	1
230	273	34	1
178	274	34	1
183	274	34	1
211	274	34	1
233	274	34	1
238	274	34	1
241	274	34	1
179	275	34	1
181	275	34	1
185	275	34	1
206	275	34	1
215	275	34	1
217	275	34	1
227	275	34	1
233	275	34	1
206	276	34	1
208	276	34	1
212	276	34	1
214	276	34	2
237	276	34	1
241	276	34	1
243	276	34	2
245	276	34	1
250	276	34	1
176	277	34	1
204	277	34	1
236	277	34	2
201	278	34	1
206	278	34	1
211	278	34	1
232	278	34	1
244	278	34	1
176	279	34	1
203	279	34	2
217	279	34	1
231	279	34	1
241	279	34	1
181	280	34	1
206	280	34	1
245	280	34	1
179	281	34	1
210	281	34	1
213	281	34	1
223	281	34	1
230	281	34	1
231	281	34	1
241	281	34	1
244	281	34	1
182	282	34	1
190	282	34	1
207	282	34	1
209	282	34	1
210	282	34	1
211	282	34	1
230	282	34	1
235	282	34	1
209	283	34	2
228	283	34	1
240	283	34	1
243	283	34	1
186	284	34	1
209	284	34	1
219	284	34	1
226	284	34	1
238	284	34	1
246	284	34	1
248	284	34	1
202	285	34	2
205	285	34	1
208	285	34	1
223	285	34	1
232	285	34	1
186	286	34	1
220	286	34	1
222	286	34	1
227	286	34	1
228	286	34	1
234	286	34	1
247	286	34	1
255	286	34	1
222	287	34	1
225	287	34	1
201	288	34	1
227	288	34	1
228	288	34	1
230	288	34	1
231	288	34	1
233	288	34	2
240	288	34	1
186	289	34	1
202	289	34	1
203	289	34	1
248	289	34	1
257	289	34	1
187	290	34	1
197	290	34	2
224	290	34	1
225	290	34	1
243	290	34	1
203	291	34	1
235	291	34	1
241	291	34	1
242	291	34	1
244	291	34	2
