x	y	z	SUMOylation of DNA replication proteins
243	259	32	1
210	260	32	1
214	260	32	1
220	260	32	1
228	260	32	1
234	260	32	1
235	260	32	3
194	261	32	2
216	261	32	1
218	261	32	1
219	261	32	2
225	261	32	2
226	261	32	1
231	261	32	1
239	261	32	1
189	262	32	3
196	262	32	1
210	262	32	1
224	262	32	1
235	262	32	1
242	262	32	1
243	262	32	2
245	262	32	1
248	262	32	1
249	262	32	1
250	262	32	1
189	263	32	1
193	263	32	1
194	263	32	1
200	263	32	1
204	263	32	1
208	263	32	1
211	263	32	1
213	263	32	1
216	263	32	1
222	263	32	1
225	263	32	1
226	263	32	3
228	263	32	1
232	263	32	1
235	263	32	1
243	263	32	2
186	264	32	1
188	264	32	1
191	264	32	1
193	264	32	1
200	264	32	1
210	264	32	1
212	264	32	1
214	264	32	1
215	264	32	1
216	264	32	1
228	264	32	1
230	264	32	1
239	264	32	2
240	264	32	1
245	264	32	2
250	264	32	1
187	265	32	1
188	265	32	1
191	265	32	1
195	265	32	1
211	265	32	1
216	265	32	2
218	265	32	1
220	265	32	1
229	265	32	1
231	265	32	1
238	265	32	2
184	266	32	1
188	266	32	2
189	266	32	1
203	266	32	1
217	266	32	1
218	266	32	1
224	266	32	2
236	266	32	1
239	266	32	1
241	266	32	1
183	267	32	1
214	267	32	1
215	267	32	1
219	267	32	1
230	267	32	1
233	267	32	1
248	267	32	1
193	268	32	1
198	268	32	2
212	268	32	1
213	268	32	2
215	268	32	1
224	268	32	1
228	268	32	1
231	268	32	1
241	268	32	1
175	269	32	1
180	269	32	1
181	269	32	1
182	269	32	2
184	269	32	3
194	269	32	1
209	269	32	2
211	269	32	1
213	269	32	1
223	269	32	1
243	269	32	1
245	269	32	1
249	269	32	1
250	269	32	1
185	270	32	1
187	270	32	3
195	270	32	1
200	270	32	1
201	270	32	1
203	270	32	2
210	270	32	1
212	270	32	1
216	270	32	1
227	270	32	1
232	270	32	2
234	270	32	1
239	270	32	1
247	270	32	1
249	270	32	1
250	270	32	1
175	271	32	2
177	271	32	1
180	271	32	1
188	271	32	1
209	271	32	1
212	271	32	1
213	271	32	1
214	271	32	2
234	271	32	1
243	271	32	1
251	271	32	1
176	272	32	1
182	272	32	1
186	272	32	1
211	272	32	2
214	272	32	2
216	272	32	1
227	272	32	1
234	272	32	1
237	272	32	1
241	272	32	1
249	272	32	2
252	272	32	1
174	273	32	1
183	273	32	1
185	273	32	1
186	273	32	1
211	273	32	1
214	273	32	1
215	273	32	1
228	273	32	1
238	273	32	2
241	273	32	1
242	273	32	2
245	273	32	1
254	273	32	1
172	274	32	1
181	274	32	1
184	274	32	1
202	274	32	1
209	274	32	1
215	274	32	1
237	274	32	1
208	275	32	1
212	275	32	1
214	275	32	3
237	275	32	2
174	276	32	2
184	276	32	2
205	276	32	1
228	276	32	1
233	276	32	1
238	276	32	2
239	276	32	3
241	276	32	1
243	276	32	1
246	276	32	3
204	277	32	1
205	277	32	1
236	277	32	1
239	277	32	1
240	277	32	1
247	277	32	1
248	277	32	1
184	278	32	1
204	278	32	1
206	278	32	1
225	278	32	1
234	278	32	1
236	278	32	1
244	278	32	1
246	278	32	1
248	278	32	1
250	278	32	1
255	278	32	1
175	279	32	1
179	279	32	2
220	279	32	1
234	279	32	3
237	279	32	2
240	279	32	1
245	279	32	1
246	279	32	1
173	280	32	1
180	280	32	1
219	280	32	1
220	280	32	2
232	280	32	1
241	280	32	1
249	280	32	1
251	280	32	1
175	281	32	1
179	281	32	1
181	281	32	1
211	281	32	1
226	281	32	1
231	281	32	1
236	281	32	1
239	281	32	1
241	281	32	1
242	281	32	1
246	281	32	2
248	281	32	1
252	281	32	1
221	282	32	2
223	282	32	1
232	282	32	1
240	282	32	1
244	282	32	1
248	282	32	1
250	282	32	1
226	283	32	3
236	283	32	2
241	283	32	1
244	283	32	1
245	283	32	1
248	283	32	1
249	283	32	2
251	283	32	1
177	284	32	2
178	284	32	1
179	284	32	1
186	284	32	1
210	284	32	1
226	284	32	1
229	284	32	1
230	284	32	1
232	284	32	1
234	284	32	1
236	284	32	1
237	284	32	1
240	284	32	1
241	284	32	1
242	284	32	1
244	284	32	3
251	284	32	1
252	284	32	2
257	284	32	1
176	285	32	1
180	285	32	1
182	285	32	1
205	285	32	1
208	285	32	1
219	285	32	1
220	285	32	2
225	285	32	1
229	285	32	2
231	285	32	1
233	285	32	1
238	285	32	1
240	285	32	2
249	285	32	2
253	285	32	1
254	285	32	1
255	285	32	1
206	286	32	1
209	286	32	1
223	286	32	1
229	286	32	1
239	286	32	1
242	286	32	3
249	286	32	1
252	286	32	1
177	287	32	1
207	287	32	1
208	287	32	1
219	287	32	3
223	287	32	2
226	287	32	1
228	287	32	2
241	287	32	1
245	287	32	1
248	287	32	1
255	287	32	1
256	287	32	1
221	288	32	1
222	288	32	1
226	288	32	1
242	288	32	1
245	288	32	1
253	288	32	1
222	289	32	1
224	289	32	2
227	289	32	1
233	289	32	1
237	289	32	1
247	289	32	2
253	289	32	2
200	290	32	1
220	290	32	1
222	290	32	1
224	290	32	2
229	290	32	1
232	290	32	1
233	290	32	1
235	290	32	2
247	290	32	1
248	290	32	1
250	290	32	2
222	291	32	1
235	291	32	1
236	291	32	1
238	291	32	1
241	291	32	2
244	291	32	1
245	291	32	1
254	291	32	1
198	292	32	1
223	292	32	1
224	292	32	1
228	292	32	1
234	292	32	1
238	292	32	1
246	292	32	1
251	292	32	1
256	292	32	1
220	293	32	1
221	293	32	1
222	293	32	1
224	293	32	1
229	293	32	1
234	293	32	1
236	293	32	1
241	293	32	1
198	294	32	1
224	294	32	1
227	294	32	1
228	294	32	1
230	295	33	2
235	294	32	1
237	294	32	1
239	294	32	1
242	294	32	1
246	294	32	1
247	294	32	1
252	294	32	1
253	294	32	2
256	294	32	1
181	295	32	1
200	295	32	1
227	295	32	1
239	295	32	1
240	295	32	1
241	295	32	1
244	295	32	1
249	295	32	1
250	295	32	2
187	296	32	1
197	296	32	1
200	296	32	1
228	296	32	1
229	296	32	1
232	296	32	1
235	296	32	1
245	296	32	1
249	296	32	1
250	296	32	1
252	296	32	2
219	297	32	1
221	297	32	2
225	297	32	1
229	297	32	2
233	297	32	2
234	297	32	2
237	297	32	1
241	297	32	1
243	297	32	1
250	297	32	1
251	297	32	1
252	297	32	1
195	298	32	2
219	298	32	1
220	298	32	1
227	298	32	1
233	298	32	1
234	298	32	2
236	298	32	1
237	298	32	1
239	298	32	1
240	298	32	2
246	298	32	1
248	298	32	1
250	298	32	1
227	299	32	1
235	299	32	1
237	299	32	1
241	299	32	3
248	299	32	2
249	299	32	1
185	300	32	1
196	300	32	1
225	300	32	1
227	300	32	1
228	300	32	1
239	300	32	1
245	300	32	1
246	300	32	1
247	300	32	1
223	301	32	2
227	301	32	1
231	301	32	1
232	301	32	1
241	301	32	1
244	301	32	1
246	301	32	1
224	302	32	1
239	302	32	1
249	302	32	1
207	303	32	1
222	303	32	1
223	303	32	1
229	303	32	1
232	303	32	1
234	303	32	1
244	303	32	2
245	303	32	1
234	304	32	1
236	304	32	1
204	305	32	2
234	305	32	2
238	305	32	1
224	306	32	1
237	306	32	1
221	307	32	1
234	307	32	1
235	307	32	1
223	308	32	1
227	308	32	1
236	308	32	1
226	309	32	1
227	309	32	1
235	309	32	1
227	310	32	2
229	310	32	1
228	251	33	1
226	252	33	1
231	253	33	1
241	253	33	1
226	254	33	1
230	254	33	1
232	254	33	1
240	254	33	2
241	254	33	1
223	255	33	1
224	255	33	1
231	255	33	2
237	255	33	1
221	256	33	2
240	256	33	2
216	257	33	1
218	257	33	2
235	257	33	1
215	258	33	1
219	258	33	1
189	259	33	1
201	259	33	1
211	259	33	1
213	259	33	1
220	259	33	1
222	259	33	1
224	259	33	1
225	259	33	1
227	259	33	1
231	259	33	1
235	259	33	1
237	259	33	1
192	260	33	2
213	260	33	1
219	260	33	1
223	260	33	1
230	260	33	1
237	260	33	2
238	260	33	1
241	260	33	1
188	261	33	1
193	261	33	2
211	261	33	1
216	261	33	1
219	261	33	1
222	261	33	1
225	261	33	1
227	261	33	1
231	261	33	1
234	261	33	1
235	261	33	1
237	261	33	1
242	261	33	1
244	261	33	2
245	261	33	1
247	261	33	1
191	262	33	1
192	262	33	1
203	262	33	1
210	262	33	1
211	262	33	1
216	262	33	1
221	262	33	1
223	262	33	2
226	262	33	2
236	262	33	2
239	262	33	1
242	262	33	1
243	262	33	1
245	262	33	1
248	262	33	1
183	263	33	1
194	263	33	1
198	263	33	1
199	263	33	1
225	263	33	1
227	263	33	1
231	263	33	2
238	263	33	1
245	263	33	1
248	263	33	1
249	263	33	1
187	264	33	1
195	264	33	1
199	264	33	2
209	264	33	1
215	264	33	1
218	264	33	1
220	264	33	1
223	264	33	1
224	264	33	1
225	264	33	1
246	264	33	1
186	265	33	2
192	265	33	1
195	265	33	1
208	265	33	3
214	265	33	1
218	265	33	1
219	265	33	1
224	265	33	1
226	265	33	1
243	265	33	1
186	266	33	1
187	266	33	2
188	266	33	2
189	266	33	1
195	266	33	1
197	266	33	1
204	266	33	1
211	266	33	1
214	266	33	1
217	266	33	1
219	266	33	1
221	266	33	1
225	266	33	2
228	266	33	1
230	266	33	1
239	266	33	1
241	266	33	1
242	266	33	1
246	266	33	1
247	266	33	1
249	266	33	1
183	267	33	1
193	267	33	2
200	267	33	1
202	267	33	1
205	267	33	1
210	267	33	1
214	267	33	1
219	267	33	1
226	267	33	1
227	267	33	1
228	267	33	1
248	267	33	1
253	267	33	1
183	268	33	1
189	268	33	1
191	268	33	1
192	268	33	3
195	268	33	1
208	268	33	1
211	268	33	2
214	268	33	1
216	268	33	1
219	268	33	1
231	268	33	1
240	268	33	1
241	268	33	1
242	268	33	3
188	269	33	1
195	269	33	1
204	269	33	1
208	269	33	1
211	269	33	2
233	269	33	2
243	269	33	1
246	269	33	1
179	270	33	1
183	270	33	1
188	270	33	1
207	270	33	2
216	270	33	1
239	270	33	1
244	270	33	2
251	270	33	1
177	271	33	1
178	271	33	3
179	271	33	3
180	271	33	1
190	271	33	1
205	271	33	1
214	271	33	2
225	271	33	2
237	271	33	2
244	271	33	1
245	271	33	2
247	271	33	1
176	272	33	1
180	272	33	2
184	272	33	2
187	272	33	1
203	272	33	2
204	272	33	1
205	272	33	1
210	272	33	1
215	272	33	1
231	272	33	1
233	272	33	1
235	272	33	1
240	272	33	1
245	272	33	1
247	272	33	1
249	272	33	1
251	272	33	1
254	272	33	2
173	273	33	1
174	273	33	1
183	273	33	1
186	273	33	1
203	273	33	1
204	273	33	1
210	273	33	1
213	273	33	1
216	273	33	2
217	273	33	1
230	273	33	1
235	273	33	1
240	273	33	1
241	273	33	1
169	274	33	2
176	274	33	2
181	274	33	2
190	274	33	1
203	274	33	1
212	274	33	2
226	274	33	1
232	274	33	1
235	274	33	1
243	274	33	2
250	274	33	1
175	275	33	1
184	275	33	1
185	275	33	1
186	275	33	1
200	275	33	1
213	275	33	1
214	275	33	1
215	275	33	2
217	275	33	1
239	275	33	1
244	275	33	1
251	275	33	2
176	276	33	1
177	276	33	2
205	276	33	1
214	276	33	1
215	276	33	1
239	276	33	1
242	276	33	1
243	276	33	1
173	277	33	1
178	277	33	1
180	277	33	1
207	277	33	2
210	277	33	4
216	277	33	2
224	277	33	1
236	277	33	3
238	277	33	1
239	277	33	2
241	277	33	1
244	277	33	1
245	277	33	2
191	278	33	1
207	278	33	1
209	278	33	1
232	278	33	2
235	278	33	2
239	278	33	1
243	278	33	2
244	278	33	1
178	279	33	1
220	279	33	2
231	279	33	2
244	279	33	2
248	279	33	1
251	279	33	1
177	280	33	1
180	280	33	1
191	280	33	1
209	280	33	3
210	280	33	1
217	280	33	1
221	280	33	1
229	280	33	1
232	280	33	1
239	280	33	1
249	280	33	1
250	280	33	1
251	280	33	2
179	281	33	1
186	281	33	1
207	281	33	2
208	281	33	1
217	281	33	2
230	281	33	1
233	281	33	1
241	281	33	1
243	281	33	2
244	281	33	4
245	281	33	1
248	281	33	2
249	281	33	1
175	282	33	1
188	282	33	1
190	282	33	2
211	282	33	2
218	282	33	3
220	282	33	1
221	282	33	1
223	282	33	2
230	282	33	1
231	282	33	1
237	282	33	1
245	282	33	1
248	282	33	1
253	282	33	1
181	283	33	2
183	283	33	1
204	283	33	1
212	283	33	1
220	283	33	1
227	283	33	2
230	283	33	1
242	283	33	1
180	284	33	1
186	284	33	1
188	284	33	2
206	284	33	2
207	284	33	1
211	284	33	1
219	284	33	1
221	284	33	1
222	284	33	1
225	284	33	1
226	284	33	1
236	284	33	1
241	284	33	2
243	284	33	1
246	284	33	1
249	284	33	1
175	285	33	1
176	285	33	1
202	285	33	2
206	285	33	1
219	285	33	1
224	285	33	1
226	285	33	3
228	285	33	1
233	285	33	1
234	285	33	1
253	285	33	1
201	286	33	1
204	286	33	1
211	286	33	1
225	286	33	1
230	286	33	1
235	286	33	1
244	286	33	1
245	286	33	1
249	286	33	1
198	287	33	1
205	287	33	1
221	287	33	1
223	287	33	1
224	287	33	1
225	287	33	1
242	287	33	2
243	287	33	1
184	288	33	1
220	288	33	1
223	288	33	1
230	288	33	1
233	288	33	2
248	288	33	1
249	288	33	1
250	288	33	2
257	288	33	2
205	289	33	1
224	289	33	1
232	289	33	1
234	289	33	2
235	289	33	2
247	289	33	1
187	290	33	1
199	290	33	1
202	290	33	1
225	290	33	1
230	290	33	1
231	290	33	1
232	290	33	1
234	290	33	1
243	290	33	1
248	290	33	2
222	291	33	1
223	291	33	1
229	291	33	1
236	291	33	1
237	291	33	1
238	291	33	1
240	291	33	1
247	291	33	1
249	291	33	2
183	292	33	1
197	292	33	1
221	292	33	1
226	292	33	1
228	292	33	1
235	292	33	1
236	292	33	2
245	292	33	1
246	292	33	1
247	292	33	1
185	293	33	1
197	293	33	1
228	293	33	2
237	293	33	1
239	293	33	1
243	293	33	2
244	293	33	1
246	293	33	1
180	294	33	1
199	294	33	2
204	294	33	2
227	294	33	1
228	294	33	2
235	294	33	1
238	294	33	1
243	294	33	1
244	294	33	1
199	295	33	1
218	295	33	1
228	295	33	1
238	295	33	2
243	295	33	1
250	295	33	1
254	295	33	1
222	296	33	1
226	296	33	1
237	296	33	1
241	296	33	1
242	296	33	2
243	296	33	1
223	297	33	1
225	297	33	1
231	297	33	1
236	297	33	1
241	297	33	1
246	297	33	1
194	298	33	1
195	298	33	1
196	298	33	1
200	298	33	1
220	298	33	1
233	298	33	1
238	298	33	1
240	298	33	1
242	298	33	1
244	298	33	1
195	299	33	1
222	299	33	1
227	299	33	2
229	299	33	1
234	299	33	3
237	299	33	1
239	299	33	1
242	299	33	1
245	299	33	1
196	300	33	1
230	300	33	1
231	300	33	1
237	300	33	1
224	301	33	1
227	301	33	2
243	301	33	1
244	301	33	2
246	301	33	2
249	301	33	3
228	302	33	1
229	302	33	1
234	302	33	1
237	302	33	2
246	302	33	1
222	303	33	2
232	303	33	1
236	303	33	1
241	303	33	1
243	303	33	2
206	304	33	1
209	304	33	1
229	304	33	1
236	304	33	1
222	305	33	1
227	305	33	1
233	305	33	2
234	305	33	2
235	305	33	1
223	306	33	1
230	306	33	2
235	306	33	1
237	306	33	1
238	306	33	1
206	307	33	1
221	307	33	1
222	307	33	1
224	307	33	1
233	307	33	1
234	307	33	1
235	307	33	1
241	307	33	2
217	308	33	1
220	308	33	1
222	308	33	2
224	308	33	1
233	308	33	1
240	308	33	1
226	309	33	1
228	309	33	3
232	309	33	2
233	309	33	1
235	309	33	1
237	309	33	1
224	310	33	1
225	310	33	1
228	310	33	1
229	310	33	1
231	310	33	1
233	310	33	1
239	310	33	1
232	311	33	1
233	311	33	2
222	312	33	1
225	313	33	1
229	313	33	1
234	313	33	1
228	314	33	1
230	314	33	2
230	318	33	1
229	251	34	1
227	252	34	2
229	252	34	1
216	253	34	1
225	253	34	2
228	253	34	1
226	254	34	1
228	254	34	1
230	255	34	1
237	255	34	2
219	256	34	1
221	256	34	1
224	256	34	1
226	256	34	1
227	256	34	1
232	256	34	1
233	256	34	1
210	257	34	1
220	257	34	1
221	257	34	1
225	257	34	1
241	257	34	1
201	258	34	2
217	258	34	1
223	258	34	1
224	258	34	2
228	258	34	1
240	258	34	2
242	258	34	1
244	258	34	1
211	259	34	1
222	259	34	1
227	259	34	1
229	259	34	1
232	259	34	1
192	260	34	1
214	260	34	1
217	260	34	1
218	260	34	1
223	260	34	1
188	261	34	1
204	261	34	1
214	261	34	1
215	261	34	1
221	261	34	1
222	261	34	1
229	261	34	1
232	261	34	1
235	261	34	2
244	261	34	2
246	261	34	2
190	262	34	1
192	262	34	1
194	262	34	1
220	262	34	1
229	262	34	2
235	262	34	2
236	262	34	1
241	262	34	1
243	262	34	1
193	263	34	2
206	263	34	1
217	263	34	1
218	263	34	2
223	263	34	1
224	263	34	1
226	263	34	2
227	263	34	1
228	263	34	1
232	263	34	1
234	263	34	1
236	263	34	1
250	263	34	1
251	263	34	1
252	263	34	1
187	264	34	1
191	264	34	1
192	264	34	1
193	264	34	1
206	264	34	1
209	264	34	1
213	264	34	1
216	264	34	1
218	264	34	1
221	264	34	2
224	264	34	1
228	264	34	1
235	264	34	1
237	264	34	1
243	264	34	1
248	264	34	1
176	265	34	1
187	265	34	1
188	265	34	1
196	265	34	2
203	265	34	1
204	265	34	1
209	265	34	1
213	265	34	3
222	265	34	1
223	265	34	1
226	265	34	1
231	265	34	1
241	265	34	1
243	265	34	1
245	265	34	1
250	265	34	1
186	266	34	1
197	266	34	1
220	266	34	1
221	266	34	1
227	266	34	1
228	266	34	1
235	266	34	1
237	266	34	2
238	266	34	2
246	266	34	2
249	266	34	1
251	266	34	2
252	266	34	1
192	267	34	1
193	267	34	1
196	267	34	1
208	267	34	1
217	267	34	1
218	267	34	2
220	267	34	1
221	267	34	1
228	267	34	1
235	267	34	1
248	267	34	1
250	267	34	1
173	268	34	1
189	268	34	1
191	268	34	2
215	268	34	1
217	268	34	1
220	268	34	1
221	268	34	1
231	268	34	2
233	268	34	2
240	268	34	1
242	268	34	1
244	268	34	1
250	268	34	1
171	269	34	1
175	269	34	1
185	269	34	1
192	269	34	1
197	269	34	1
208	269	34	1
216	269	34	1
220	269	34	1
230	269	34	2
231	269	34	1
234	269	34	2
241	269	34	2
242	269	34	1
243	269	34	1
244	269	34	1
249	269	34	1
251	269	34	1
253	269	34	1
179	270	34	1
185	270	34	1
187	270	34	1
189	270	34	1
195	270	34	1
199	270	34	2
200	270	34	2
203	270	34	1
205	270	34	1
216	270	34	1
223	270	34	1
228	270	34	1
231	270	34	1
239	270	34	1
241	270	34	1
243	270	34	1
249	270	34	1
172	271	34	2
173	271	34	1
179	271	34	1
180	271	34	1
185	271	34	1
186	271	34	1
187	271	34	1
188	271	34	1
201	271	34	1
214	271	34	1
215	271	34	2
217	271	34	1
226	271	34	1
230	271	34	1
234	271	34	1
240	271	34	1
243	271	34	1
244	271	34	1
248	271	34	1
249	271	34	1
176	272	34	3
181	272	34	1
183	272	34	1
198	272	34	1
206	272	34	1
211	272	34	1
212	272	34	2
213	272	34	1
214	272	34	1
216	272	34	2
226	272	34	1
228	272	34	1
232	272	34	2
235	272	34	1
237	272	34	1
239	272	34	1
248	272	34	1
249	272	34	1
184	273	34	2
188	273	34	1
210	273	34	1
215	273	34	1
216	273	34	1
218	273	34	1
219	273	34	2
230	273	34	1
231	273	34	1
233	273	34	2
239	273	34	1
248	273	34	1
174	274	34	1
180	274	34	1
182	274	34	1
206	274	34	1
216	274	34	1
231	274	34	1
233	274	34	1
246	274	34	1
179	275	34	1
206	275	34	1
209	275	34	1
212	275	34	1
213	275	34	1
217	275	34	1
219	275	34	1
226	275	34	1
235	275	34	1
174	276	34	1
180	276	34	2
207	276	34	1
214	276	34	1
235	276	34	2
239	276	34	1
240	276	34	1
242	276	34	1
243	276	34	1
183	277	34	1
184	277	34	1
186	277	34	1
189	277	34	1
202	277	34	1
203	277	34	2
206	277	34	1
215	277	34	1
236	277	34	1
244	277	34	1
245	277	34	1
176	278	34	1
178	278	34	1
186	278	34	1
201	278	34	1
203	278	34	1
211	278	34	2
212	278	34	1
214	278	34	1
231	278	34	1
234	278	34	1
236	278	34	1
243	278	34	1
175	279	34	1
180	279	34	1
181	279	34	1
207	279	34	1
217	279	34	2
219	279	34	1
223	279	34	2
227	279	34	1
231	279	34	1
232	279	34	1
238	279	34	1
176	280	34	1
180	280	34	1
181	280	34	1
188	280	34	1
193	280	34	1
205	280	34	1
207	280	34	1
209	280	34	1
221	280	34	1
233	280	34	1
234	280	34	1
236	280	34	1
245	280	34	1
173	281	34	1
177	281	34	1
180	281	34	2
192	281	34	1
204	281	34	1
205	281	34	1
229	281	34	2
233	281	34	1
241	281	34	2
175	282	34	1
179	282	34	2
188	282	34	1
189	282	34	1
190	282	34	1
206	282	34	1
207	282	34	1
209	282	34	1
210	282	34	1
211	282	34	1
214	282	34	2
218	282	34	1
234	282	34	1
240	282	34	1
175	283	34	2
187	283	34	1
192	283	34	2
204	283	34	1
209	283	34	3
232	283	34	2
233	283	34	1
238	283	34	1
240	283	34	1
253	283	34	1
185	284	34	1
191	284	34	1
203	284	34	1
205	284	34	1
207	284	34	1
215	284	34	1
222	284	34	1
223	284	34	1
225	284	34	2
226	284	34	1
229	284	34	2
249	284	34	1
254	284	34	1
176	285	34	1
177	285	34	1
187	285	34	1
203	285	34	1
204	285	34	1
205	285	34	1
209	285	34	1
210	285	34	1
218	285	34	2
219	285	34	1
220	285	34	1
222	285	34	2
226	285	34	1
237	285	34	2
240	285	34	1
247	285	34	2
189	286	34	3
199	286	34	2
205	286	34	1
208	286	34	1
213	286	34	1
223	286	34	1
229	286	34	1
234	286	34	1
240	286	34	1
242	286	34	2
255	286	34	1
184	287	34	2
188	287	34	1
209	287	34	2
224	287	34	2
227	287	34	2
230	287	34	2
231	287	34	1
234	287	34	1
238	287	34	1
239	287	34	1
245	287	34	1
247	287	34	2
190	288	34	1
199	288	34	1
203	288	34	1
204	288	34	1
205	288	34	1
220	288	34	1
221	288	34	1
222	288	34	1
227	288	34	2
228	288	34	1
229	288	34	1
230	288	34	1
235	288	34	2
240	288	34	2
248	288	34	1
255	288	34	1
185	289	34	1
186	289	34	1
202	289	34	2
224	289	34	2
228	289	34	2
235	289	34	1
241	289	34	2
246	289	34	1
248	289	34	1
249	289	34	1
257	289	34	1
176	290	34	1
182	290	34	1
187	290	34	1
197	290	34	1
199	290	34	1
204	290	34	1
230	290	34	2
232	290	34	1
240	290	34	1
253	290	34	1
203	291	34	2
223	291	34	2
224	291	34	2
232	291	34	2
234	291	34	1
235	291	34	1
242	291	34	1
245	291	34	1
246	291	34	2
249	291	34	1
250	291	34	1
255	291	34	1
200	292	34	1
203	292	34	1
221	292	34	1
223	292	34	1
226	292	34	1
230	292	34	1
233	292	34	1
238	292	34	1
241	292	34	3
242	292	34	2
194	293	34	1
201	293	34	3
202	293	34	2
205	293	34	2
207	293	34	1
223	293	34	1
235	293	34	1
238	293	34	1
247	293	34	1
177	294	34	1
182	294	34	1
183	294	34	1
197	294	34	1
198	294	34	1
206	294	34	1
223	294	34	1
229	294	34	2
235	294	34	1
236	294	34	1
242	294	34	1
243	294	34	3
194	295	34	1
198	295	34	1
202	295	34	1
218	295	34	1
220	295	34	1
222	295	34	1
224	295	34	1
229	295	34	1
230	295	34	1
231	295	34	1
191	296	34	1
196	296	34	1
198	296	34	1
199	296	34	1
202	296	34	2
217	296	34	1
221	296	34	1
223	296	34	1
225	296	34	2
226	296	34	1
229	296	34	1
236	296	34	1
241	296	34	1
242	296	34	1
243	296	34	1
179	297	34	1
199	297	34	1
204	297	34	1
220	297	34	1
221	297	34	1
224	297	34	1
233	297	34	2
235	297	34	1
182	298	34	1
196	298	34	1
203	298	34	1
224	298	34	1
228	298	34	1
236	298	34	1
237	298	34	1
239	298	34	1
241	298	34	1
244	298	34	1
245	298	34	1
251	298	34	1
196	299	34	1
197	299	34	1
207	299	34	2
227	299	34	1
241	299	34	1
244	299	34	2
247	299	34	1
224	300	34	2
226	300	34	1
229	300	34	1
241	300	34	2
242	300	34	2
198	301	34	1
225	301	34	1
233	301	34	1
236	301	34	2
241	301	34	1
242	301	34	1
245	301	34	1
226	302	34	1
228	302	34	1
232	302	34	1
236	302	34	1
226	303	34	1
227	303	34	1
231	303	34	1
236	303	34	1
237	303	34	1
241	303	34	1
243	303	34	1
194	304	34	2
231	304	34	2
240	304	34	1
241	304	34	1
222	305	34	1
235	305	34	1
239	305	34	1
223	306	34	1
225	306	34	2
227	306	34	2
235	306	34	1
221	307	34	1
224	307	34	1
226	307	34	1
232	307	34	1
236	307	34	1
243	307	34	1
224	308	34	1
225	308	34	1
240	308	34	1
243	308	34	1
221	309	34	1
223	309	34	1
228	309	34	2
232	309	34	1
234	309	34	3
216	310	34	1
224	310	34	1
226	310	34	1
222	311	34	1
227	311	34	1
236	311	34	1
229	312	34	1
236	312	34	1
221	313	34	1
228	313	34	2
233	313	34	1
225	314	34	1
228	315	34	1
229	315	34	1
231	315	34	2
233	315	34	1
238	315	34	1
230	316	34	1
233	316	34	1
234	316	34	1
233	317	34	2
230	248	35	2
226	250	35	1
228	250	35	1
224	251	35	1
225	251	35	3
227	251	35	2
226	252	35	1
221	253	35	2
226	253	35	2
221	254	35	2
225	254	35	1
231	254	35	1
209	255	35	1
219	255	35	1
223	255	35	1
224	255	35	1
227	255	35	1
231	255	35	2
220	256	35	1
221	256	35	2
225	256	35	2
240	256	35	1
191	257	35	2
215	257	35	1
221	257	35	1
227	257	35	1
241	257	35	1
217	258	35	1
237	258	35	4
240	258	35	1
242	258	35	1
215	259	35	1
220	259	35	3
231	259	35	2
234	259	35	1
241	259	35	1
244	259	35	1
190	260	35	1
191	260	35	1
210	260	35	1
212	260	35	1
216	260	35	1
217	260	35	2
223	260	35	1
229	260	35	2
230	260	35	1
233	260	35	1
234	260	35	1
236	260	35	1
237	260	35	1
238	260	35	1
241	260	35	1
242	260	35	3
244	260	35	1
189	261	35	1
212	261	35	1
213	261	35	1
217	261	35	1
223	261	35	1
228	261	35	1
229	261	35	1
231	261	35	1
232	261	35	1
240	261	35	1
246	261	35	2
190	262	35	1
193	262	35	1
206	262	35	1
208	262	35	1
211	262	35	2
223	262	35	1
224	262	35	1
226	262	35	1
228	262	35	1
231	262	35	1
238	262	35	1
240	262	35	2
243	262	35	1
189	263	35	1
190	263	35	1
205	263	35	1
209	263	35	1
212	263	35	1
213	263	35	1
219	263	35	1
221	263	35	1
226	263	35	1
233	263	35	1
235	263	35	1
237	263	35	1
238	263	35	1
241	263	35	2
243	263	35	1
250	263	35	1
190	264	35	1
212	264	35	1
216	264	35	1
217	264	35	1
221	264	35	1
225	264	35	1
229	264	35	1
232	264	35	1
236	264	35	1
237	264	35	2
242	264	35	1
178	265	35	1
196	265	35	1
202	265	35	1
204	265	35	1
209	265	35	1
211	265	35	1
218	265	35	2
219	265	35	1
220	265	35	1
224	265	35	1
225	265	35	1
231	265	35	2
242	265	35	1
184	266	35	1
188	266	35	1
206	266	35	1
208	266	35	3
219	266	35	1
220	266	35	1
221	266	35	1
223	266	35	2
224	266	35	1
240	266	35	1
241	266	35	1
250	266	35	2
251	266	35	1
176	267	35	1
186	267	35	1
191	267	35	2
196	267	35	2
206	267	35	1
209	267	35	1
215	267	35	1
216	267	35	1
219	267	35	1
222	267	35	1
225	267	35	1
229	267	35	1
243	267	35	1
247	267	35	1
249	267	35	3
183	268	35	1
186	268	35	1
187	268	35	1
193	268	35	1
195	268	35	2
205	268	35	2
208	268	35	1
209	268	35	1
213	268	35	1
215	268	35	1
216	268	35	1
218	268	35	1
220	268	35	1
223	268	35	1
225	268	35	1
232	268	35	3
239	268	35	2
241	268	35	1
243	268	35	1
248	268	35	1
174	269	35	1
176	269	35	1
