x	y	z	Post NMDA receptor activation events
221	287	32	1
222	287	32	1
223	287	32	1
224	287	32	1
226	287	32	2
230	287	32	1
231	287	32	1
234	287	32	1
236.5	287.5	32.5	2
237	287	32	1
238	287	32	2
240	287	32	1
242	287	32	2
245	287	32	2
246	287	32	4
247	287	32	1
249	287	32	1
254	287	32	2
256	287	32	1
202	288	32	2
221	288	32	1
225	288	32	1
229	288	32	1
234	288	32	1
235	288	32	1
236	288	32	3
237	288	32	1
239	288	32	1
240	288	32	1
242	288	32	1
243	288	32	1
244	288	32	1
248	288	32	4
249	288	32	1
253	288	32	1
258	288	32	1
185	289	32	2
187	289	32	3
226	289	32	2
227	289	32	1
229	289	32	3
230	289	32	2
233	289	32	1
234	289	32	1
235	289	32	1
239	289	32	1
242	289	32	2
243	289	32	1
244	289	32	2
247	289	32	1
248	289	32	1
253	289	32	2
185	290	32	1
187	290	32	1
199	290	32	2
206	290	32	2
220	290	32	1
221	290	32	2
229	290	32	2
230	290	32	1
233	290	32	1
234	290	32	2
235	290	32	1
236	290	32	1
239	290	32	1
241	290	32	1
243	290	32	1
244	290	32	2
245	290	32	1
246	290	32	1
250	290	32	1
252	290	32	1
253	290	32	1
186	291	32	2
198	291	32	1
200	291	32	1
222	291	32	1
223	291	32	2
224	291	32	2
226	291	32	2
233.333333333333	291.333333333333	33	1
235	291	32	1
238	291	32	1
241	291	32	1
243	291	32	1
244	291	32	1
248	291	32	1
250	291	32	1
254	291	32	3
188	292	32	2
197	292	32	2
199	292	32	1
201	292	32	1
203	292	32	5
222	292	32	2
223	292	32	1
224	292	32	3
227	292	32	3
236.75	292.75	33	1
238	292	32	1
242	292	32	2
243	292	32	1
246	292	32	1
248	292	32	1
249	292	32	1
250	292	32	1
251	292	32	2
252	292	32	1
256	292	32	1
257	292	32	1
179	293	32	1
198	293	32	1
207	293	32	2
216	293	32	2
222	293	32	1
223	293	32	1
229	293	32	2
232	293	32	2
233	293	32	1
234	293	32	2
237	293	32	2
242	293	32	2
244	293	32	2
245	293	32	1
249	293	32	1
253	293	32	1
256	293	32	1
180	294	32	1
197	294	32	2
204	294	32	4
221	294	32	2
223	294	32	1
224	294	32	2
225	294	32	1
231	294	32	2
233	294	32	1
236	294	32	1
237	294	32	1
245	294	32	1
247	294	32	3
251	294	32	1
252	294	32	2
253	294	32	1
181	295	32	1
195	295	32	3
200	295	32	1
217	295	32	2
218	295	32	2
220	295	32	2
224	295	32	1
225	295	32	1
226	295	32	2
227	295	32	2
228	295	32	1
229	295	32	3
232	295	32	2
239	295	32	1
244	295	32	1
245	295	32	1
248	295	32	1
253	295	32	1
187	296	32	1
197	296	32	1
198	296	32	2
202	296	32	1
218	296	32	1
220	296	32	2
225	296	32	1
226	296	32	2
228	296	32	2
231	296	32	1
232	296	32	1
234	296	32	1
237	296	32	1
242	296	32	1
244	296	32	1
245	296	32	3
247	296	32	3
249	296	32	1
250	296	32	1
252	296	32	2
255	296	32	1
183	297	32	3
199	297	32	3
221	297	32	2
225	297	32	1
229	297	32	1
233	297	32	1
236	297	32	4
237	297	32	3
241	297	32	2
242	297	32	2
243	297	32	2
244	297	32	1
248	297	32	1
250	297	32	1
251	297	32	1
252	297	32	1
254	297	32	1
255	297	32	1
198	298	32	1
199	298	32	3
202	298	32	3
219	298	32	2
220	298	32	2
223	298	32	3
227	298	32	1
228	298	32	2
230	298	32	1
232	298	32	2
236	298	32	1
238	298	32	1
239	298	32	2
240	298	32	1
247	298	32	1
248	298	32	1
249	298	32	2
251	298	32	1
253	298	32	1
197	299	32	1
227	299	32	3
228	299	32	1
233	299	32	1
236	299	32	2
241	299	32	1
242	299	32	1
243	299	32	1
247	299	32	2
196	300	32	1
197	300	32	1
225	300	32	1
227	300	32	1
228	300	32	1
236	300	32	1
240	300	32	7
245	300	32	1
246	300	32	1
196	301	32	1
210	301	32	2
221	301	32	1
223	301	32	2
224	301	32	2
225	301	32	2
229	301	32	2
234	301	32	1
237	301	32	1
239	301	32	1
240	301	32	2
243	301	32	2
244	301	32	1
245	301	32	1
222	302	32	2
224	302	32	1
229	302	32	1
230	302	32	1
231	302	32	2
233	302	32	2
234	302	32	1
236	302	32	1
241	302	32	1
243	302	32	1
245	302	32	2
248	302	32	1
249	302	32	1
207	303	32	1
223	303	32	2
226	303	32	1
225	304	32	2
231	304	32	3
233	304	32	1
236	304	32	1
239	304	32	2
243	304	32	2
245	304	32	3
204	305	32	1
221	305	32	1
222	305	32	1
234	305	32	3
237	305	32	1
238	305	32	1
242	305	32	3
208	306	32	1
222	306	32	2
233	306	32	1
235	306	32	1
236	306	32	1
237	306	32	1
241	306	32	2
242	306	32	2
206	307	32	2
225	307	32	4
226	307	32	1
234	307	32	1
236	307	32	3
237	307	32	1
221	308	32	1
225	308	32	1
227	308	32	2
229	308	32	1
220	309	32	2
224	309	32	2
231	309	32	1
234	309	32	1
235	309	32	1
225	310	32	2
229	310	32	1
233	310	32	2
234	311	32	1
227	312	32	2
229	312	32	1
232	312	32	1
235	313	32	1
228	249	33	1
232	249	33	1
226	251	33	2
227	251	33	1
228	251	33	1
230	251	33	1
223	252	33	3
227	252	33	1
231	252	33	1
216	253	33	1
221	253	33	2
222	253	33	1
224	253	33	1
225	253	33	2
228	253	33	1
232	253	33	3
240	253	33	3
219	254	33	1
223	254	33	1
226	254	33	1
230	254	33	1
232	254	33	1
235	254	33	1
236	254	33	1
240	254	33	1
241	254	33	1
217	255	33	1
218	255	33	1
220	255	33	1
221	255	33	1
223	255	33	4
226	255	33	1
231	255	33	1
235	255	33	1
236	255	33	1
237	255	33	2
215	256	33	1
216	256	33	2
221	256	33	1
222	256	33	1
223	256	33	1
225	256	33	1
228	256	33	1
230	256	33	2
232	256	33	1
237	256	33	1
238	256	33	1
214	257	33	1
216	257	33	1
218	257	33	1
219	257	33	1
220	257	33	1
221	257	33	1
222	257	33	1
227	257	33	1
230	257	33	1
235	257	33	1
237	257	33	1
216	258	33	1
217	258	33	3
218	258	33	3
223	258	33	1
230	258	33	1
232	258	33	1
234	258	33	2
239	258	33	1
242	258	33	2
209	259	33	3
215	259	33	1
216	259	33	1
217	259	33	1
218	259	33	1
223	259	33	1
224	259	33	1
225	259	33	1
226	259	33	1
227	259	33	2
231	259	33	1
232	259	33	2
235	259	33	1
237	259	33	1
243	259	33	1
244	259	33	1
192	260	33	1
217	260	33	1
219	260	33	2
231	260	33	1
239	260	33	2
240	260	33	4
243	260	33	3
182	261	33	1
188	261	33	3
193	261	33	1
195	261	33	1
205	261	33	1
208	261	33	2
209	261	33	2
216	261	33	3
218	261	33	3
219	261	33	2
220	261	33	1
224	261	33	1
225	261	33	2
226	261	33	1
227	261	33	2
228	261	33	2
229	261	33	1
231	261	33	1
232	261	33	2
237	261	33	1
238	261	33	1
240	261	33	2
241	261	33	1
242	261	33	1
244	261	33	1
247	261	33	1
192	262	33	1
196	262	33	2
203	262	33	1
212	262	33	1
214	262	33	3
215	262	33	1
216	262	33	1
224	262	33	1
227	262	33	3
228	262	33	1
238	262	33	2
239	262	33	1
240	262	33	2
241	262	33	1
248	262	33	2
250	262	33	3
183	263	33	2
185	263	33	1
190	263	33	1
200	263	33	1
211	263	33	1
213	263	33	1
217	263	33	3
218	263	33	1
219	263	33	1
220	263	33	1
222	263	33	1
227	263	33	1
237	263	33	1
238	263	33	1
239	263	33	1
242	263	33	1
243	263	33	1
245	263	33	1
247	263	33	1
248	263	33	2
249	263	33	2
251	263	33	1
185	264	33	2
186	264	33	1
187	264	33	1
191	264	33	3
192	264	33	1
193	264	33	1
195	264	33	1
199	264	33	1
210	264	33	3
211	264	33	1
212	264	33	2
215	264	33	2
216	264	33	1
218	264	33	2
220	264	33	1
221	264	33	1
223	264	33	1
228	264	33	2
229	264	33	1
237	264	33	1
239	264	33	1
242	264	33	2
245	264	33	1
250	264	33	2
185	265	33	1
194	265	33	2
195	265	33	1
207	265	33	1
211	265	33	1
213	265	33	2
218	265	33	1
219	265	33	1
221	265	33	1
222	265	33	1
223	265	33	1
224	265	33	2
226	265	33	1
233	265	33	2
235	265	33	1
239	265	33	1
242	265	33	3
245	265	33	1
247	265	33	1
248	265	33	1
184	266	33	2
185	266	33	2
190	266	33	1
191	266	33	1
195	266	33	3
197	266	33	1
208	266	33	2
211	266	33	2
213	266	33	1
220	266	33	1
221	266	33	1
222	266	33	2
224	266	33	1
225	266	33	1
228	266	33	1
241	266	33	1
242	266	33	2
247	266	33	1
249	266	33	1
250	266	33	1
184	267	33	3
192	267	33	2
193	267	33	1
194	267	33	2
200	267	33	3
202	267	33	1
205	267	33	1
214	267	33	1
215	267	33	2
219	267	33	1
220	267	33	1
225	267	33	1
228	267	33	2
229	267	33	3
231	267	33	2
241	267	33	2
245	267	33	1
247	267	33	1
250	267	33	1
183	268	33	1
191	268	33	1
192	268	33	3
193	268	33	2
196	268	33	1
206	268	33	1
208	268	33	3
209	268	33	1
211	268	33	1
213	268	33	1
215	268	33	1
216	268	33	1
217	268	33	2
220	268	33	1
224	268	33	1
225	268	33	1
231	268	33	1
241	268	33	2
243	268	33	3
250	268	33	1
252	268	33	1
188	269	33	1
191	269	33	2
192	269	33	1
193	269	33	1
195	269	33	2
208	269	33	1
216	269	33	1
217	269	33	1
219	269	33	1
224	269	33	1
227	269	33	1
233	269	33	1
234	269	33	2
239	269	33	1
243	269	33	1
244	269	33	2
245	269	33	1
246	269	33	1
251	269	33	1
174	270	33	1
183	270	33	1
184	270	33	1
186	270	33	2
194	270	33	1
198	270	33	3
205	270	33	3
206	270	33	2
207	270	33	1
209	270	33	1
210	270	33	1
212	270	33	1
216	270	33	1
223	270	33	2
234	270	33	3
239	270	33	1
240	270	33	3
242	270	33	2
243	270	33	1
245	270	33	1
248	270	33	1
249	270	33	1
173	271	33	3
181	271	33	4
182	271	33	2
185	271	33	1
187	271	33	1
190	271	33	1
204	271	33	2
205	271	33	1
206	271	33	3
208	271	33	2
209	271	33	2
211	271	33	2
214	271	33	2
215	271	33	1
216	271	33	3
217	271	33	3
225	271	33	3
226	271	33	1
231	271	33	1
237	271	33	3
245	271	33	1
246	271	33	1
248	271	33	1
172	272	33	1
176	272	33	2
177	272	33	1
182	272	33	1
183	272	33	1
184	272	33	1
186	272	33	1
187	272	33	1
204	272	33	2
205	272	33	1
208	272	33	3
210	272	33	2
213	272	33	1
215	272	33	1
217	272	33	2
225	272	33	1
232	272	33	1
233	272	33	1
234	272	33	1
235	272	33	3
242	272	33	1
244	272	33	1
245	272	33	3
246	272	33	2
251	272	33	1
171	273	33	2
173	273	33	2
181	273	33	3
182	273	33	2
183	273	33	1
185	273	33	1
186	273	33	2
188	273	33	1
189	273	33	1
190	273	33	1
196	273	33	2
203	273	33	1
204	273	33	3
205	273	33	1
211	273	33	2
215	273	33	1
216	273	33	1
239	273	33	1
240	273	33	1
243	273	33	2
249	273	33	1
169	274	33	1
176	274	33	2
182	274	33	1
185	274	33	1
186	274	33	1
190	274	33	1
201	274	33	1
202	274	33	1
205	274	33	4
207	274	33	2
212	274	33	1
217	274	33	1
226	274	33	1
232	274	33	3
233	274	33	1
237	274	33	1
238	274	33	2
240	274	33	1
242	274	33	1
244	274	33	1
245	274	33	2
183	275	33	2
185	275	33	1
188	275	33	1
206	275	33	1
207	275	33	1
212	275	33	3
213	275	33	1
214	275	33	2
215	275	33	4
216	275	33	2
217	275	33	3
227	275	33	2
235	275	33	1
237	275	33	3
239	275	33	3
243	275	33	3
246	275	33	1
250	275	33	1
174	276	33	2
176	276	33	1
177	276	33	1
189	276	33	1
192	276	33	3
201	276	33	2
215	276	33	1
236	276	33	3
239	276	33	2
240	276	33	1
241	276	33	2
242	276	33	1
243	276	33	2
244	276	33	1
173	277	33	1
176	277	33	4
180	277	33	2
187	277	33	2
202	277	33	1
206	277	33	1
207	277	33	2
208	277	33	1
215	277	33	1
216	277	33	2
232	277	33	1
234	277	33	4
237	277	33	2
239	277	33	1
242	277	33	1
243	277	33	3
244	277	33	1
245	277	33	2
247	277	33	1
177	278	33	2
178	278	33	2
191	278	33	1
207	278	33	1
235	278	33	1
239	278	33	1
240	278	33	4
243	278	33	1
244	278	33	1
246	278	33	2
175	279	33	1
201	279	33	1
207	279	33	2
208	279	33	3
210	279	33	1
220	279	33	1
231	279	33	1
234	279	33	2
240	279	33	1
241	279	33	2
244	279	33	2
248	279	33	1
175	280	33	1
176	280	33	1
177	280	33	1
180	280	33	1
187	280	33	1
203	280	33	1
210	280	33	2
217	280	33	1
220	280	33	2
232	280	33	2
239	280	33	1
242	280	33	1
247	280	33	2
248	280	33	1
249	280	33	2
250	280	33	2
251	280	33	1
173	281	33	1
175	281	33	1
176	281	33	3
180	281	33	2
186	281	33	2
206	281	33	3
217	281	33	2
219	281	33	2
223	281	33	2
225	281	33	1
234	281	33	1
241	281	33	1
243	281	33	1
247	281	33	1
250	281	33	2
175	282	33	2
177	282	33	1
178	282	33	2
179	282	33	3
188	282	33	2
190	282	33	1
205	282	33	1
209	282	33	1
210	282	33	2
221	282	33	1
222	282	33	2
223	282	33	1
224	282	33	3
225	282	33	2
226	282	33	1
230	282	33	2
231	282	33	2
232	282	33	1
233	282	33	1
235	282	33	4
243	282	33	3
244	282	33	1
245	282	33	2
247	282	33	1
248	282	33	1
250	282	33	3
253	282	33	2
174	283	33	1
176	283	33	2
181	283	33	2
185	283	33	1
189	283	33	2
204	283	33	1
207	283	33	1
209	283	33	1
220	283	33	1
226	283	33	1
229	283	33	2
230	283	33	1
232	283	33	1
233	283	33	1
236	283	33	1
239	283	33	1
240	283	33	1
241	283	33	1
242	283	33	3
247	283	33	1
250	283	33	1
253	283	33	1
175	284	33	1
184	284	33	1
186	284	33	2
188	284	33	1
205	284	33	1
208	284	33	2
210	284	33	2
211	284	33	1
219	284	33	1
220	284	33	1
224	284	33	1
229	284	33	1
230	284	33	1
235	284	33	1
246	284	33	1
248	284	33	1
249	284	33	1
254	284	33	1
176	285	33	1
178	285	33	1
204	285	33	1
220	285	33	1
223	285	33	1
225	285	33	1
228	285	33	1
230	285	33	1
233	285	33	1
234	285	33	2
236	285	33	1
237.5	285.5	33.5	2
243	285	33	2
245	285	33	1
247	285	33	1
248	285	33	1
253	285	33	1
254	285	33	1
185	286	33	1
188	286	33	2
201	286	33	1
203	286	33	2
207	286	33	1
208	286	33	1
211	286	33	3
218	286	33	1
219	286	33	1
221	286	33	2
223	286	33	1
226	286	33	1
235	286	33	1
236	286	33	2
238	286	33	1
239	286	33	1
241.5	286.5	33.5	2
245	286	33	3
246	286	33	1
249	286	33	1
179	287	33	1
185	287	33	1
199	287	33	3
208	287	33	2
219	287	33	1
220	287	33	3
224	287	33	2
226	287	33	3
227	287	33	2
230	287	33	2
233	287	33	3
234	287	33	2
235	287	33	1
236	287	33	2
243	287	33	1
244	287	33	1
246	287	33	1
184	288	33	1
187	288	33	1
202	288	33	2
220	288	33	1
230	288	33	2
233	288	33	1
234	288	33	1
236	288	33	1
244	288	33	1
245	288	33	2
246	288	33	2
247	288	33	3
249	288	33	1
250	288	33	1
255	288	33	1
184	289	33	1
200	289	33	2
201	289	33	1
205	289	33	1
223	289	33	1
224	289	33	1
231	289	33	1
232	289	33	1
234	289	33	2
250	289	33	1
184	290	33	4
197	290	33	2
199	290	33	1
200	290	33	2
222	290	33	1
230	290	33	1
233	290	33	1
238	290	33	1
239	290	33	1
241	290	33	2
243	290	33	1
247	290	33	2
248	290	33	1
257	290	33	1
197	291	33	2
200	291	33	1
203	291	33	2
222	291	33	1
223	291	33	1
225	291	33	2
226	291	33	2
229	291	33	1
231	291	33	1
234	291	33	1
237	291	33	1
238	291	33	1
240	291	33	1
241	291	33	1
247	291	33	1
248	291	33	2
249	291	33	1
197	292	33	1
201	292	33	2
202	292	33	3
221	292	33	1
223	292	33	2
225	292	33	2
227	292	33	2
229	292	33	1
233	292	33	1
236	292	33	2
242	292	33	3
245	292	33	3
247	292	33	1
249	292	33	1
254	292	33	2
256	292	33	1
199	293	33	2
223	293	33	1
224	293	33	1
225	293	33	1
226	293	33	1
229	293	33	2
230	293	33	2
233	293	33	1
235	293	33	2
237	293	33	2
239	293	33	2
241	293	33	2
244	293	33	1
246	293	33	1
248	293	33	1
251	293	33	1
252	293	33	1
187	294	33	2
202	294	33	3
213	294	33	2
227	294	33	1
228	294	33	1
235	294	33	2
236	294	33	2
237	294	33	1
238	294	33	1
239	294	33	2
243	294	33	1
256	294	33	3
201	295	33	1
228	295	33	3
231	295	33	1
233	295	33	2
235	295	33	2
243	295	33	1
245	295	33	1
253	295	33	1
254	295	33	1
179	296	33	3
191	296	33	1
194	296	33	1
195	296	33	1
198	296	33	1
199	296	33	2
200	296	33	1
201	296	33	2
220	296	33	1
223	296	33	1
225	296	33	2
228	296	33	2
231	296	33	1
233	296	33	1
235	296	33	1
236	296	33	1
237	296	33	1
242	296	33	1
245	296	33	2
252	296	33	1
195	297	33	1
197	297	33	3
198	297	33	1
224	297	33	2
227	297	33	1
231	297	33	2
232	297	33	2
233	297	33	3
236	297	33	3
195	298	33	2
196	298	33	2
198	298	33	2
220	298	33	2
226	298	33	1
228	298	33	1
235	298	33	2
236	298	33	1
238	298	33	3
242	298	33	2
245	298	33	1
246	298	33	2
248	298	33	1
197	299	33	3
198	299	33	3
201	299	33	1
222	299	33	2
228	299	33	2
230	299	33	1
235	299	33	1
237	299	33	1
240	299	33	1
242	299	33	2
243	299	33	1
245	299	33	2
196	300	33	1
197	300	33	1
225	300	33	1
229	300	33	1
231	300	33	4
235	300	33	1
237	300	33	2
240	300	33	1
244	300	33	4
246	300	33	2
196	301	33	1
225	301	33	1
226	301	33	3
228	301	33	1
229	301	33	4
234	301	33	2
235	301	33	1
236	301	33	1
237	301	33	3
238	301	33	1
239	301	33	1
242	301	33	1
243	301	33	1
244	301	33	2
246	301	33	1
249	301	33	1
209	302	33	1
211	302	33	2
223	302	33	2
226	302	33	1
229	302	33	2
230	302	33	3
237	302	33	1
240	302	33	1
223	303	33	1
224	303	33	1
229	303	33	3
231	303	33	3
235	303	33	2
240	303	33	1
241	303	33	2
206	304	33	1
209	304	33	1
220	304	33	2
229	304	33	1
230	304	33	1
231	304	33	1
232	304	33	1
236	304	33	2
242	304	33	3
243	304	33	1
207	305	33	1
208	305	33	2
222	305	33	1
225	305	33	1
227	305	33	2
237	305	33	2
238	305	33	2
199	306	33	2
220	306	33	1
224	306	33	1
230	306	33	1
231	306	33	1
201	307	33	2
223	307	33	1
224	307	33	1
226	307	33	3
233	307	33	2
235	307	33	1
241	307	33	3
217	308	33	1
221	308	33	1
222	308	33	2
224	308	33	1
233	308	33	2
237	308	33	1
239	308	33	1
240	308	33	2
242	308	33	4
224	309	33	1
225	309	33	1
228	309	33	2
229	309	33	1
232	309	33	2
233	309	33	1
235	309	33	1
217	310	33	1
221	310	33	1
224	310	33	1
225	310	33	2
226	310	33	1
227	310	33	1
234	310	33	1
218	311	33	2
226	311	33	2
227	311	33	1
230	311	33	4
231	311	33	1
233	311	33	2
234	311	33	1
236	311	33	2
222	312	33	1
225	312	33	1
226	312	33	2
228	312	33	1
231	312	33	3
232	312	33	2
223	313	33	1
225	313	33	1
228	313	33	1
230	313	33	1
235	313	33	2
237	313	33	1
228	314	33	3
230	314	33	2
234	314	33	1
236	314	33	2
230	315	33	3
229	250	34	2
229	251	34	1
225	252	34	1
228	252	34	3
229	252	34	1
230	252	34	2
216	253	34	2
226	253	34	2
227	253	34	2
228	253	34	1
217	254	34	1
225	254	34	1
226	254	34	1
227	254	34	2
228	254	34	2
231	254	34	1
239	254	34	1
218	255	34	1
221	255	34	1
223	255	34	1
226	255	34	1
227	255	34	1
230	255	34	1
242	255	34	2
190	256	34	3
219	256	34	1
221	256	34	1
225	256	34	2
227	256	34	1
232	256	34	1
243	256	34	3
216	257	34	1
217	257	34	3
219	257	34	3
221	257	34	2
223	257	34	3
225	257	34	1
227	257	34	1
228	257	34	1
241	257	34	4
242	257	34	1
243	257	34	1
217	258	34	1
224	258	34	1
225	258	34	2
226	258	34	1
228	258	34	3
232	258	34	2
233	258	34	1
239	258	34	1
241	258	34	2
242	258	34	2
244	258	34	2
189	259	34	2
209	259	34	2
211	259	34	1
217	259	34	5
218	259	34	1
219	259	34	1
222	259	34	4
223	259	34	2
226	259	34	1
227	259	34	1
229	259	34	1
231	259	34	1
232	259	34	1
234	259	34	1
235	259	34	2
237	259	34	1
238	259	34	1
241	259	34	2
242	259	34	1
244	259	34	1
192	260	34	1
211	260	34	2
215	260	34	2
218	260	34	1
220	260	34	2
221	260	34	1
224	260	34	2
226	260	34	1
228	260	34	1
229	260	34	1
235	260	34	1
240	260	34	1
244	260	34	1
245	260	34	2
188	261	34	2
190	261	34	2
195	261	34	1
204	261	34	1
211	261	34	2
215	261	34	1
216	261	34	1
217	261	34	1
219	261	34	1
223	261	34	2
227	261	34	1
228	261	34	2
235	261	34	2
241	261	34	2
244	261	34	1
246	261	34	1
189	262	34	2
192	262	34	1
215	262	34	1
216	262	34	1
217	262	34	1
219	262	34	1
220	262	34	1
221	262	34	1
223	262	34	1
226	262	34	2
228	262	34	2
229	262	34	2
234	262	34	1
235	262	34	3
238	262	34	2
240	262	34	2
243	262	34	2
244	262	34	2
246	262	34	1
250	262	34	1
185	263	34	1
189	263	34	1
192	263	34	3
193	263	34	3
197	263	34	2
206	263	34	1
210	263	34	2
211	263	34	2
213	263	34	2
214	263	34	4
216	263	34	3
218	263	34	1
219	263	34	1
220	263	34	3
224	263	34	1
229	263	34	1
231	263	34	2
232	263	34	2
233	263	34	1
236	263	34	1
237	263	34	1
241	263	34	1
248	263	34	3
250	263	34	1
251	263	34	3
187	264	34	1
188	264	34	2
192	264	34	3
193	264	34	2
194	264	34	1
201	264	34	1
202	264	34	1
205	264	34	1
210	264	34	1
212	264	34	1
213	264	34	1
214	264	34	1
217	264	34	1
219	264	34	1
222	264	34	1
224	264	34	1
226	264	34	1
229	264	34	1
234	264	34	2
235	264	34	1
236	264	34	1
237	264	34	1
239	264	34	1
240	264	34	1
245	264	34	3
247	264	34	2
188	265	34	2
189	265	34	2
190	265	34	2
193	265	34	3
194	265	34	1
196	265	34	1
203	265	34	1
204	265	34	1
205	265	34	1
207	265	34	2
210	265	34	1
213	265	34	1
217	265	34	2
218	265	34	4
219	265	34	1
221	265	34	1
222	265	34	1
223	265	34	1
228	265	34	1
229	265	34	1
231	265	34	1
232	265	34	1
233	265	34	2
234	265	34	1
245	265	34	2
248	265	34	2
250	265	34	2
251	265	34	2
184	266	34	5
188	266	34	1
193	266	34	3
196	266	34	2
197	266	34	1
210	266	34	1
211	266	34	1
214	266	34	3
225	266	34	2
227	266	34	1
228	266	34	1
229	266	34	2
230	266	34	1
237	266	34	2
242	266	34	1
244	266	34	2
246	266	34	1
252	266	34	1
182	267	34	1
183	267	34	1
186	267	34	1
189	267	34	1
191	267	34	2
195	267	34	2
197	267	34	4
206	267	34	3
214	267	34	2
215	267	34	1
217	267	34	3
220	267	34	2
223	267	34	3
224	267	34	2
228	267	34	1
231	267	34	1
232	267	34	1
235	267	34	3
243	267	34	1
245	267	34	1
246	267	34	1
247	267	34	1
248	267	34	3
249	267	34	3
176	268	34	1
188	268	34	1
191	268	34	2
193	268	34	2
195	268	34	4
208	268	34	2
210	268	34	2
214	268	34	1
215	268	34	1
218	268	34	1
220	268	34	3
221	268	34	1
222	268	34	1
227	268	34	1
233	268	34	1
240	268	34	1
242	268	34	1
245	268	34	1
246	268	34	3
247	268	34	2
251	268	34	1
252	268	34	2
175	269	34	2
176	269	34	1
182	269	34	2
183	269	34	1
184	269	34	4
185	269	34	2
188	269	34	1
191	269	34	2
192	269	34	2
193	269	34	1
194	269	34	1
196	269	34	2
197	269	34	1
198	269	34	1
208	269	34	2
210	269	34	1
212	269	34	1
213	269	34	1
216	269	34	1
217	269	34	1
218	269	34	2
220	269	34	1
230	269	34	1
233	269	34	1
234	269	34	1
235	269	34	2
236	269	34	1
241	269	34	2
242	269	34	1
243	269	34	1
244	269	34	2
248	269	34	1
249	269	34	3
251	269	34	1
252	269	34	1
175	270	34	1
183	270	34	1
184	270	34	1
185	270	34	1
186	270	34	2
187	270	34	1
195	270	34	1
197	270	34	2
199	270	34	1
201	270	34	1
203	270	34	1
205	270	34	1
209	270	34	3
210	270	34	1
214	270	34	1
215	270	34	1
216	270	34	1
217	270	34	1
223	270	34	2
228	270	34	1
231	270	34	4
239	270	34	1
240	270	34	1
242	270	34	2
243	270	34	1
244	270	34	1
245	270	34	2
248	270	34	1
252	270	34	1
172	271	34	2
175	271	34	1
178	271	34	2
179	271	34	2
182	271	34	2
187	271	34	2
189	271	34	1
201	271	34	1
211	271	34	2
212	271	34	1
213	271	34	1
216	271	34	1
220	271	34	1
226	271	34	1
230	271	34	1
235	271	34	1
239	271	34	1
241	271	34	1
245	271	34	1
246	271	34	3
248	271	34	1
249	271	34	1
250	271	34	1
173	272	34	5
177	272	34	1
179	272	34	1
181	272	34	1
182	272	34	2
186	272	34	1
188	272	34	2
190	272	34	2
197	272	34	1
203	272	34	1
207	272	34	1
211	272	34	1
212	272	34	1
213	272	34	2
214	272	34	1
216	272	34	1
218	272	34	1
226	272	34	1
227	272	34	1
232	272	34	1
235	272	34	1
237	272	34	2
238	272	34	2
241	272	34	1
245	272	34	2
248	272	34	2
249	272	34	2
176	273	34	2
181	273	34	1
182	273	34	2
184	273	34	2
186	273	34	2
197	273	34	2
201	273	34	1
204	273	34	1
205	273	34	3
209	273	34	1
210	273	34	1
211	273	34	1
212	273	34	2
214	273	34	1
216	273	34	1
230	273	34	1
231	273	34	1
233	273	34	1
241	273	34	1
243	273	34	1
245	273	34	1
248	273	34	1
176	274	34	1
179	274	34	1
180	274	34	1
182	274	34	2
185	274	34	1
186	274	34	1
196	274	34	3
197	274	34	2
203	274	34	2
204	274	34	1
206	274	34	3
209	274	34	2
212	274	34	3
213	274	34	1
215	274	34	3
217	274	34	2
226	274	34	1
232	274	34	1
236	274	34	1
237	274	34	1
238	274	34	2
239	274	34	1
240	274	34	1
241	274	34	2
179	275	34	1
183	275	34	1
189	275	34	1
203	275	34	1
206	275	34	1
207	275	34	2
208	275	34	2
209	275	34	2
212	275	34	1
217	275	34	3
219	275	34	1
231	275	34	1
233	275	34	2
235	275	34	1
238	275	34	2
239	275	34	1
245	275	34	4
246	275	34	1
174	276	34	4
175	276	34	1
177	276	34	1
184	276	34	1
187	276	34	3
202	276	34	2
203	276	34	1
206	276	34	2
209	276	34	2
210	276	34	1
211	276	34	1
232	276	34	4
233	276	34	1
237	276	34	2
239	276	34	3
240	276	34	2
241	276	34	1
242	276	34	3
243	276	34	1
244	276	34	1
245	276	34	1
175	277	34	1
176	277	34	3
183	277	34	2
184	277	34	1
202	277	34	1
203	277	34	1
205	277	34	2
206	277	34	1
211	277	34	1
215	277	34	3
234	277	34	2
235	277	34	1
236	277	34	1
238	277	34	1
245	277	34	1
175	278	34	1
178	278	34	1
186	278	34	1
188	278	34	1
190	278	34	1
193	278	34	3
201	278	34	1
204	278	34	1
205	278	34	1
206	278	34	2
208	278	34	2
211	278	34	1
212	278	34	1
231	278	34	1
232	278	34	1
236	278	34	1
243	278	34	1
244	278	34	3
174	279	34	2
175	279	34	2
203	279	34	1
204	279	34	1
205	279	34	1
208	279	34	1
210	279	34	2
215	279	34	2
219	279	34	1
237	279	34	2
238	279	34	2
243	279	34	3
244	279	34	1
245	279	34	2
247	279	34	2
248	279	34	1
249	279	34	2
174	280	34	1
177	280	34	1
187	280	34	1
205	280	34	1
206	280	34	1
208	280	34	1
209	280	34	1
210	280	34	1
221	280	34	1
236	280	34	2
239	280	34	1
240	280	34	3
242	280	34	2
245	280	34	2
247	280	34	2
248	280	34	1
175	281	34	1
176	281	34	1
