x	y	z	Post NMDA receptor activation events
181	274	30	1
183	274	30	1
185	274	30	1
208	274	30	2
209	274	30	1
214	274	30	1
229	274	30	1
233	274	30	2
234	274	30	1
236	274	30	1
239	274	30	1
244	274	30	1
179	275	30	1
182	275	30	1
184	275	30	3
203	275	30	2
211	275	30	4
212	275	30	1
213	275	30	1
215	275	30	1
233	275	30	3
236	275	30	2
239	275	30	1
240	275	30	1
251	275	30	1
179	276	30	1
207	276	30	1
236	276	30	1
238	276	30	3
239	276	30	1
240	276	30	1
246	276	30	2
249	276	30	1
250	276	30	2
174	277	30	1
180	277	30	3
205	277	30	1
208	277	30	1
232	277	30	1
235	277	30	2
237	277	30	3
238	277	30	1
239	277	30	3
241	277	30	2
245	277	30	1
247	277	30	1
249	277	30	3
251	277	30	2
175	278	30	2
190	278	30	2
205	278	30	3
206	278	30	1
208	278	30	1
226	278	30	1
230	278	30	3
235	278	30	1
247	278	30	2
248	278	30	1
253	278	30	3
206	279	30	1
219	279	30	1
237	279	30	1
239	279	30	1
240	279	30	1
241	279	30	1
243	279	30	1
246	279	30	1
247	279	30	1
248	279	30	1
249	279	30	1
175	280	30	2
176	280	30	1
183	280	30	1
226	280	30	2
233	280	30	2
236	280	30	1
237	280	30	2
242	280	30	1
245	280	30	1
247	280	30	1
249	280	30	1
251	280	30	1
252	280	30	1
173	281	30	1
181	281	30	2
223	281	30	1
224	281	30	1
234	281	30	2
235	281	30	2
240	281	30	3
243	281	30	1
244	281	30	1
245	281	30	2
247	281	30	2
249	281	30	5
179	282	30	2
182	282	30	1
213	282	30	1
219	282	30	1
220	282	30	1
221	282	30	1
222	282	30	2
236	282	30	2
239	282	30	1
241	282	30	1
244	282	30	2
246	282	30	1
247	282	30	3
250	282	30	1
252	282	30	1
253	282	30	2
254	282	30	1
202	283	30	1
209	283	30	1
215	283	30	1
219	283	30	2
220	283	30	2
221	283	30	2
222	283	30	2
223	283	30	1
232	283	30	3
234	283	30	1
236	283	30	1
241	283	30	1
242	283	30	1
244	283	30	1
248	283	30	1
249	283	30	2
173	284	30	1
180	284	30	1
219	284	30	1
221	284	30	1
225	284	30	2
226	284	30	1
233	284	30	1
236	284	30	1
243	284	30	2
244	284	30	2
245	284	30	1
249	284	30	2
250	284	30	1
252	284	30	2
254	284	30	1
256	284	30	2
258	284	30	2
206	285	30	1
222.5	285.5	30.5	1
223	285	30	1
224	285	30	2
226	285	30	2
232	285	30	3
234	285	30	1
236	285	30	3
245	285.666666666667	31	3
251	285	30	3
252	285	30	2
254	285	30	3
256	285	30	1
205	286	30	3
223	286	30	2
224	286	30	2
225	286	30	2
227	286	30	1
230	286	30	1
231	286	30	1
234	286	30	1
235	286	30	1
239	286	30	1
243	286	30	1
248	286	30	2
250	286	30	1
251	286	30	2
252	286	30	2
256	286	30	1
257	286	30	1
207	287	30	2
219	287	30	1
220	287	30	1
222	287	30	2
225	287	30	2
231	287	30	2
234	287	30	1
237	287.5	30.5	2
238.5	287.5	30.5	1
243	287	30	1
244	287	30	1
250	287	30	1
252	287	30	2
254	287	30	2
221	288	30	3
225	288	30	2
228	288	30	1
232	288	30	1
234	288	30	1
236	288	30	1
238	288	30	2
239	288	30	1
241	288	30	2
243	288	30	1
244	288	30	1
248	288	30	2
252	288	30	2
253	288	30	1
200	289	30	2
222	289	30	2
223	289	30	1
226	289	30	1
228	289	30	1
230	289	30	2
231	289	30	1
232	289	30	2
233	289	30	2
237	289	30	2
238	289	30	1
240	289	30	2
243	289	30	2
245	289	30	2
246	289	30	1
247	289	30	1
248	289	30	3
252	289	30	1
256	289	30	2
198	290	30	2
222	290	30	1
227	290	30	1
231	290	30	2
232	290	30	1
233	290	30	1
235	290	30	1
236	290	30	1
239	290	30	1
240	290	30	1
244	290	30	2
245	290	30	1
246	290	30	1
248	290	30	1
250	290	30	1
253	290	30	3
197	291	30	1
198	291	30	4
222	291	30	1
223	291	30	3
225	291	30	2
232	291	30	1
234	291	30	1
235	291	30	1
239	291	30	1
241	291	30	1
242	291	30	1
244	291	30	1
245	291	30	1
249	291	30	1
250	291	30	2
251	291	30	1
258	291	30	1
197	292	30	1
199	292	30	1
220	292	30	1
223	292	30	1
224	292	30	3
230	292	30	3
232	292	30	1
237	292	30	2
243	292	30	2
247	292	30	2
248	292	30	2
249	292	30	2
251	292	30	2
257	292	30	1
201	293	30	1
220	293	30	1
221	293	30	1
224	293	30	3
225	293	30	1
229	293	30	1
231	293	30	1
234	293	30	3
238	293	30	1
239	293	30	1
240	293	30	1
241	293	30	1
244	293	30	1
245	293	30	1
250	293	30	2
251	293	30	1
221	294	30	1
226	294	30	1
227	294	30	2
231	294	30	1
235	294	30	3
240	294	30	1
243	294	30	2
244	294	30	2
245	294	30	1
246	294	30	1
249	294	30	1
253	294	30	1
258	294	30	1
218	295	30	2
220	295	30	2
221	295	30	1
222	295	30	1
224	295	30	2
225	295	30	1
228	295	30	1
229	295	30	1
241	295	30	1
243	295	30	2
247	295	30	2
252	295	30	1
253	295	30	1
254	295	30	3
255	295	30	1
257	295	30	1
186	296	30	1
222	296	30	1
226	296	30	1
228	296	30	1
233	296	30	2
234	296	30	1
239	296	30	3
241	296	30	1
244	296	30	1
246	296	30	1
247	296	30	1
252	296	30	1
226	297	30	2
229	297	30	1
238	297	30	1
239	297	30	1
240	297	30	2
241	297	30	1
246	297	30	2
250	297	30	1
252	297	30	2
215	298	30	1
221	298	30	1
222	298	30	1
224	298	30	1
228	298	30	1
232	298	30	2
233	298	30	2
239	298	30	2
240	298	30	1
241	298	30	1
247	298	30	2
248	298	30	2
249	298	30	2
250	298	30	1
251	298	30	1
215	299	30	3
218	299	30	1
221	299	30	1
227	299	30	3
229	299	30	1
230	299	30	1
240	299	30	1
242	299	30	2
244	299	30	1
247	299	30	1
250	299	30	1
214	300	30	1
218	300	30	1
222	300	30	1
223	300	30	1
225	300	30	1
226	300	30	2
228	300	30	3
230	300	30	1
233	300	30	1
236	300	30	2
237	300	30	1
240	300	30	3
241	300	30	1
244	300	30	1
246	300	30	2
247	300	30	1
249	300	30	1
251	300	30	1
225	301	30	1
226	301	30	1
227	301	30	1
230	301	30	1
236	301	30	1
238	301	30	1
240	301	30	1
241	301	30	2
243	301	30	1
246	301	30	3
221	302	30	1
223	302	30	1
226	302	30	1
229	302	30	1
231	302	30	5
236	302	30	4
237	302	30	2
239	302	30	1
248	302	30	3
217	303	30	1
240	303	30	1
241	303	30	2
246	303	30	1
220	304	30	1
233	304	30	2
235	304	30	1
236	304	30	1
237	304	30	1
240	304	30	1
236	305	30	1
237	305	30	1
238	305	30	2
240	305	30	3
242	305	30	1
236	306	30	1
240	306	30	1
226	249	31	1
227	250	31	1
235	250	31	1
215	251	31	2
229	251	31	1
216	252	31	2
225	252	31	3
226	252	31	1
229	252	31	1
235	252	31	3
239	252	31	1
193	253	31	2
215	253	31	2
217	253	31	2
225	253	31	1
233	253	31	1
237	253	31	1
238	253	31	1
226	254	31	1
229	254	31	1
238	254	31	1
191	255	31	2
195	255	31	1
215	255	31	1
226	255	31	1
229	255	31	2
230	255	31	2
233	255	31	1
235	255	31	1
236	255	31	1
236	256	31	1
177	257	31	2
216	257	31	1
218	257	31	1
229	257	31	1
230	257	31	1
232	257	31	2
236	257	31	1
237	257	31	1
188	258	31	1
190	258	31	2
205	258	31	2
215	258	31	1
216	258	31	1
227	258	31	1
228	258	31	1
230	258	31	2
233	258	31	1
235	258	31	2
237	258	31	1
239	258	31	1
240	258	31	1
206	259	31	2
209	259	31	1
216	259	31	1
219	259	31	2
229	259	31	2
231	259	31	1
237	259	31	1
242	259	31	2
186	260	31	1
187	260	31	1
191	260	31	2
195	260	31	1
209	260	31	1
216	260	31	1
218	260	31	1
221	260	31	1
227	260	31	1
234	260	31	1
238	260	31	2
240	260	31	1
241	260	31	2
242	260	31	2
246	260	31	1
188	261	31	1
193	261	31	3
195	261	31	2
210	261	31	1
211	261	31	1
213	261	31	2
224	261	31	1
225	261	31	1
227	261	31	1
229	261	31	1
230	261	31	1
231	261	31	1
239	261	31	2
243	261	31	1
245	261	31	2
246	261	31	2
186	262	31	2
194	262	31	1
195	262	31	2
210	262	31	2
216	262	31	2
218	262	31	1
222	262	31	2
223	262	31	1
229	262	31	1
242	262	31	2
246	262	31	2
248	262	31	4
194	263	31	1
200	263	31	2
211	263	31	1
217	263	31	2
220	263	31	1
221	263	31	3
227	263	31	1
228	263	31	1
229	263	31	1
232	263	31	1
233	263	31	1
234	263	31	1
235	263	31	1
238	263	31	1
244	263	31	2
245	263	31	2
185	264	31	1
188	264	31	1
190	264	31	3
194	264	31	1
199	264	31	2
204	264	31	2
209	264	31	1
210	264	31	2
217	264	31	1
222	264	31	2
223	264	31	1
224	264	31	2
226	264	31	3
227	264	31	1
228	264	31	2
231	264	31	2
232	264	31	3
234	264	31	1
240	264	31	1
245	264	31	1
246	264	31	1
248	264	31	2
185	265	31	2
194	265	31	1
196	265	31	1
205	265	31	1
213	265	31	1
215	265	31	1
216	265	31	4
222	265	31	1
226	265	31	2
232	265	31	1
233	265	31	1
235	265	31	1
236	265	31	1
243	265	31	1
245	265	31	2
249	265	31	3
186	266	31	3
187	266	31	1
189	266	31	1
191	266	31	2
193	266	31	1
194	266	31	1
197	266	31	1
212	266	31	1
213	266	31	1
215	266	31	1
219	266	31	2
231	266	31	1
233	266	31	2
244	266	31	2
245	266	31	1
246	266	31	1
251	266	31	3
176	267	31	2
177	267	31	1
182	267	31	1
186	267	31	1
195	267	31	1
199	267	31	2
211	267	31	2
217	267	31	1
219	267	31	2
222	267	31	1
224	267	31	1
227	267	31	1
228	267	31	1
230	267	31	1
232	267	31	2
235	267	31	2
237	267	31	1
244	267	31	1
245	267	31	1
246	267	31	2
183	268	31	1
184	268	31	2
188	268	31	1
195	268	31	1
197	268	31	1
198	268	31	1
203	268	31	4
210	268	31	2
213	268	31	1
216	268	31	2
219	268	31	2
220	268	31	1
222	268	31	1
225	268	31	1
231	268	31	1
232	268	31	2
234	268	31	1
238	268	31	1
241	268	31	2
243	268	31	2
244	268	31	1
173	269	31	1
184	269	31	1
191	269	31	5
193	269	31	1
194	269	31	1
198	269	31	1
201	269	31	2
204	269	31	1
206	269	31	1
209	269	31	2
210	269	31	1
213	269	31	3
214	269	31	3
230	269	31	1
231	269	31	1
234	269	31	1
238	269	31	1
239	269	31	1
240	269	31	2
242	269	31	2
247	269	31	1
250	269	31	1
178	270	31	1
181	270	31	1
194	270	31	1
196	270	31	1
200	270	31	1
212	270	31	2
215	270	31	1
234	270	31	1
242	270	31	1
247	270	31	1
248	270	31	1
171	271	31	1
174	271	31	1
175	271	31	1
176	271	31	1
177	271	31	3
178	271	31	1
182	271	31	1
198	271	31	1
199	271	31	1
209	271	31	1
212	271	31	1
214	271	31	1
215	271	31	1
224	271	31	4
225	271	31	2
226	271	31	2
232	271	31	1
233	271	31	2
235	271	31	2
238	271	31	2
239	271	31	1
240	271	31	2
244	271	31	2
176	272	31	1
182	272	31	2
184	272	31	3
203	272	31	1
204	272	31	1
208	272	31	3
212	272	31	1
213	272	31	1
218	272	31	2
225	272	31	1
226	272	31	2
232	272	31	1
235	272	31	2
237	272	31	2
239	272	31	1
241	272	31	1
243	272	31	2
248	272	31	1
250	272	31	1
254	272	31	1
184	273	31	1
210	273	31	1
211	273	31	4
213	273	31	1
232	273	31	1
234	273	31	2
235	273	31	3
236	273	31	1
238	273	31	2
239	273	31	1
242	273	31	1
250	273	31	2
175	274	31	1
179	274	31	1
182	274	31	3
185	274	31	2
203	274	31	1
204	274	31	1
205	274	31	1
210	274	31	1
213	274	31	1
230	274	31	1
233	274	31	1
237	274	31	3
239	274	31	3
244	274	31	3
248	274	31	1
250	274	31	1
184	275	31	3
201	275	31	1
206	275	31	1
211	275	31	1
229	275	31	1
231	275	31	2
235	275	31	1
237	275	31	1
238	275	31	2
239	275	31	3
244	275	31	2
250	275	31	1
181	276	31	1
184	276	31	1
198	276	31	4
205	276	31	3
226	276	31	1
234	276	31	1
237	276	31	2
240	276	31	1
241	276	31	2
244	276	31	2
174	277	31	2
235	277	31	2
241	277	31	1
244	277	31	1
247	277	31	1
249	277	31	2
174	278	31	2
177	278	31	3
178	278	31	1
204	278	31	1
205	278	31	1
206	278	31	2
207	278	31	4
208	278	31	1
236	278	31	2
238	278	31	6
242	278	31	2
243	278	31	1
247	278	31	1
249	278	31	1
178	279	31	2
207	279	31	1
208	279	31	2
216	279	31	1
219	279	31	1
236	279	31	2
237	279	31	1
242	279	31	1
244	279	31	1
246	279	31	1
253	279	31	1
254	279	31	2
181	280	31	2
205	280	31	1
217	280	31	1
219	280	31	2
220	280	31	1
221	280	31	1
226	280	31	3
236	280	31	1
237	280	31	1
238	280	31	1
246	280	31	1
247	280	31	1
248	280	31	1
249	280	31	2
250	280	31	1
176	281	31	1
184	281	31	2
204	281	31	1
210	281	31	1
220	281	31	1
222	281	31	1
223	281	31	1
224	281	31	1
231	281	31	2
233	281	31	2
234	281	31	2
235	281	31	1
236	281	31	3
241	281	31	1
243	281	31	2
245	281	31	2
248	281	31	1
250	281	31	2
251	281	31	1
254	281	31	1
173	282	31	1
175	282	31	2
179	282	31	2
181	282	31	2
206	282	31	1
220	282	31	3
225	282	31	1
234	282	31	1
238	282	31	1
239	282	31	1
240	282	31	1
241	282	31	1
244	282	31	1
246	282	31	2
247	282	31	2
250	282	31	1
253	282	31	1
256	282	31	1
176	283	31	1
182	283	31	1
208	283	31	2
209	283	31	1
218	283	31	1
219	283	31	1
221	283	31	3
228	283	31	3
231	283	31	1
233	283	31	1
234	283	31	2
235	283	31	1
241	283	31	2
243	283	31	1
246	283	31	3
253	283	31	2
175	284	31	1
176	284	31	4
180	284	31	1
181	284	31	2
182	284	31	1
206	284	31	1
212	284	31	1
219	284	31	2
220	284	31	2
222	284	31	1
223	284	31	1
224	284	31	1
235	284	31	2
236	284	31	1
239	284	31	1
241	284	31	1
243	284	31	2
244	284	31	1
248	284	31	1
254	284	31	2
257	284	31	2
177	285	31	2
178	285	31	1
183	285	31	1
220	285	31	2
222	285	31	2
224	285	31	2
233	285	31	1
234	285	31	1
235	285	31	1
243	285	31	1
244	285	31	1
247	285	31	1
250	285	31	1
251	285	31	3
252	285	31	2
255	285	31	1
178	286	31	1
180	286	31	1
219	286	31	1
220	286	31	1
222	286	31	1
225	286	31	1
237	286	31	1
239	286	31	1
240	286	31	1
246	286	31	2
249	286	31	1
252	286	31	1
190	287	31	2
219	287	31	2
221	287	31	2
222	287	31	1
223	287	31	2
224	287	31	1
225	287	31	2
227	287	31	2
228	287	31	2
231	287	31	1
234	287	31	1
236	287	31	3
237	287	31	3
239	287	31	1
240	287	31	1
243	287	31	1
244	287	31	1
250	287	31	1
252	287	31	2
255	287	31	1
221	288	31	3
222	288	31	2
223	288	31	2
225	288	31	1
226	288	31	1
228	288	31	1
233	288	31	1
234	288	31	1
242	288	31	1
245	288	31	2
246	288	31	1
247	288	31	1
249	288	31	2
251	288	31	1
185	289	31	1
221	289	31	2
222	289	31	3
224	289	31	1
225	289	31	1
226	289	31	2
231	289	31	2
232	289	31	1
234	289	31	1
235	289	31	2
237	289	31	2
241	289	31	3
243	289	31	1
247	289	31	1
252	289	31	2
221	290	31	3
222	290	31	1
230	290	31	2
231	290	31	1
234	290	31	1
235	290	31	1
237	290	31	1
240	290	31	2
243	290	31	1
247	290	31	1
250	290	31	2
197	291	31	1
199	291	31	2
200	291	31	1
222	291	31	2
226	291	31	1
227	291	31	2
230	291	31	1
235	291	31	1
237	291	31	1
238	291	31	1
241	291	31	2
242	291	31	1
245	291	31	2
247	291	31	1
248	291	31	3
249	291	31	1
255	291	31	1
197	292	31	1
222	292	31	1
227	292	31	1
235	292	31	2
236	292	31	3
242	292	31	1
243	292	31	1
247	292	31	1
250	292	31	1
251	292	31	1
252	292	31	1
253	292	31	2
222	293	31	1
229	293	31	2
230	293	31	2
236	293	31	1
239	293	31	2
242	293	31	1
243	293	31	1
247	293	31	3
251	293	31	1
253	293	31	1
209	294	31	1
222	294	31	1
224	294	31	1
225	294	31	2
226	294	31	1
228	294	31	1
230	294	31	3
232	294	31	1
237	294	31	1
243	294	31	2
245	294	31	1
246	294	31	1
247	294	31	1
250	294	31	1
251	294	31	1
252	294	31	3
202	295	31	1
221	295	31	2
223	295	31	3
225	295	31	5
226	295	31	1
229	295	31	1
231	295	31	2
233	295	31	1
234	295	31	2
243	295	31	1
248	295	31	1
249	295	31	3
257	295	31	2
197	296	31	1
199	296	31	4
215	296	31	2
225	296	31	1
228	296	31	1
243	296	31	1
246	296	31	1
248	296	31	1
253	296	31	2
254	296	31	1
195	297	31	2
221	297	31	2
226	297	31	1
227	297	31	2
230	297	31	1
235	297	31	1
236	297	31	1
243	297	31	1
255	297	31	2
196	298	31	1
205	298	31	1
224	298	31	2
229	298	31	3
235	298	31	2
242	298	31	1
248	298	31	2
251	298	31	2
253	298	31	1
224	299	31	2
230	299	31	1
232	299	31	1
233	299	31	2
236	299	31	1
237	299	31	1
227	300	31	1
228	300	31	1
229	300	31	3
231	300	31	1
232	300	31	1
235	300	31	1
236	300	31	3
237	300	31	1
244	300	31	2
246	300	31	1
247	300	31	3
248	300	31	2
249	300	31	1
250	300	31	2
216	301	31	1
224	301	31	1
225	301	31	1
226	301	31	1
227	301	31	1
229	301	31	3
230	301	31	2
232	301	31	2
233	301	31	1
236	301	31	1
237	301	31	2
241	301	31	1
245	301	31	2
247	301	31	3
249	301	31	1
220	302	31	2
222	302	31	1
229	302	31	1
231	302	31	1
232	302	31	1
236	302	31	1
240	302	31	1
244	302	31	2
246	302	31	2
247	302	31	4
224	303	31	1
231	303	31	1
232	303	31	1
233	303	31	1
234	303	31	3
235	303	31	1
239	303	31	1
242	303	31	1
243	303	31	1
244	303	31	1
246	303	31	3
237	304	31	2
243	304	31	1
244	304	31	1
223	305	31	2
224	305	31	1
225	305	31	3
234	305	31	1
235	305	31	1
236	305	31	3
237	305	31	1
242	305	31	2
223	306	31	3
233	306	31	1
236	306	31	1
223	307	31	2
234	307	31	2
237	307	31	2
223	308	31	4
225	308	31	2
231	250	32	1
226	251	32	2
228	251	32	1
229	251	32	1
214	252	32	1
227	252	32	2
231	252	32	2
235	252	32	1
193	253	32	1
214	253	32	3
215	253	32	2
223	253	32	2
227	253	32	2
229	253	32	1
232	253	32	2
237	253	32	2
240	253	32	1
215	254	32	1
216	254	32	2
226	254	32	1
227	254	32	2
230	254	32	1
232	254	32	1
235	254	32	1
236	254	32	2
238	254	32	1
239	254	32	2
188	255	32	2
214	255	32	1
215	255	32	1
217	255	32	1
226	255	32	2
227	255	32	1
228	255	32	1
230	255	32	4
234	255	32	3
235	255	32	1
240	255	32	2
216	256	32	3
229	256	32	1
232	256	32	1
236	256	32	1
237	256	32	1
240	256	32	1
242	256	32	2
192	257	32	1
193	257	32	2
202	257	32	1
203	257	32	1
209	257	32	3
219	257	32	1
229	257	32	1
232	257	32	1
238	257	32	1
190	258	32	1
192	258	32	2
207	258	32	1
213	258	32	1
214	258	32	2
216	258	32	1
217	258	32	1
219	258	32	1
220	258	32	1
231	258	32	2
233	258	32	1
235	258	32	2
237	258	32	1
239	258	32	2
240	258	32	2
241	258	32	1
246	258	32	1
209	259	32	1
211	259	32	1
214	259	32	1
215	259	32	1
216	259	32	2
219	259	32	1
220	259	32	1
222	259	32	1
231	259	32	1
234	259	32	1
237	259	32	1
240	259	32	2
243	259	32	1
247	259	32	1
182	260	32	1
192	260	32	2
203	260	32	1
210	260	32	2
214	260	32	2
218	260	32	1
221	260	32	1
222	260	32	2
228	260	32	2
230	260	32	1
234	260	32	1
235	260	32	2
237	260	32	1
240	260	32	2
242	260	32	1
243	260	32	3
246	260	32	1
248	260	32	1
186	261	32	1
194	261	32	1
195	261	32	1
210	261	32	2
211	261	32	1
212	261	32	2
215	261	32	1
216	261	32	2
217	261	32	1
219	261	32	1
220	261	32	1
224	261	32	1
225	261	32	1
228	261	32	1
230	261	32	1
237	261	32	1
238	261	32	1
239	261	32	1
189	262	32	1
196	262	32	2
197	262	32	1
203	262	32	1
207	262	32	2
209	262	32	2
215.5	262.5	32.5	1
218	262	32	3
221	262.666666666667	33	3
224	262	32	1
225	262	32	1
228	262	32	1
233	262	32	1
236	262	32	2
238	262	32	1
240	262	32	2
242	262	32	1
248	262	32	1
249	262	32	1
250	262	32	2
184	263	32	2
189	263	32	1
193	263	32	1
194	263	32	1
198	263	32	1
204	263	32	1
211	263	32	2
213	263	32	4
215	263	32	2
216	263	32	1
220	263	32	1
222	263	32	1
224	263	32	1
227	263	32	2
228	263	32	4
233	263	32	1
237	263	32	1
241	263	32	1
242	263	32	1
243	263	32	1
246	263	32	1
249	263	32	1
251	263	32	1
186	264	32	1
188	264	32	1
191	264	32	2
193	264	32	2
194	264	32	1
199	264	32	1
200	264	32	2
202	264	32	1
204	264	32	2
210	264	32	1
212	264	32	1
215	264	32	1
216	264	32	1
221	264	32	1
222	264	32	1
224	264	32	1
231	264	32	2
232	264	32	1
233	264	32	2
236	264	32	1
239	264	32	1
244	264	32	1
247	264	32	1
248	264	32	1
184	265	32	1
186	265	32	1
187	265	32	1
188	265	32	1
192	265	32	2
193	265	32	1
195	265	32	1
196	265	32	2
198	265	32	1
206	265	32	2
213	265	32	1
215	265	32	2
217	265	32	2
220	265	32	2
224	265	32	2
231	265	32	2
234	265	32	1
249	265	32	1
251	265	32	1
184	266	32	1
186	266	32	1
194	266	32	2
196	266	32	1
203	266	32	1
212	266	32	1
213	266	32	2
216	266	32	2
217	266	32	1
221	266	32	2
222	266	32	1
224	266	32	1
235	266	32	3
237	266	32	2
238	266	32	2
243	266	32	2
245	266	32	3
247	266	32	1
248	266	32	1
249	266	32	1
251	266	32	3
252	266	32	2
183	267	32	3
184	267	32	2
186	267	32	3
194	267	32	1
196	267	32	1
197	267	32	1
205	267	32	4
208	267	32	1
215	267	32	1
216	267	32	1
219	267	32	1
221	267	32	1
225	267	32	3
228	267	32	1
230	267	32	1
231	267	32	1
238	267	32	1
242	267	32	2
245.5	267.5	32.5	1
246	267	32	1
247	267	32	1
249	267	32	1
188	268	32	1
189	268	32	1
194	268	32	4
195	268	32	1
206	268	32	2
207	268	32	1
212	268	32	2
219	268	32	1
224	268	32	1
231	268	32	1
241	268	32	1
243	268	32	1
245	268	32	2
246	268	32	1
247	268	32	2
175	269	32	1
176	269	32	1
180	269	32	2
182	269	32	3
191	269	32	2
193	269	32	1
215	269	32	2
222	269	32	2
228	269	32	1
232	269	32	1
242	269	32	1
243	269	32	1
244	269	32	1
245	269	32	2
246	269	32	1
248	269	32	1
250	269	32	3
251	269	32	1
252	269	32	1
173	270	32	2
174	270	32	2
181	270	32	1
187	270	32	1
195	270	32	1
197	270	32	1
203	270	32	1
207	270	32	1
210	270	32	1
216	270	32	1
222	270	32	2
224	270	32	1
227	270	32	1
232	270	32	1
233	270	32	1
239	270	32	2
241	270	32	4
243	270	32	1
244	270	32	1
245	270	32	1
247	270	32	1
249	270	32	1
176	271	32	1
184	271	32	1
188	271	32	1
196	271	32	1
202	271	32	1
211	271	32	1
215	271	32	1
227	271	32	2
228	271	32	2
234	271	32	3
237	271	32	1
238	271	32	1
240	271	32	1
243	271	32	1
244	271	32	2
249	271	32	1
250	271	32	1
251	271	32	2
173	272	32	2
175	272	32	1
176	272	32	2
182	272	32	1
183	272	32	2
201	272	32	1
205	272	32	1
206	272	32	1
209	272	32	1
211	272	32	1
214	272	32	1
227	272	32	1
234	272	32	2
235	272	32	2
237	272	32	1
238	272	32	1
239	272	32	2
245	272	32	3
250	272	32	1
251	272	32	1
255	272	32	2
174	273	32	1
182	273	32	1
183	273	32	1
186	273	32	2
201	273	32	2
204	273	32	1
205	273	32	1
208	273	32	1
211	273	32	1
213	273	32	2
214	273	32	1
215	273	32	1
225	273	32	2
228	273	32	1
234	273	32	1
236	273	32	1
240	273	32	2
241	273	32	1
242	273	32	1
245	273	32	2
250	273	32	1
172	274	32	2
173	274	32	1
179	274	32	3
181	274	32	2
184	274	32	1
203	274	32	1
204	274	32	1
208	274	32	1
209	274	32	2
213	274	32	3
214	274	32	1
234	274	32	2
235	274	32	3
237	274	32	1
238	274	32	2
241	274	32	1
246	274	32	1
181	275	32	4
186	275	32	1
203	275	32	1
208	275	32	1
210	275	32	1
211	275	32	1
212	275	32	2
214	275	32	1
216	275	32	2
235	275	32	1
236	275	32	1
237	275	32	1
238	275	32	1
240	275	32	1
249	275	32	2
203	276	32	2
204	276	32	1
206	276	32	1
210	276	32	1
228	276	32	1
233	276	32	1
235	276	32	1
238	276	32	2
243	276	32	1
246	276	32	1
174	277	32	4
175	277	32	1
205	277	32	1
210	277	32	2
214	277	32	1
216	277	32	1
236	277	32	2
237	277	32	2
238	277	32	1
240	277	32	1
241	277	32	2
243	277	32	1
244	277	32	2
247	277	32	1
248	277	32	2
249	277	32	1
250	277	32	1
254	277	32	1
175	278	32	1
184	278	32	1
203	278	32	1
206	278	32	1
220	278	32	3
234	278	32	1
238	278	32	1
239	278	32	1
243	278	32	1
246	278	32	3
249	278	32	1
250	278	32	1
178	279	32	1
179	279	32	3
205	279	32	1
237	279	32	1
240	279	32	1
241	279	32	2
242	279	32	2
244	279	32	1
246	279	32	1
247	279	32	1
250	279	32	1
255	279	32	2
174	280	32	2
176	280	32	1
177	280	32	1
178	280	32	1
180	280	32	3
189	280	32	2
217	280	32	1
219	280	32	2
220	280	32	1
221	280	32	2
222	280	32	2
229	280	32	1
232	280	32	1
237	280	32	2
238	280	32	1
239	280	32	2
240	280	32	1
241	280	32	1
242	280	32	1
246	280	32	1
248	280	32	1
249	280	32	1
251	280	32	1
175	281	32	1
176	281	32	1
179	281	32	2
181	281	32	1
186	281	32	1
210	281	32	1
211	281	32	1
217	281	32	2
220	281	32	1
221	281	32	2
222	281	32	4
226	281	32	1
231	281	32	2
232	281	32	1
233	281	32	1
239	281	32	1
242	281	32	1
243	281	32	1
244	281	32	1
246	281	32	1
250	281	32	1
252	281	32	2
173	282	32	1
174	282	32	1
175	282	32	1
179	282	32	1
188	282	32	2
218	282	32	1
220	282	32	1
224	282	32	2
226	282	32	3
227	282	32	2
229	282	32	1
231	282	32	1
237	282	32	1
241	282	32	2
242	282	32	1
246	282	32	3
247	282	32	4
248	282	32	1
249	282	32	1
256	282	32	2
173	283	32	2
175	283	32	1
181	283	32	1
207	283	32	1
208	283	32	1
221	283	32	1
222	283	32	1
223	283	32	2
226	283	32	1
236	283	32	1
238	283	32	2
241	283	32	2
242	283	32	1
244	283	32	3
246	283	32	1
248	283	32	1
253	283	32	2
254	283	32	1
176	284	32	1
178	284	32	1
179	284	32	1
181	284	32	1
184	284	32	1
205	284	32	1
206	284	32	1
208	284	32	1
209	284	32	1
210	284	32	1
219	284	32	2
220	284	32	3
222	284	32	1
225	284	32	1
226	284	32	2
229	284	32	2
230	284	32	1
232	284	32	1
233	284	32	1
236	284	32	2
237	284	32	2
240	284	32	2
242	284	32	1
248	284	32	3
249	284	32	3
251	284	32	1
257	284	32	1
176	285	32	2
177	285	32	1
179	285	32	2
180	285	32	3
205	285	32	1
208	285	32	2
215	285	32	1
219	285	32	1
220	285	32	3
223	285	32	1
225	285	32	1
232	285	32	1
235	285	32	1
236	285	32	1
237	285	32	1
240	285	32	2
241	285	32	1
243	285	32	2
244	285	32	1
250	285	32	1
255	285	32	2
174	286	32	2
175	286	32	1
178	286	32	1
183	286	32	1
206	286	32	1
209	286	32	2
218	286	32	1
222	286	32	1
223	286	32	3
224	286	32	2
227	286	32	2
231	286	32	2
234	286	32	1
236	286	32	3
239	286	32	1
242	286	32	4
243	286	32	1
246	286	32	3
247	286	32	1
249	286	32	3
252	286	32	2
207	287	32	1
208	287	32	1
