x	y	z	Death Receptor Signalling
197	291	32	1
200	291	32	2
222	291	32	1
229	291	32	2
231	291	32	1
233.333333333333	291.333333333333	33	1
235	291	32	2
238	291	32	4
239	291	32	1
241	291	32	1
242	291	32	1
243	291	32	1
244	291	32	2
245	291	32	2
247	291	32	1
248	291	32	1
256	291	32	1
188	292	32	3
197	292	32	1
201	292	32	2
204	292	32	1
222	292	32	2
224	292	32	1
229	292	32	1
236.75	292.75	33	2
238	292	32	1
246	292	32	2
247	292	32	1
249	292	32	1
250	292	32	1
251	292	32	1
252	292	32	1
256	292	32	1
257	292	32	3
198	293	32	2
199	293	32	2
200	293	32	1
207	293	32	1
216	293	32	1
221	293	32	2
222	293	32	2
224	293	32	2
225	293	32	1
227	293	32	1
228	293	32	1
229	293	32	2
230	293	32	1
234	293	32	1
237	293	32	2
241	293	32	1
242	293	32	2
244	293	32	1
247	293	32	3
249	293	32	2
250	293	32	1
253	293	32	2
180	294	32	1
197	294	32	2
199	294	32	1
202	294	32	3
204	294	32	1
221	294	32	4
224	294	32	1
225	294	32	1
228	294	32	1
230	295	33	2
231	294	32	1
235	294	32	1
236	294	32	1
239	294	32	2
244	294	32	1
246	294	32	2
251	294	32	1
253	294	32	1
256	294	32	3
181	295	32	1
195	295	32	1
200	295	32	2
220	295	32	1
225	295	32	2
227	295	32	3
228	295	32	1
229	295	32	1
232	295	32	1
236	295	32	1
239	295	32	2
243	295	32	1
244	295	32	2
248	295	32	1
250	295	32	1
198	296	32	1
220	296	32	2
225	296	32	1
228	296	32	1
229	296	32	1
231	296	32	2
233	296	32	1
235	296	32	2
237	296	32	1
241	296	32	1
242	296	32	1
244	296	32	2
245	296	32	1
252	296	32	2
255	296	32	3
183	297	32	1
198	297	32	4
221	297	32	2
230	297	32	2
234	297	32	2
237	297	32	2
248	297	32	1
250	297	32	1
254	297	32	2
255	297	32	1
195	298	32	1
197	298	32	2
199	298	32	2
219	298	32	2
223	298	32	2
227	298	32	1
232	298	32	2
233	298	32	1
247	298	32	1
248	298	32	1
249	298	32	1
250	298	32	1
251	298	32	1
252	298	32	1
233	299	32	1
235	299	32	1
236	299	32	1
237	299	32	2
240	299	32	1
241	299	32	1
242	299	32	2
244	299	32	3
248	299	32	2
196	300	32	2
225	300	32	2
232	300	32	1
235	300	32	1
236	300	32	1
239	300	32	2
245	300	32	1
248	300	32	1
198	301	32	1
210	301	32	1
223	301	32	1
224	301	32	1
225	301	32	2
227	301	32	1
231	301	32	1
233	301	32	1
234	301	32	1
240	301	32	1
243	301	32	2
244	301	32	2
245	301	32	1
246	301	32	1
249	301	32	1
223	302	32	1
224	302	32	1
229	302	32	1
233	302	32	1
236	302	32	1
238	302	32	1
240	302	32	2
243	302	32	1
247	302	32	1
249	302	32	1
207	303	32	1
222	303	32	1
223	303	32	1
226	303	32	1
229	303	32	2
232	303	32	1
234	303	32	1
239	303	32	2
241	303	32	1
242	303	32	1
244	303	32	1
245	303	32	1
220	304	32	1
230	304	32	1
231	304	32	1
235	304	32	1
237	304	32	1
238	304	32	1
239	304	32	2
241	304	32	2
243	304	32	1
244	304	32	1
245	304	32	2
204	305	32	1
235	305	32	2
237	305	32	1
208	306	32	2
233	306	32	1
235	306	32	1
241	306	32	2
206	307	32	1
222	307	32	1
225	307	32	3
226	307	32	2
235	307	32	2
236	307	32	1
237	307	32	1
221	308	32	1
227	308	32	1
236	308	32	1
220	309	32	1
231	309	32	1
232	309	32	2
234	309	32	1
225	310	32	1
227	310	32	1
229	310	32	1
230	310	32	2
231	310	32	2
233	310	32	1
234	311	32	2
227	312	32	1
232	312	32	3
230	313	32	1
235	313	32	1
232	249	33	2
226	251	33	2
227	251	33	4
228	251	33	1
230	251	33	1
229	252	33	1
231	252	33	1
224	253	33	1
225	253	33	1
231	253	33	3
237	253	33	1
241	253	33	1
217	254	33	3
220	254	33	3
223	254	33	2
226	254	33	1
227	254	33	1
231	254	33	2
235	254	33	1
240	254	33	2
218	255	33	1
220	255	33	2
221	255	33	1
236	255	33	1
237	255	33	2
216	256	33	2
221	256	33	2
222	256	33	2
223	256	33	1
225	256	33	1
230	256	33	1
232	256	33	1
237	256	33	1
238	256	33	1
214	257	33	1
217	257	33	1
218	257	33	2
220	257	33	1
222	257	33	3
224	257	33	2
230	257	33	1
235	257	33	1
239	257	33	2
215	258	33	1
217	258	33	2
219	258	33	3
220	258	33	1
223	258	33	1
230	258	33	2
233	258	33	1
235	258	33	1
239	258	33	1
243	258	33	1
244	258	33	1
194	259	33	3
201	259	33	1
213	259	33	4
216	259	33	1
217	259	33	2
220	259	33	2
222	259	33	2
223	259	33	2
225	259	33	3
228	259	33	1
229	259	33	1
235	259	33	3
237	259	33	1
239	259	33	2
242	259	33	1
212	260	33	1
215	260	33	1
219	260	33	1
223	260	33	2
229	260	33	1
230	260	33	1
231	260	33	2
233	260	33	1
236	260	33	2
238	260	33	4
240	260	33	1
241	260	33	2
246	260	33	2
188	261	33	1
193	261	33	2
195	261	33	2
209	261	33	1
211	261	33	2
216	261	33	1
218	261	33	2
219	261	33	1
220	261	33	1
222	261	33	1
224	261	33	1
225	261	33	3
226	261	33	1
228	261	33	2
229	261	33	3
230	261	33	2
232	261	33	1
237	261	33	2
239	261	33	1
241	261	33	3
244	261	33	2
245	261	33	2
192	262	33	2
196	262	33	1
209	262	33	1
216	262	33	1
218	262	33	3
219	262	33	1
221	262	33	1
227	262	33	1
229	262	33	2
233	262	33	1
236	262	33	1
240	262	33	1
241	262	33	1
242	262	33	1
246	262	33	2
250	262	33	1
183	263	33	1
185	263	33	1
189	263	33	2
190	263	33	1
191	263	33	1
203	263	33	2
217	263	33	1
220	263	33	1
227	263	33	1
237	263	33	1
238	263	33	1
240	263	33	1
242	263	33	1
245	263	33	2
186	264	33	1
187	264	33	1
188	264	33	3
191	264	33	1
194	264	33	1
199	264	33	1
209	264	33	1
210	264	33	2
211	264	33	3
212	264	33	2
215	264	33	2
216	264	33	1
217	264	33	1
218	264	33	1
220	264	33	2
226	264	33	1
231	264	33	1
235	264	33	2
237	264	33	1
238	264	33	2
247	264	33	1
249	264	33	1
250	264	33	1
188	265	33	1
192	265	33	2
194	265	33	1
202	265	33	1
207	265	33	1
210	265	33	2
211	265	33	1
212	265	33	2
213	265	33	1
217	265	33	2
219	265	33	1
223	265	33	1
224	265	33	1
225	265	33	1
226	265	33	3
235	265	33	1
243	265	33	1
244	265	33	1
247	265	33	1
187	266	33	1
188	266	33	1
189	266	33	2
190	266	33	1
197	266	33	1
211	266	33	2
214	266	33	4
216	266	33	3
217	266	33	2
220	266	33	1
222	266	33	2
230	266	33	1
237	266	33	1
239	266	33	1
242	266	33	1
246	266	33	1
247	266	33	2
250	266	33	2
183	267	33	2
184	267	33	1
193	267	33	1
196	267	33	2
200	267	33	2
202	267	33	1
205	267	33	1
215	267	33	1
216	267	33	1
219	267	33	1
221	267	33	1
223	267	33	1
226	267	33	1
231	267	33	3
240	267	33	3
241	267	33	1
242	267	33	3
244	267	33	2
246	267	33	2
248	267	33	1
250	267	33	1
252	267	33	1
188	268	33	1
191	268	33	2
193	268	33	1
207	268	33	2
209	268	33	2
210	268	33	1
217	268	33	1
218	268	33	1
235	268	33	2
240	268	33	1
242	268	33	1
250	268	33	1
252	268	33	2
185	269	33	1
187	269	33	1
188	269	33	1
192	269	33	1
193	269	33	2
195	269	33	1
201	269	33	1
209	269	33	1
212	269	33	1
216	269	33	3
217	269	33	1
224	269	33	1
227	269	33	1
232	269	33	2
235	269	33	2
241	269	33	1
174	270	33	1
183	270	33	2
186	270	33	1
194	270	33	1
206	270	33	2
209	270	33	2
210	270	33	2
212	270	33	3
213	270	33	1
214	270	33	3
215	270	33	2
216	270	33	1
223	270	33	3
231	270	33	1
234	270	33	2
240	270	33	3
241	270	33	1
242	270	33	1
243	270	33	3
245	270	33	1
252	270	33	1
173	271	33	1
177	271	33	1
180	271	33	1
182	271	33	1
186	271	33	2
187	271	33	1
204	271	33	3
205	271	33	2
214	271	33	3
215	271	33	1
216	271	33	1
226	271	33	1
231	271	33	1
233	271	33	1
235	271	33	1
237	271	33	1
238	271	33	2
239	271	33	1
240	271	33	1
241	271	33	1
242	271	33	2
243	271	33	1
172	272	33	2
173	272	33	1
176	272	33	1
178	272	33	1
180	272	33	2
182	272	33	3
184	272	33	1
186	272	33	3
189	272	33	1
207	272	33	2
217	272	33	1
233	272	33	2
237	272	33	1
238	272	33	1
240	272	33	1
241	272	33	2
244	272	33	1
245	272	33	3
246	272	33	1
247	272	33	2
250	272	33	1
251	272	33	1
254	272	33	2
171	273	33	2
173	273	33	2
176	273	33	1
181	273	33	2
182	273	33	2
186	273	33	2
190	273	33	1
196	273	33	2
202	273	33	1
205	273	33	2
210	273	33	1
211	273	33	1
213	273	33	3
214	273	33	2
216	273	33	3
217	273	33	1
226	273	33	2
227	273	33	4
240	273	33	2
241	273	33	2
243	273	33	2
247	273	33	1
169	274	33	1
170	274	33	1
174	274	33	2
177	274	33	2
181	274	33	1
183	274	33	2
190	274	33	2
193	274	33	2
201	274	33	2
204	274	33	2
206	274	33	2
207	274	33	3
208	274	33	2
211	274	33	1
212	274	33	3
217	274	33	1
226	274	33	1
232	274	33	1
235	274	33	2
237	274	33	2
238	274	33	2
239	274	33	1
240	274	33	4
242	274	33	1
244	274	33	2
245	274	33	2
176	275	33	2
186	275	33	2
188	275	33	1
200	275	33	5
202	275	33	2
205	275	33	1
210	275	33	1
213	275	33	2
215	275	33	2
216	275	33	2
217	275	33	2
227	275	33	2
235	275	33	1
244	275	33	1
250	275	33	2
174	276	33	2
176	276	33	1
177	276	33	1
190	276	33	1
206	276	33	4
214	276	33	1
215	276	33	2
235	276	33	1
236	276	33	1
240	276	33	1
241	276	33	1
174	277	33	2
176	277	33	3
178	277	33	1
205	277	33	1
207	277	33	1
209	277	33	2
211	277	33	1
236	277	33	1
237	277	33	2
238	277	33	1
239	277	33	1
241	277	33	1
246	277	33	1
174	278	33	3
176	278	33	2
178	278	33	1
191	278	33	1
205	278	33	1
209	278	33	1
210	278	33	2
211	278	33	2
223	278	33	1
232	278	33	1
235	278	33	1
238	278	33	1
239	278	33	1
240	278	33	1
243	278	33	1
245	278	33	1
168	279	33	1
176	279	33	1
201	279	33	1
208	279	33	2
220	279	33	3
222	279	33	1
245	279	33	1
248	279	33	2
249	279	33	1
251	279	33	2
174	280	33	1
175	280	33	1
176	280	33	3
191	280	33	1
203	280	33	1
207	280	33	1
208	280	33	1
214	280	33	1
217	280	33	1
220	280	33	1
223	280	33	1
225	280	33	1
226	280	33	2
229	280	33	1
246	280	33	2
247	280	33	2
251	280	33	1
175	281	33	2
176	281	33	2
179	281	33	1
206	281	33	1
207	281	33	2
208	281	33	1
209	281	33	1
224	281	33	2
225	281	33	1
230	281	33	2
232	281	33	1
234	281	33	2
239	281	33	1
241	281	33	1
245	281	33	1
247	281	33	1
248	281	33	1
249	281	33	2
250	281	33	1
177	282	33	1
178	282	33	1
179	282	33	3
185	282	33	2
188	282	33	3
190	282	33	2
210	282	33	1
211	282	33	1
212	282	33	1
214	282	33	1
220	282	33	2
221	282	33	1
223	282	33	2
224	282	33	1
226	282	33	4
230	282	33	1
231	282	33	2
233	282	33	1
234	282	33	2
241	282	33	1
244	282	33	1
245	282	33	1
248	282	33	1
251	282	33	1
174	283	33	1
179	283	33	2
183	283	33	1
185	283	33	1
189	283	33	1
204	283	33	2
206	283	33	1
209	283	33	3
212	283	33	1
215	283	33	2
218	283	33	3
221	283	33	3
226	283	33	3
228	283	33	4
229	283	33	3
230	283	33	1
232	283	33	1
233	283	33	1
236	283	33	1
237	283	33	1
238	283	33	1
242	283	33	1
246	283	33	1
247	283	33	1
253	283	33	1
175	284	33	1
186	284	33	3
187	284	33	2
188	284	33	1
205	284	33	1
207	284	33	2
209	284	33	2
210	284	33	2
219	284	33	1
221	284	33	2
222	284	33	2
224	284	33	3
226	284	33	2
231	284	33	2
236	284	33	1
237	284	33	2
240	284	33	2
241	284	33	1
243	284	33	1
246	284	33	1
247	284	33	2
248	284	33	1
254	284	33	1
175	285	33	1
176	285	33	3
178	285	33	3
202	285	33	2
206	285	33	2
208	285	33	1
212	285	33	1
219	285	33	1
220	285	33	1
221	285	33	1
222	285	33	3
224	285	33	1
228	285	33	1
234	285	33	2
237.5	285.5	33.5	1
238	285	33	1
246	285	33	1
253	285	33	2
254	285	33	2
178	286	33	1
188	286	33	2
201	286	33	1
203	286	33	2
204	286	33	1
206	286	33	2
220	286	33	2
221	286	33	1
223	286	33	1
228	286	33	1
230	286	33	3
236	286	33	1
237	286	33	2
238	286	33	2
239	286	33	2
243	286	33	1
245	286	33	1
252	286	33	2
198	287	33	1
205	287	33	2
219	287	33	1
220	287	33	2
222	287	33	1
223	287	33	1
224	287	33	2
226	287	33	1
228	287	33	1
229	287	33	3
230	287	33	1
243	287	33	1
246	287	33	2
247	287	33	1
253	287	33	1
184	288	33	2
186	288	33	2
187	288	33	2
196	288	33	2
219	288	33	1
223	288	33	1
230	288	33	1
231	288	33	1
236	288	33	2
244	288	33	4
246	288	33	2
249	288	33	1
250	288	33	1
257	288	33	1
184	289	33	1
186	289	33	1
200	289	33	1
201	289	33	1
205	289	33	2
222	289	33	1
224	289	33	1
231	289	33	1
232	289	33	1
234	289	33	2
235	289	33	1
237	289	33	3
245	289	33	1
246	289	33	4
247	289	33	1
250	289	33	1
184	290	33	3
185	290	33	2
197	290	33	2
200	290	33	1
202	290	33	1
207	290	33	1
230	290	33	2
232	290	33	1
233	290	33	1
234	290	33	1
235	290	33	1
236	290	33	1
238	290	33	1
239	290	33	1
241	290	33	1
243	290	33	2
246	290	33	2
248	290	33	1
250	290	33	2
257	290	33	1
186	291	33	1
198	291	33	2
223	291	33	2
225	291	33	1
226	291	33	2
232	291	33	1
233	291	33	1
234	291	33	1
236	291	33	1
237	291	33	1
238	291	33	2
240	291	33	2
242	291	33	1
244	291	33	1
246	291	33	1
248	291	33	1
257	291	33	1
200	292	33	3
223	292	33	1
226	292	33	1
227	292	33	1
228	292	33	2
229	292	33	1
232	292	33	3
233	292	33	1
235	292	33	1
236	292	33	1
237	292	33	1
238	292	33	3
245	292	33	2
246	292	33	1
247	292	33	2
249	292	33	1
254	292	33	3
188	293	33	1
197	293	33	1
199	293	33	1
220	293	33	1
223	293	33	2
224	293	33	1
225	293	33	2
228	293	33	2
231	293	33	2
233	293	33	1
237	293	33	2
239	293	33	2
240	293	33	1
243	293	33	1
244	293	33	1
246	293	33	3
251	293	33	1
252	293	33	1
180	294	33	1
187	294	33	1
195	294	33	1
199	294	33	2
204	294	33	1
223	294	33	1
228	294	33	2
229	294	33	1
231	294	33	1
235	294	33	1
238	294	33	1
244	294	33	1
245	294	33	1
246	294	33	2
252	294	33	1
182	295	33	1
198	295	33	2
199	295	33	1
201	295	33	1
220	295	33	2
225	295	33	1
228	295	33	1
229	295	33	2
232	295	33	2
233	295	33	1
238	295	33	2
243	295	33	1
247	295	33	1
248	295	33	1
250	295	33	1
253	295	33	1
191	296	33	1
194	296	33	2
195	296	33	2
198	296	33	1
200	296	33	3
222	296	33	1
226	296	33	1
228	296	33	1
229	296	33	1
230	296	33	1
233	296	33	1
236	296	33	2
237	296	33	1
241	296	33	1
243	296	33	1
246	296	33	1
197	297	33	1
202	297	33	1
223	297	33	1
226	297	33	2
227	297	33	1
228	297	33	2
231	297	33	2
232	297	33	1
234	297	33	1
241	297	33	1
242	297	33	1
226	298	33	1
231	298	33	2
233	298	33	2
234	298	33	1
239	298	33	2
241	298	33	1
242	298	33	1
243	298	33	1
245	298	33	1
195	299	33	1
196	299	33	1
198	299	33	2
224	299	33	1
228	299	33	1
230	299	33	3
234	299	33	1
237	299	33	1
239	299	33	2
241	299	33	1
242	299	33	2
245	299	33	1
247	299	33	1
226	300	33	1
228	300	33	1
230	300	33	2
237	300	33	2
246	300	33	3
247	300	33	1
196	301	33	2
226	301	33	1
229	301	33	1
234	301	33	2
235	301	33	1
236	301	33	2
237	301	33	1
238	301	33	1
240	301	33	2
241	301	33	1
242	301	33	1
245	301	33	1
246	301	33	1
249	301	33	1
225	302	33	1
227	302	33	1
228	302	33	1
229	302	33	2
231	302	33	1
232	302	33	1
233	302	33	1
234	302	33	2
236	302	33	1
240	302	33	3
243	302	33	1
245	302	33	1
207	303	33	2
223	303	33	2
225	303	33	3
229	303	33	3
231	303	33	2
235	303	33	2
237	303	33	3
243	303	33	2
206	304	33	1
209	304	33	1
220	304	33	1
223	304	33	2
229	304	33	3
232	304	33	3
233	304	33	2
235	304	33	1
237	304	33	3
238	304	33	3
239	304	33	1
242	304	33	2
207	305	33	1
208	305	33	1
222	305	33	1
230	305	33	1
234	305	33	2
235	305	33	2
240	305	33	1
199	306	33	1
220	306	33	2
223	306	33	1
231	306	33	1
232	306	33	2
201	307	33	1
221	307	33	2
222	307	33	2
223	307	33	1
224	307	33	1
225	307	33	1
227	307	33	4
241	307	33	3
217	308	33	1
220	308	33	1
221	308	33	2
222	308	33	2
227	308	33	1
235	308	33	2
237	308	33	1
240	308	33	1
242	308	33	3
222	309	33	1
225	309	33	1
226	309	33	2
228	309	33	1
233	309	33	1
234	309	33	1
237	309	33	1
224	310	33	2
225	310	33	1
226	310	33	1
227	310	33	2
228	310	33	1
229	310	33	2
231	310	33	1
233	310	33	2
234	310	33	1
238	310	33	1
218	311	33	1
224	311	33	2
226	311	33	1
232	311	33	1
233	311	33	1
234	311	33	2
235	311	33	1
236	311	33	2
226	312	33	1
231	312	33	1
232	312	33	1
223	313	33	1
237	313	33	3
228	314	33	1
230	314	33	3
235	314	33	2
236	314	33	2
230	315	33	2
226	250	34	2
229	250	34	1
228	251	34	2
225	252	34	3
227	252	34	2
228	252	34	1
229	252	34	1
226	253	34	1
228	253	34	2
219	254	34	2
227	254	34	1
228	254	34	1
231	254	34	3
233	254	34	2
239	254	34	1
218	255	34	1
221	255	34	1
223	255	34	2
224	255	34	1
227	255	34	3
230	255	34	1
237	255	34	4
190	256	34	1
216	256	34	1
218	256	34	1
219	256	34	1
221	256	34	2
223	256	34	1
224	256	34	1
227	256	34	2
233	256	34	1
243	256	34	1
216	257	34	1
217	257	34	2
218	257	34	3
219	257	34	3
221	257	34	1
223	257	34	1
237	257	34	1
242	257	34	1
201	258	34	2
212	258	34	2
216	258	34	1
217	258	34	1
219	258	34	1
220	258	34	1
221	258	34	1
225	258	34	1
226	258	34	1
232	258	34	1
234	258	34	2
235	258	34	1
237	258	34	1
239	258	34	2
240	258	34	1
241	258	34	1
242	258	34	1
244	258	34	1
189	259	34	2
209	259	34	3
217	259	34	1
219	259	34	2
222	259	34	2
223	259	34	3
226	259	34	2
227	259	34	3
228	259	34	2
229	259	34	1
230	259	34	1
231	259	34	1
234	259	34	1
237	259	34	1
238	259	34	1
241	259	34	1
244	259	34	1
192	260	34	1
212	260	34	2
214	260	34	1
216	260	34	2
219	260	34	2
221	260	34	1
223	260	34	1
224	260	34	2
225	260	34	2
228	260	34	2
229	260	34	1
236	260	34	1
237	260	34	3
240	260	34	1
242	260	34	2
243	260	34	2
188	261	34	1
190	261	34	1
195	261	34	1
204	261	34	2
208	261	34	1
214	261	34	1
217	261	34	2
219	261	34	1
220	261	34	1
221	261	34	1
222	261	34	3
223	261	34	1
225	261	34	1
228	261	34	2
229	261	34	1
230	261	34	1
231	261	34	1
235	261	34	1
190	262	34	2
193	262	34	1
210	262	34	1
214	262	34	1
215	262	34	1
217	262	34	1
221	262	34	1
223	262	34	1
224	262	34	2
228	262	34	1
230	262	34	3
234	262	34	1
235	262	34	1
236	262	34	1
238	262	34	3
240	262	34	2
241	262	34	1
242	262	34	1
245	262	34	1
185	263	34	2
188	263	34	3
193	263	34	1
207	263	34	1
213	263	34	2
219	263	34	1
222	263	34	1
225	263	34	1
226	263	34	1
227	263	34	1
233	263	34	1
235	263	34	1
237	263	34	1
240	263	34	1
244	263	34	1
249	263	34	1
252	263	34	2
186	264	34	1
187	264	34	2
188	264	34	1
193	264	34	2
194	264	34	4
201	264	34	3
202	264	34	1
203	264	34	1
205	264	34	2
206	264	34	3
209	264	34	1
210	264	34	1
213	264	34	1
217	264	34	1
218	264	34	1
221	264	34	1
222	264	34	2
224	264	34	1
226	264	34	1
227	264	34	2
229	264	34	4
232	264	34	1
234	264	34	5
235	264	34	1
236	264	34	1
237	264	34	3
239	264	34	1
242	264	34	1
248	264	34	2
187	265	34	1
193	265	34	2
194	265	34	1
196	265	34	1
203	265	34	3
205	265	34	3
213	265	34	2
222	265	34	3
223	265	34	1
226	265	34	1
232	265	34	3
234	265	34	1
239	265	34	3
241	265	34	1
244	265	34	1
245	265	34	1
248	265	34	1
250	265	34	1
251	265	34	2
175	266	34	2
186	266	34	1
188	266	34	2
193	266	34	2
204	266	34	1
209	266	34	1
214	266	34	1
217	266	34	1
225	266	34	1
227	266	34	2
228	266	34	1
229	266	34	1
237	266	34	1
240	266	34	2
242	266	34	1
243	266	34	2
244	266	34	1
246	266	34	2
250	266	34	1
183	267	34	1
189	267	34	2
191	267	34	1
194	267	34	2
197	267	34	1
206	267	34	1
209	267	34	3
210	267	34	1
211	267	34	3
214	267	34	1
217	267	34	3
218	267	34	1
220	267	34	2
221	267	34	1
224	267	34	2
229	267	34	1
230	267	34	6
231	267	34	1
240	267	34	1
246	267	34	2
247	267	34	2
248	267	34	2
173	268	34	1
188	268	34	5
210	268	34	2
215	268	34	1
218	268	34	1
220	268	34	2
221	268	34	1
222	268	34	1
231	268	34	1
240	268	34	1
242	268	34	1
244	268	34	1
247	268	34	4
249	268	34	2
250	268	34	3
251	268	34	2
175	269	34	1
176	269	34	1
183	269	34	2
184	269	34	1
185	269	34	1
187	269	34	1
189	269	34	1
191	269	34	3
192	269	34	2
193	269	34	2
194	269	34	1
196	269	34	2
198	269	34	1
204	269	34	1
208	269	34	1
209	269	34	1
210	269	34	1
213	269	34	1
216	269	34	1
217	269	34	1
219	269	34	3
220	269	34	1
222	269	34	1
230	269	34	1
232	269	34	1
233	269	34	1
234	269	34	1
239	269	34	1
241	269	34	2
242	269	34	2
243	269	34	2
250	269	34	1
252	269	34	2
254	269	34	3
180	270	34	2
184	270	34	1
187	270	34	1
188	270	34	1
189	270	34	1
194	270	34	1
195	270	34	1
196	270	34	1
197	270	34	2
199	270	34	1
203	270	34	3
209	270	34	1
210	270	34	1
214	270	34	1
218	270	34	1
221	270	34	2
223	270	34	3
228	270	34	1
231	270	34	1
241	270	34	1
246	270	34	1
249	270	34	1
251	270	34	1
172	271	34	1
175	271	34	1
177	271	34	3
182	271	34	3
187	271	34	1
189	271	34	2
201	271	34	2
212	271	34	3
213	271	34	2
217	271	34	1
220	271	34	2
221	271	34	1
226	271	34	1
231	271	34	1
234	271	34	1
235	271	34	1
237	271	34	1
239	271	34	1
240	271	34	3
241	271	34	2
243	271	34	1
244	271	34	2
247	271	34	2
250	271	34	3
175	272	34	1
176	272	34	2
177	272	34	2
182	272	34	2
183	272	34	1
186	272	34	1
188	272	34	1
197	272	34	1
203	272	34	1
205	272	34	2
206	272	34	1
207	272	34	1
211	272	34	2
212	272	34	1
218	272	34	1
225	272	34	1
226	272	34	1
229	272	34	2
232	272	34	3
235	272	34	1
237	272	34	2
238	272	34	1
239	272	34	1
240	272	34	2
241	272	34	1
245	272	34	1
248	272	34	1
170	273	34	1
173	273	34	2
186	273	34	1
204	273	34	1
205	273	34	1
207	273	34	3
209	273	34	1
212	273	34	4
213	273	34	2
230	273	34	1
233	273	34	2
241	273	34	1
245	273	34	1
248	273	34	1
249	273	34	1
170	274	34	1
176	274	34	1
179	274	34	2
180	274	34	1
182	274	34	1
183	274	34	1
185	274	34	1
186	274	34	3
196	274	34	1
197	274	34	2
204	274	34	1
206	274	34	1
207	274	34	1
210	274	34	1
211	274	34	1
226	274	34	2
232	274	34	2
235	274	34	1
236	274	34	1
237	274	34	1
238	274	34	1
239	274	34	2
240	274	34	1
246	274	34	1
250	274	34	1
176	275	34	1
179	275	34	2
184	275	34	1
185	275	34	1
189	275	34	2
201	275	34	1
203	275	34	2
206	275	34	2
207	275	34	3
213	275	34	1
215	275	34	1
216	275	34	2
231	275	34	1
235	275	34	2
238	275	34	1
246	275	34	2
174	276	34	1
184	276	34	1
202	276	34	1
203	276	34	3
206	276	34	2
209	276	34	1
210	276	34	1
211	276	34	1
214	276	34	1
232	276	34	1
233	276	34	1
236	276	34	1
237	276	34	1
240	276	34	1
242	276	34	2
244	276	34	2
245	276	34	1
250	276	34	1
175	277	34	1
183	277	34	2
184	277	34	1
186	277	34	2
189	277	34	2
205	277	34	1
206	277	34	1
207	277	34	1
212	277	34	1
213	277	34	1
215	277	34	2
229	277	34	1
234	277	34	2
244	277	34	1
245	277	34	1
175	278	34	1
176	278	34	2
178	278	34	2
186	278	34	1
188	278	34	2
190	278	34	2
193	278	34	1
201	278	34	1
203	278	34	1
204	278	34	1
205	278	34	1
206	278	34	1
207	278	34	1
209	278	34	1
211	278	34	1
226	278	34	1
231	278	34	1
234	278	34	1
236	278	34	1
239	278	34	1
243	278	34	2
175	279	34	1
176	279	34	2
177	279	34	1
179	279	34	3
180	279	34	1
181	279	34	1
204	279	34	1
205	279	34	1
207	279	34	1
210	279	34	1
217	279	34	1
219	279	34	1
223	279	34	1
227	279	34	3
232	279	34	1
238	279	34	2
241	279	34	1
244	279	34	2
248	279	34	2
249	279	34	1
173	280	34	1
174	280	34	1
176	280	34	2
177	280	34	1
181	280	34	1
187	280	34	1
188	280	34	1
192	280	34	2
204	280	34	2
206	280	34	1
208	280	34	1
210	280	34	2
221	280	34	2
240	280	34	2
242	280	34	1
245	280	34	2
246	280	34	1
249	280	34	2
173	281	34	1
174	281	34	1
177	281	34	1
179	281	34	2
180	281	34	3
189	281	34	1
192	281	34	2
203	281	34	2
204	281	34	2
206	281	34	1
207	281	34	3
221	281	34	1
222	281	34	1
223	281	34	4
226	281	34	1
227	281	34	1
229	281	34	1
230	281	34	1
231	281	34	3
232	281	34	1
233	281	34	1
245	281	34	2
248	281	34	2
175	282	34	1
178	282	34	1
187	282	34	1
190	282	34	1
207	282	34	3
208	282	34	1
209	282	34	1
210	282	34	1
211	282	34	1
212	282	34	2
213	282	34	1
218	282	34	1
220	282	34	1
226	282	34	2
229	282	34	1
232	282	34	1
235	282	34	2
240	282	34	1
247	282	34	2
179	283	34	1
181	283	34	1
187	283	34	2
208	283	34	1
209	283	34	1
210	283	34	2
211	283	34	1
215	283	34	1
219	283	34	2
222	283	34	2
223	283	34	1
235	283	34	2
237	283	34	2
239	283	34	1
240	283	34	1
243	283	34	1
247	283	34	2
249	283	34	1
251	283	34	1
253	283	34	1
176	284	34	2
177	284	34	1
178	284	34	1
184	284	34	1
185	284	34	4
186	284	34	1
206	284	34	2
207	284	34	1
208	284	34	1
209	284	34	1
212	284	34	1
215	284	34	3
219	284	34	3
220	284	34	1
222	284	34	1
224	284	34	1
225	284	34	1
226	284	34	1
229	284	34	1
233	284	34	1
235	284	34	2
236	284	34	1
237	284	34	1
241	284	34	2
243	284	34	1
247	284	34	2
249	284	34	1
176	285	34	1
177	285	34	1
181	285	34	1
185	285	34	2
188	285	34	2
203	285	34	1
204	285	34	1
205	285	34	1
208	285	34	1
209	285	34	1
218	285	34	1
219	285	34	1
220	285	34	1
221	285	34	2
222	285	34	2
226	285	34	1
229	285	34	1
232	285	34	2
233	285	34	2
238	285	34	1
242	285	34	1
243	285	34	3
245	285	34	1
246	285	34	2
247	285	34	2
177	286	34	2
186	286	34	1
187	286	34	2
188	286	34	1
203	286	34	3
204	286	34	1
205	286	34	2
208	286	34	1
209	286	34	1
213	286	34	1
218	286	34	2
222	286	34	1
223	286	34	2
224	286	34	1
226	286	34	1
227	286	34	2
228	286	34	1
